Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,4e-07,
Sample Interval,4e-09,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,5
Label,,
TIME,CH1,CH2
-2.640e-07,0.3,0.1
-2.600e-07,-0.5,0.1
-2.560e-07,0.1,-0.3
-2.520e-07,0.3,-0.3
-2.480e-07,-0.1,-0.3
-2.440e-07,0.1,-0.3
-2.400e-07,-0.1,-0.3
-2.360e-07,-0.1,0.1
-2.320e-07,0.1,0.1
-2.280e-07,-0.1,-0.1
-2.240e-07,-0.1,0.1
-2.200e-07,0.1,0.1
-2.160e-07,-0.1,0.1
-2.120e-07,-0.5,0.1
-2.080e-07,-0.3,-0.1
-2.040e-07,0.1,0.1
-2.000e-07,0.1,-0.1
-1.960e-07,-0.1,0.3
-1.920e-07,-0.3,-0.1
-1.880e-07,-0.1,0.3
-1.840e-07,0.1,0.3
-1.800e-07,-0.3,-0.1
-1.760e-07,0.3,-0.1
-1.720e-07,-0.1,-0.1
-1.680e-07,0.1,-0.1
-1.640e-07,0.3,-0.1
-1.600e-07,0.1,-0.1
-1.560e-07,0.1,-0.1
-1.520e-07,0.1,-0.1
-1.480e-07,0.1,0.1
-1.440e-07,0.1,0.3
-1.400e-07,0.3,-0.1
-1.360e-07,-0.1,-0.1
-1.320e-07,-0.1,-0.3
-1.280e-07,-0.1,0.1
-1.240e-07,0.1,-0.1
-1.200e-07,0.1,0.1
-1.160e-07,-0.1,0.1
-1.120e-07,-0.3,-0.1
-1.080e-07,0.3,0.1
-1.040e-07,0.1,0.3
-1.000e-07,-0.1,0.1
-9.600e-08,-0.1,0.1
-9.200e-08,-0.1,-0.1
-8.800e-08,0.1,0.3
-8.400e-08,0.1,-0.1
-8.000e-08,0.1,0.3
-7.600e-08,0.3,0.1
-7.200e-08,0.1,-0.1
-6.800e-08,0.3,-0.1
-6.400e-08,0.5,-0.1
-6.000e-08,0.5,0.1
-5.600e-08,0.9,0.1
-5.200e-08,0.7,-0.1
-4.800e-08,1.1,0.1
-4.400e-08,1.3,0.5
-4.000e-08,0.9,0.3
-3.600e-08,1.5,0.3
-3.200e-08,1.7,0.3
-2.800e-08,2.1,0.5
-2.400e-08,2.1,0.9
-2.000e-08,2.5,0.9
-1.600e-08,2.7,1.3
-1.200e-08,3.1,1.1
-8.000e-09,3.3,1.7
-4.000e-09,3.9,1.5
3.706e-22,4.5,1.9
4.000e-09,5.1,1.9
8.000e-09,5.1,2.3
1.200e-08,6.3,2.3
1.600e-08,6.7,2.5
2.000e-08,7.1,2.3
2.400e-08,7.5,2.5
2.800e-08,7.9,3.1
3.200e-08,8.3,3.5
3.600e-08,9.3,3.5
4.000e-08,9.9,3.9
4.400e-08,10.1,4.1
4.800e-08,11.1,4.5
5.200e-08,11.3,4.7
5.600e-08,12.3,5.1
6.000e-08,12.5,5.1
6.400e-08,12.9,5.5
6.800e-08,13.5,5.7
7.200e-08,14.1,5.7
7.600e-08,14.7,5.9
8.000e-08,15.3,6.3
8.400e-08,16.1,5.9
8.800e-08,16.1,6.3
9.200e-08,17.1,6.5
9.600e-08,17.7,6.5
1.000e-07,18.1,6.3
1.040e-07,18.7,7.1
1.080e-07,19.3,7.1
1.120e-07,19.7,7.1
1.160e-07,20.3,7.7
1.200e-07,20.7,7.7
1.240e-07,21.5,7.9
1.280e-07,21.7,8.1
1.320e-07,22.5,8.3
1.360e-07,22.5,8.5
1.400e-07,23.3,8.9
1.440e-07,23.9,9.3
1.480e-07,24.3,9.7
1.520e-07,24.3,9.5
1.560e-07,24.7,9.7
1.600e-07,25.1,10.1
1.640e-07,25.3,10.3
1.680e-07,25.5,10.1
1.720e-07,25.7,10.7
1.760e-07,25.9,10.7
1.800e-07,26.3,10.9
1.840e-07,26.5,10.5
1.880e-07,26.7,10.5
1.920e-07,26.7,10.5
1.960e-07,27.1,10.7
2.000e-07,27.1,10.3
2.040e-07,26.9,10.1
2.080e-07,27.1,10.1
2.120e-07,27.1,10.3
2.160e-07,27.3,10.3
2.200e-07,27.3,10.3
2.240e-07,27.9,10.5
2.280e-07,27.9,10.3
2.320e-07,27.7,10.5
2.360e-07,27.9,10.9
2.400e-07,28.1,10.7
2.440e-07,28.3,11.1
2.480e-07,28.3,11.5
2.520e-07,28.3,11.5
2.560e-07,28.7,11.7
2.600e-07,28.9,12.1
2.640e-07,28.9,12.3
2.680e-07,29.1,12.5
2.720e-07,29.3,12.7
2.760e-07,29.5,12.7
2.800e-07,29.7,12.5
2.840e-07,29.9,12.9
2.880e-07,30.1,12.9
2.920e-07,30.5,13.3
2.960e-07,30.5,12.9
3.000e-07,30.1,13.1
3.040e-07,30.7,12.9
3.080e-07,30.9,13.3
3.120e-07,30.9,13.3
3.160e-07,30.9,13.1
3.200e-07,30.5,13.5
3.240e-07,30.9,12.9
3.280e-07,31.1,13.5
3.320e-07,30.9,12.9
3.360e-07,31.3,13.1
3.400e-07,30.9,12.9
3.440e-07,31.7,12.9
3.480e-07,31.5,13.1
3.520e-07,31.5,12.9
3.560e-07,31.5,12.9
3.600e-07,31.5,13.1
3.640e-07,32.1,13.1
3.680e-07,31.9,13.1
3.720e-07,31.9,13.3
3.760e-07,32.3,13.1
3.800e-07,32.5,13.5
3.840e-07,32.1,13.1
3.880e-07,32.1,13.5
3.920e-07,32.5,13.5
3.960e-07,32.3,13.9
4.000e-07,33.1,13.7
4.040e-07,32.7,13.9
4.080e-07,32.9,13.7
4.120e-07,32.9,13.9
4.160e-07,33.1,13.9
4.200e-07,33.1,13.9
4.240e-07,33.3,14.1
4.280e-07,33.5,14.1
4.320e-07,33.3,14.3
4.360e-07,33.5,14.1
4.400e-07,33.1,14.1
4.440e-07,33.7,14.1
4.480e-07,33.5,14.5
4.520e-07,33.5,14.3
4.560e-07,33.7,14.5
4.600e-07,33.5,14.5
4.640e-07,33.3,14.5
4.680e-07,33.1,14.9
4.720e-07,33.3,14.5
4.760e-07,33.5,14.7
4.800e-07,33.5,14.5
4.840e-07,33.3,14.7
4.880e-07,33.3,14.5
4.920e-07,33.3,14.7
4.960e-07,32.9,14.5
5.000e-07,33.1,14.5
5.040e-07,33.5,14.7
5.080e-07,33.7,14.7
5.120e-07,33.1,14.7
5.160e-07,33.1,14.9
5.200e-07,33.7,15.1
5.240e-07,33.3,15.1
5.280e-07,33.3,14.7
5.320e-07,33.1,15.1
5.360e-07,33.1,15.1
5.400e-07,33.5,15.1
5.440e-07,33.3,15.5
5.480e-07,33.5,15.3
5.520e-07,33.3,15.1
5.560e-07,33.7,15.1
5.600e-07,33.3,15.1
5.640e-07,33.5,15.3
5.680e-07,33.5,15.1
5.720e-07,33.7,15.1
5.760e-07,33.9,15.1
5.800e-07,33.7,15.3
5.840e-07,33.7,15.3
5.880e-07,33.5,15.1
5.920e-07,33.7,15.1
5.960e-07,33.3,15.1
6.000e-07,33.9,15.5
6.040e-07,33.5,15.1
6.080e-07,33.9,15.1
6.120e-07,34.1,15.5
6.160e-07,33.5,15.3
6.200e-07,33.7,15.7
6.240e-07,34.1,15.3
6.280e-07,33.7,15.3
6.320e-07,33.9,15.5
6.360e-07,34.1,15.7
6.400e-07,34.1,15.7
6.440e-07,33.9,15.5
6.480e-07,34.1,15.5
6.520e-07,33.7,15.5
6.560e-07,33.9,15.5
6.600e-07,33.9,15.7
6.640e-07,33.9,15.7
6.680e-07,34.1,15.7
6.720e-07,34.1,15.7
6.760e-07,33.9,15.9
6.800e-07,34.3,15.7
6.840e-07,34.3,15.9
6.880e-07,34.3,15.7
6.920e-07,34.3,16.1
6.960e-07,34.3,15.7
7.000e-07,34.1,15.7
7.040e-07,34.1,15.7
7.080e-07,34.5,16.1
7.120e-07,34.1,15.9
7.160e-07,34.1,16.1
7.200e-07,33.9,15.9
7.240e-07,33.9,15.9
7.280e-07,34.3,15.9
7.320e-07,34.3,16.3
7.360e-07,34.1,15.9
7.400e-07,33.9,16.1
7.440e-07,34.3,15.9
7.480e-07,34.3,15.7
7.520e-07,33.9,15.9
7.560e-07,34.3,16.1
7.600e-07,34.5,15.9
7.640e-07,34.1,16.5
7.680e-07,34.3,16.1
7.720e-07,34.1,16.3
7.760e-07,34.1,16.3
7.800e-07,33.7,16.1
7.840e-07,34.5,16.1
7.880e-07,34.3,16.1
7.920e-07,34.5,16.1
7.960e-07,34.3,16.5
8.000e-07,34.3,16.5
8.040e-07,34.3,16.3
8.080e-07,34.3,16.7
8.120e-07,34.3,16.7
8.160e-07,34.5,16.3
8.200e-07,34.5,16.7
8.240e-07,34.3,16.5
8.280e-07,34.3,16.5
8.320e-07,34.7,16.5
8.360e-07,34.5,16.5
8.400e-07,34.3,16.3
8.440e-07,34.7,16.5
8.480e-07,34.5,16.5
8.520e-07,34.5,16.9
8.560e-07,34.3,16.3
8.600e-07,34.7,16.5
8.640e-07,34.3,16.7
8.680e-07,35.1,16.3
8.720e-07,34.9,16.9
8.760e-07,34.7,16.7
8.800e-07,34.5,16.5
8.840e-07,34.5,16.5
8.880e-07,34.7,16.7
8.920e-07,34.7,16.7
8.960e-07,34.9,16.9
9.000e-07,34.7,16.9
9.040e-07,34.9,16.5
9.080e-07,34.5,16.7
9.120e-07,34.7,16.7
9.160e-07,34.9,16.7
9.200e-07,34.7,16.9
9.240e-07,34.7,16.9
9.280e-07,34.9,16.5
9.320e-07,34.5,16.5
9.360e-07,34.7,17.1
9.400e-07,34.9,16.7
9.440e-07,34.7,16.7
9.480e-07,34.7,16.9
9.520e-07,34.5,17.3
9.560e-07,34.7,16.7
9.600e-07,34.9,17.1
9.640e-07,34.9,17.1
9.680e-07,34.9,16.9
9.720e-07,34.5,16.9
9.760e-07,34.9,16.9
9.800e-07,34.7,16.9
9.840e-07,34.9,16.9
9.880e-07,34.5,16.7
9.920e-07,34.5,16.7
9.960e-07,34.7,16.9
1.000e-06,34.5,16.5
1.004e-06,34.5,16.9
1.008e-06,34.9,16.7
1.012e-06,34.5,16.9
1.016e-06,34.5,16.9
1.020e-06,34.3,16.9
1.024e-06,34.5,16.9
1.028e-06,34.5,16.7
1.032e-06,34.3,16.7
1.036e-06,34.7,16.9
1.040e-06,34.3,16.9
1.044e-06,34.7,17.3
1.048e-06,34.7,16.9
1.052e-06,34.5,16.9
1.056e-06,34.3,17.1
1.060e-06,34.5,16.7
1.064e-06,34.3,16.7
1.068e-06,34.5,16.9
1.072e-06,34.3,16.7
1.076e-06,34.3,16.7
1.080e-06,34.1,17.1
1.084e-06,34.3,17.1
1.088e-06,34.5,16.7
1.092e-06,34.7,16.9
1.096e-06,34.3,17.1
1.100e-06,34.3,16.9
1.104e-06,34.5,16.9
1.108e-06,34.3,16.9
1.112e-06,34.5,16.9
1.116e-06,34.3,17.1
1.120e-06,34.5,16.9
1.124e-06,34.7,16.7
1.128e-06,34.3,16.9
1.132e-06,34.5,17.3
1.136e-06,34.7,16.7
1.140e-06,34.1,16.9
1.144e-06,34.5,16.9
1.148e-06,34.3,16.9
1.152e-06,34.5,16.9
1.156e-06,34.5,16.9
1.160e-06,34.5,16.7
1.164e-06,34.5,16.5
1.168e-06,34.3,16.9
1.172e-06,34.5,16.9
1.176e-06,34.9,17.1
1.180e-06,34.3,16.9
1.184e-06,34.7,16.9
1.188e-06,34.3,16.9
1.192e-06,34.7,16.9
1.196e-06,34.5,17.3
1.200e-06,34.7,17.1
1.204e-06,34.5,16.9
1.208e-06,34.5,16.9
1.212e-06,34.7,16.7
1.216e-06,34.3,16.7
1.220e-06,34.5,16.9
1.224e-06,34.5,16.9
1.228e-06,34.7,17.1
1.232e-06,34.5,16.9
1.236e-06,34.7,16.9
1.240e-06,34.3,16.9
1.244e-06,34.5,17.1
1.248e-06,34.3,16.9
1.252e-06,34.7,16.9
1.256e-06,34.7,16.9
1.260e-06,34.3,16.9
1.264e-06,34.3,17.1
1.268e-06,34.7,16.9
1.272e-06,34.3,16.9
1.276e-06,34.7,16.9
1.280e-06,34.7,16.9
1.284e-06,34.3,17.1
1.288e-06,34.7,16.9
1.292e-06,34.5,16.7
1.296e-06,34.7,17.1
1.300e-06,34.7,17.3
1.304e-06,34.9,16.7
1.308e-06,34.5,17.1
