Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,4e-06,
Sample Interval,4e-08,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,10,10
Label,,
TIME,CH1,CH2
-3.280e-06,0,0
-3.240e-06,-0.4,0
-3.200e-06,-0.4,-0.4
-3.160e-06,0,0.8
-3.120e-06,0,-0.4
-3.080e-06,0,-0.4
-3.040e-06,0,-0.4
-3.000e-06,0,0
-2.960e-06,0.4,0.4
-2.920e-06,0,-0.8
-2.880e-06,0.4,0
-2.840e-06,-0.4,0.4
-2.800e-06,0,0.4
-2.760e-06,0,-0.4
-2.720e-06,-0.4,0
-2.680e-06,-0.4,-0.4
-2.640e-06,0,0.4
-2.600e-06,-0.4,-0.4
-2.560e-06,-0.4,0
-2.520e-06,-0.4,-0.8
-2.480e-06,-0.4,-0.4
-2.440e-06,0,-0.4
-2.400e-06,0.4,0
-2.360e-06,-0.4,-0.4
-2.320e-06,-0.4,-0.8
-2.280e-06,0.4,-0.4
-2.240e-06,0,-0.8
-2.200e-06,0,0
-2.160e-06,0,-0.4
-2.120e-06,0.4,0.4
-2.080e-06,0,-0.4
-2.040e-06,0,0.4
-2.000e-06,-0.4,0.4
-1.960e-06,0.4,0.4
-1.920e-06,0.4,-0.4
-1.880e-06,-0.4,-0.4
-1.840e-06,0,0.4
-1.800e-06,-0.4,-0.4
-1.760e-06,0,0
-1.720e-06,0,-0.4
-1.680e-06,0.4,-0.8
-1.640e-06,-0.4,0.4
-1.600e-06,0,0
-1.560e-06,0,-0.4
-1.520e-06,-0.4,0
-1.480e-06,-0.4,-0.4
-1.440e-06,0.4,0
-1.400e-06,0,-0.4
-1.360e-06,-0.4,0.4
-1.320e-06,0.4,0
-1.280e-06,-0.4,0
-1.240e-06,0,0
-1.200e-06,-0.4,0
-1.160e-06,-0.8,-0.8
-1.120e-06,0.4,-0.4
-1.080e-06,-0.4,-0.4
-1.040e-06,-1.2,-0.4
-1.000e-06,-0.4,-0.4
-9.600e-07,-0.4,-0.4
-9.200e-07,-0.8,0
-8.800e-07,-0.4,0.4
-8.400e-07,-0.8,-0.4
-8.000e-07,0,0
-7.600e-07,-0.4,0
-7.200e-07,0,-0.8
-6.800e-07,0,0
-6.400e-07,-0.4,0.4
-6.000e-07,-0.4,0
-5.600e-07,-0.8,-0.4
-5.200e-07,-0.4,-0.4
-4.800e-07,-0.4,-0.4
-4.400e-07,0,0
-4.000e-07,0.4,-0.4
-3.600e-07,0,-0.4
-3.200e-07,0,0
-2.800e-07,0.4,0
-2.400e-07,0,-0.4
-2.000e-07,-0.4,-0.4
-1.600e-07,0,-0.8
-1.200e-07,-0.4,-0.4
-8.000e-08,-0.8,-0.4
-4.000e-08,4,0
3.613e-21,12,6.4
4.000e-08,18,6.8
8.000e-08,24,10.4
1.200e-07,33.6,14.4
1.600e-07,39.2,20.4
2.000e-07,46.8,23.2
2.400e-07,52.4,29.6
2.800e-07,60.4,32.8
3.200e-07,64.4,37.2
3.600e-07,66.8,39.6
4.000e-07,68.8,42.4
4.400e-07,70.8,47.2
4.800e-07,71.6,47.6
5.200e-07,72.8,49.6
5.600e-07,74,51.6
6.000e-07,75.6,52.8
6.400e-07,74.8,54.4
6.800e-07,74.8,54.8
7.200e-07,76,55.6
7.600e-07,76,56.8
