Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,1.401247E+3,809.010657E+0,897.461750E-3,545.295910E-3,200.000000E+0
25.000000E+0,1.867135E+3,655.648534E-3,678.878750E-3,71.527408E-3,200.000000E+0
30.000000E+0,1.865497E+3,729.773081E-3,559.890750E-3,217.398585E-3,200.000000E+0
40.000000E+0,1.864320E+3,979.132269E-3,246.598000E-3,1.190352E+0,200.000000E+0
50.000000E+0,1.861893E+3,1.159577E+0,393.431000E-3,949.176519E-3,200.000000E+0
60.000000E+0,1.861645E+3,655.152654E-3,-668.776000E-3,690.938899E-3,200.000000E+0
75.000000E+0,1.861972E+3,753.404772E-3,-594.346000E-3,438.365029E-3,200.000000E+0
100.000000E+0,1.860370E+3,1.445891E+0,-1.767580E+0,629.348638E-3,200.000000E+0
120.000000E+0,1.859197E+3,334.467861E-3,-808.394750E-3,312.801224E-3,200.000000E+0
150.000000E+0,1.858208E+3,829.740170E-3,-2.239228E+0,375.099415E-3,200.000000E+0
200.000000E+0,1.859747E+3,665.446279E-3,-2.410448E+0,216.614159E-3,200.000000E+0
250.000000E+0,1.859957E+3,507.019477E-3,-3.106508E+0,339.154145E-3,200.000000E+0
300.000000E+0,1.859473E+3,216.029511E-3,-3.718705E+0,384.822778E-3,200.000000E+0
400.000000E+0,1.858793E+3,330.104150E-3,-5.164977E+0,175.554706E-3,200.000000E+0
500.000000E+0,1.858497E+3,649.860562E-3,-6.252565E+0,215.677802E-3,200.000000E+0
600.000000E+0,1.858240E+3,320.858224E-3,-7.625155E+0,54.516198E-3,200.000000E+0
750.000000E+0,1.857253E+3,313.956605E-3,-9.355545E+0,240.512519E-3,200.000000E+0
1.000000E+3,1.856705E+3,330.870066E-3,-12.179450E+0,98.020266E-3,200.000000E+0
1.200000E+3,1.857422E+3,243.657034E-3,-14.667125E+0,66.374896E-3,200.000000E+0
1.500000E+3,1.856395E+3,680.091905E-3,-18.247950E+0,165.617051E-3,200.000000E+0
2.000000E+3,1.855360E+3,991.690476E-3,-24.164750E+0,84.611657E-3,200.000000E+0
2.500000E+3,1.854358E+3,383.560621E-3,-30.071950E+0,212.531474E-3,200.000000E+0
3.000000E+3,1.852987E+3,539.090670E-3,-35.549500E+0,107.203521E-3,200.000000E+0
4.000000E+3,1.852490E+3,429.359990E-3,-46.990725E+0,59.247463E-3,200.000000E+0
5.000000E+3,1.851163E+3,181.159460E-3,-57.942275E+0,70.632725E-3,200.000000E+0
6.000000E+3,1.849327E+3,403.631950E-3,-68.758675E+0,215.518124E-3,200.000000E+0
7.500000E+3,1.846902E+3,460.346338E-3,-85.293225E+0,147.757663E-3,200.000000E+0
10.000000E+3,1.842025E+3,205.243758E-3,-111.896500E+0,116.356134E-3,200.000000E+0
12.000000E+3,1.838235E+3,338.045855E-3,-133.165000E+0,156.577457E-3,200.000000E+0
15.000000E+3,1.831372E+3,204.862760E-3,-163.722500E+0,114.974997E-3,200.000000E+0
20.000000E+3,1.818125E+3,343.547667E-3,-214.098750E+0,188.187905E-3,200.000000E+0
25.000000E+3,1.801965E+3,369.425229E-3,-262.238750E+0,111.158389E-3,200.000000E+0
30.000000E+3,1.784840E+3,498.497743E-3,-309.296500E+0,272.903371E-3,200.000000E+0
40.000000E+3,1.742753E+3,432.861121E-3,-397.047750E+0,254.040720E-3,200.000000E+0
50.000000E+3,1.694230E+3,411.885906E-3,-477.581000E+0,444.291008E-3,200.000000E+0
60.000000E+3,1.639670E+3,628.689112E-3,-550.294000E+0,294.484295E-3,200.000000E+0
75.000000E+3,1.551737E+3,322.984134E-3,-644.751250E+0,221.693905E-3,200.000000E+0
100.000000E+3,1.393928E+3,128.913730E-3,-763.080250E+0,601.347809E-3,200.000000E+0
120.000000E+3,1.267243E+3,337.296234E-3,-826.301750E+0,128.227093E-3,200.000000E+0
150.000000E+3,1.087863E+3,193.309984E-3,-878.913250E+0,97.129745E-3,200.000000E+0
200.000000E+3,837.128250E+0,359.790477E-3,-890.848000E+0,162.998466E-3,200.000000E+0
