Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
7.933781E-3	2.959100E+2	5.000000E+2	4.997100E-1	3.173880E-1	1.574445E+3	1.572825E+3	3.177340E-1	4.997400E-1	9.910000E+37	3.173880E-1	3.122361E+41	3.118961E+41	3.177340E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+0
2.460140E-2	2.959100E+2	4.900000E+2	4.890200E-1	3.132180E-1	1.561277E+3	1.563444E+3	3.196660E-1	4.997800E-1	9.910000E+37	3.132180E-1	3.163931E+41	3.100111E+41	3.196660E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	2.000000E+0
4.105235E-2	2.959100E+2	4.800000E+2	4.797900E-1	3.044180E-1	1.576089E+3	1.574905E+3	3.173970E-1	4.998700E-1	9.910000E+37	3.044180E-1	3.255392E+41	3.122273E+41	3.173970E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	3.000000E+0
5.746996E-2	2.959100E+2	4.700000E+2	4.699400E-1	2.954220E-1	1.590741E+3	1.582907E+3	3.168790E-1	5.015900E-1	9.910000E+37	2.954220E-1	3.354523E+41	3.127377E+41	3.168790E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	4.000000E+0
7.392089E-2	2.959100E+2	4.600000E+2	4.604700E-1	2.900380E-1	1.587620E+3	1.564617E+3	3.187490E-1	4.987200E-1	9.910000E+37	2.900380E-1	3.416794E+41	3.109029E+41	3.187490E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	5.000000E+0
9.037184E-2	2.959100E+2	4.500000E+2	4.502600E-1	2.852660E-1	1.578386E+3	1.573629E+3	3.176670E-1	4.998900E-1	9.910000E+37	2.852660E-1	3.473951E+41	3.119619E+41	3.176670E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	6.000000E+0
1.067728E-1	2.959100E+2	4.400000E+2	4.395800E-1	2.774760E-1	1.584209E+3	1.572920E+3	3.179500E-1	5.001100E-1	9.910000E+37	2.774760E-1	3.571480E+41	3.116842E+41	3.179500E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	7.000000E+0
1.232237E-1	2.959100E+2	4.300000E+2	4.301800E-1	2.673380E-1	1.609124E+3	1.574802E+3	3.172970E-1	4.996800E-1	9.910000E+37	2.673380E-1	3.706918E+41	3.123257E+41	3.172970E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	8.000000E+0
1.396246E-1	2.959100E+2	4.200000E+2	4.201000E-1	2.635940E-1	1.593739E+3	1.567500E+3	3.188580E-1	4.998100E-1	9.910000E+37	2.635940E-1	3.759570E+41	3.107967E+41	3.188580E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	9.000000E+0
1.560089E-1	2.959100E+2	4.100000E+2	4.106000E-1	2.574890E-1	1.594631E+3	1.573911E+3	3.182010E-1	5.008200E-1	9.910000E+37	2.574890E-1	3.848708E+41	3.114384E+41	3.182010E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+1
1.723932E-1	2.959100E+2	4.000000E+2	4.002100E-1	2.514560E-1	1.591571E+3	1.577078E+3	3.167630E-1	4.995600E-1	9.910000E+37	2.514560E-1	3.941047E+41	3.128522E+41	3.167630E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.100000E+1
