Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
7.900447E-3	2.945200E+2	5.000000E+2	5.004300E-1	3.198180E-1	1.564734E+3	1.576291E+3	3.174350E-1	5.003700E-1	9.910000E+37	3.198180E-1	3.098637E+41	3.121899E+41	3.174350E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+0
2.446806E-2	2.945200E+2	5.000000E+2	5.001100E-1	3.150740E-1	1.587278E+3	1.559098E+3	3.203390E-1	4.994400E-1	9.910000E+37	3.150740E-1	3.145293E+41	3.093598E+41	3.203390E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	2.000000E+0
4.120235E-2	2.945200E+2	5.000000E+2	5.000600E-1	3.148720E-1	1.588137E+3	1.564064E+3	3.192580E-1	4.993400E-1	9.910000E+37	3.148720E-1	3.147311E+41	3.104073E+41	3.192580E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	3.000000E+0
5.778664E-2	2.945200E+2	5.000000E+2	5.013600E-1	3.158600E-1	1.587286E+3	1.573702E+3	3.180590E-1	5.005300E-1	9.910000E+37	3.158600E-1	3.137466E+41	3.115774E+41	3.180590E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	4.000000E+0
7.422091E-2	2.945200E+2	5.000000E+2	5.003300E-1	3.154720E-1	1.585973E+3	1.583993E+3	3.160810E-1	5.006700E-1	9.910000E+37	3.154720E-1	3.141325E+41	3.135272E+41	3.160810E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	5.000000E+0
9.067184E-2	2.945200E+2	5.000000E+2	5.003200E-1	3.150060E-1	1.588287E+3	1.565007E+3	3.184650E-1	4.984000E-1	9.910000E+37	3.150060E-1	3.145972E+41	3.111802E+41	3.184650E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	6.000000E+0
1.071561E-1	2.945200E+2	5.000000E+2	4.997400E-1	3.216970E-1	1.553449E+3	1.574458E+3	3.172520E-1	4.995000E-1	9.910000E+37	3.216970E-1	3.080539E+41	3.123700E+41	3.172520E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	7.000000E+0
1.235571E-1	2.945200E+2	5.000000E+2	4.998500E-1	3.168330E-1	1.577645E+3	1.571259E+3	3.179870E-1	4.996400E-1	9.910000E+37	3.168330E-1	3.127831E+41	3.116480E+41	3.179870E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	8.000000E+0
1.400080E-1	2.945200E+2	5.000000E+2	4.998000E-1	3.180970E-1	1.571219E+3	1.580971E+3	3.164890E-1	5.003600E-1	9.910000E+37	3.180970E-1	3.115402E+41	3.131230E+41	3.164890E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	9.000000E+0
1.564256E-1	2.945200E+2	5.000000E+2	4.988500E-1	3.184190E-1	1.566646E+3	1.578096E+3	3.165460E-1	4.995400E-1	9.910000E+37	3.184190E-1	3.112251E+41	3.130667E+41	3.165460E-1	9.910000E+37	2.000000E-2	0.000000E+0	5.000000E-1	1.000000E+1	5.000000E-1	1.000000E+1	1.000000E+0	1.000000E+1
