t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6599979E-1	2.1966920E-5	1.0000000E-1	4.5522993E+3	2.2267041E-5	4.4909429E+3	1.0002610E-1	4.5534878E+3	-2.6100000E-5	-1.1881502E+0	9.9989183E-2	4.4904565E+3	1.0820000E-5	4.8591998E-1	1.8943854E+2	1.0491264E+1	-2.1888640E-5	4.5685801E+3	-1.0002780E-1	4.5698501E+3	2.7800001E-5	-1.2700652E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0790000E+0	4.6265200E-6	2.0000000E-2	4.3229038E+3	2.2129399E-5	4.5188755E+3	2.0041941E-2	4.3319687E+3	-4.1939998E-5	-9.0651293E+0	1.0005240E-1	4.5212432E+3	-5.2399999E-5	-2.3678906E+0	1.8943854E+2	1.0491264E+1	-2.2323020E-5	4.4796807E+3	-1.0009860E-1	4.4840977E+3	9.8600001E-5	-4.4169650E+0	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8909998E+0	8.5884267E-6	3.9999999E-2	4.6574302E+3	2.2046090E-5	4.5359517E+3	4.0051699E-2	4.6634502E+3	-5.1700001E-5	-6.0197287E+0	1.0008480E-1	4.5397983E+3	-8.4799998E-5	-3.8464870E+0	1.8943854E+2	1.0491264E+1	-2.1921829E-5	4.5616631E+3	-1.0003350E-1	4.5631909E+3	3.3500000E-5	-1.5281571E+0	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7040000E+0	1.0500570E-5	5.9999999E-2	5.7139756E+3	2.2239299E-5	4.4965444E+3	4.8547510E-2	4.6233213E+3	1.1452490E-2	1.0906542E+3	9.9994421E-2	4.4962935E+3	5.5800001E-6	2.5090718E-1	1.8943854E+2	1.0491264E+1	-2.2195100E-5	4.5054990E+3	-1.0002660E-1	4.5066973E+3	2.6600001E-5	-1.1984627E+0	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.6099997E+0	1.7548740E-5	7.9999998E-2	4.5587319E+3	2.1865961E-5	4.5733184E+3	8.0050707E-2	4.5616216E+3	-5.0710001E-5	-2.8896661E+0	1.0001110E-1	4.5738262E+3	-1.1100000E-5	-5.0763834E-1	1.8943854E+2	1.0491306E+1	-2.2058000E-5	4.5335024E+3	-1.0004470E-1	4.5355293E+3	4.4699998E-5	-2.0264757E+0	5.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
6.4219999E+0	2.1870939E-5	1.0000000E-1	4.5722773E+3	2.2192860E-5	4.5059536E+3	9.9986076E-2	4.5716406E+3	1.3920000E-5	6.3646096E-1	1.0006950E-1	4.5090854E+3	-6.9499998E-5	-3.1316378E+0	1.8943854E+2	1.0491306E+1	-2.1883550E-5	4.5696426E+3	-1.0009880E-1	4.5741572E+3	9.8800003E-5	-4.5148067E+0	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2349997E+0	2.6499951E-5	1.2000000E-1	4.5283105E+3	2.2248631E-5	4.4946587E+3	1.2008330E-1	4.5314536E+3	-8.3300001E-5	-3.1434021E+0	1.0006480E-1	4.4975713E+3	-6.4799999E-5	-2.9125388E+0	1.8943854E+2	1.0491306E+1	-2.1874481E-5	4.5715371E+3	-1.0006760E-1	4.5746274E+3	6.7599998E-5	-3.0903592E+0	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0629997E+0	3.1243650E-5	1.4000000E-1	4.4809106E+3	2.2171311E-5	4.5103335E+3	1.3997769E-1	4.4801968E+3	2.2300001E-5	7.1374506E-1	1.0001440E-1	4.5109829E+3	-1.4400000E-5	-6.4948803E-1	1.8943854E+2	1.0491306E+1	-2.2213990E-5	4.5016675E+3	-1.0005400E-1	4.5040986E+3	5.4000000E-5	-2.4309006E+0	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8750000E+0	3.5532550E-5	1.6000000E-1	4.5029136E+3	2.1892511E-5	4.5677725E+3	1.6003010E-1	4.5037607E+3	-3.0100000E-5	-8.4711063E-1	1.0001250E-1	4.5683433E+3	-1.2500000E-5	-5.7097155E-1	1.8943854E+2	1.0491306E+1	-2.2170179E-5	4.5105635E+3	-1.0002370E-1	4.5116323E+3	2.3700000E-5	-1.0690035E+0	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6879997E+0	3.9754621E-5	1.8000001E-1	4.5277759E+3	2.2041409E-5	4.5369150E+3	1.8004490E-1	4.5289053E+3	-4.4900000E-5	-1.1294285E+0	1.0008070E-1	4.5405762E+3	-8.0700003E-5	-3.6612902E+0	1.8943854E+2	1.0491306E+1	-2.1983349E-5	4.5488975E+3	-1.0002450E-1	4.5500117E+3	2.4499999E-5	-1.1144798E+0	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0766000E+1	4.4326520E-5	2.0000000E-1	4.5119717E+3	2.2170931E-5	4.5104106E+3	2.0002130E-1	4.5124521E+3	-2.1300000E-5	-4.8052499E-1	1.0006620E-1	4.5133965E+3	-6.6200002E-5	-2.9858918E+0	1.8943854E+2	1.0491306E+1	-2.1913769E-5	4.5633408E+3	-1.0007640E-1	4.5668271E+3	7.6400000E-5	-3.4863923E+0	1.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
