t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.8100014E-1	6.8069683E-5	1.0000000E-1	1.4690829E+3	6.7780609E-5	1.4753481E+3	1.0001850E-1	1.4693546E+3	-1.8500001E-5	-2.7178034E-1	1.0001970E-1	1.4756388E+3	-1.9700001E-5	-2.9064360E-1	2.7910999E+2	9.0324259E+0	-6.8034693E-5	1.4698384E+3	-9.9986553E-2	1.4696407E+3	-1.3450000E-5	1.9769326E-1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0940003E+0	1.3397640E-5	2.0000000E-2	1.4928002E+3	6.7648158E-5	1.4782368E+3	2.0096060E-2	1.4999701E+3	-9.6060001E-5	-7.1699195E+0	1.0002280E-1	1.4785739E+3	-2.2800001E-5	-3.3703798E-1	2.7910999E+2	9.0324259E+0	-6.7781380E-5	1.4753314E+3	-9.9997044E-2	1.4752877E+3	-2.9600001E-6	4.3669809E-2	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9060001E+0	2.6971820E-5	3.9999999E-2	1.4830293E+3	6.8101479E-5	1.4683969E+3	4.0051460E-2	1.4849373E+3	-5.1460000E-5	-1.9079173E+0	1.0002020E-1	1.4686935E+3	-2.0199999E-5	-2.9661617E-1	2.7910999E+2	9.0324259E+0	-6.7599409E-5	1.4793029E+3	-9.9997759E-2	1.4792698E+3	-2.2400000E-6	3.3136383E-2	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7190003E+0	4.0788789E-5	5.9999999E-2	1.4709924E+3	6.8081783E-5	1.4688218E+3	6.0043570E-2	1.4720605E+3	-4.3569999E-5	-1.0681857E+0	1.0001540E-1	1.4690480E+3	-1.5400001E-5	-2.2619855E-1	2.7910999E+2	9.0324259E+0	-6.7994319E-5	1.4707111E+3	-1.0000040E-1	1.4707169E+3	4.0000000E-7	-5.8828443E-3	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.6090002E+0	5.4038839E-5	7.9999998E-2	1.4804166E+3	6.7948087E-5	1.4717117E+3	8.0047369E-2	1.4812932E+3	-4.7369998E-5	-8.7659174E-1	1.0001130E-1	1.4718781E+3	-1.1300000E-5	-1.6630343E-1	2.7910999E+2	9.0324459E+0	-6.7594323E-5	1.4794143E+3	-9.9966757E-2	1.4789225E+3	-3.3240001E-5	4.9175730E-1	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4219999E+0	6.7963330E-5	1.0000000E-1	1.4713817E+3	6.8123118E-5	1.4679304E+3	1.0001490E-1	1.4716010E+3	-1.4900000E-5	-2.1923587E-1	1.0001280E-1	1.4681183E+3	-1.2800000E-5	-1.8789509E-1	2.7910999E+2	9.0324459E+0	-6.7661887E-5	1.4779369E+3	-1.0002180E-1	1.4782590E+3	2.1800000E-5	-3.2219023E-1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2340002E+0	8.1704493E-5	1.2000000E-1	1.4687075E+3	6.8113382E-5	1.4681404E+3	1.2001940E-1	1.4689449E+3	-1.9400000E-5	-2.3744105E-1	9.9991083E-2	1.4680094E+3	8.9200003E-6	1.3095811E-1	2.7910999E+2	9.0324459E+0	-6.7820532E-5	1.4744797E+3	-9.9985361E-2	1.4742639E+3	-1.4640000E-5	2.1586384E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0620003E+0	9.5504707E-5	1.4000000E-1	1.4658962E+3	6.7944442E-5	1.4717908E+3	1.3997220E-1	1.4656052E+3	2.7800001E-5	2.9108512E-1	9.9997997E-2	1.4717614E+3	2.0000000E-6	2.9435815E-2	2.7910999E+2	9.0324459E+0	-6.8116002E-5	1.4680839E+3	-9.9994421E-2	1.4680020E+3	-5.5800001E-6	8.1919082E-2	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8750000E+0	1.0500640E-4	1.6000000E-1	1.5237167E+3	6.7677589E-5	1.4775940E+3	1.5435100E-1	1.4699199E+3	5.6489999E-3	5.3796722E+1	1.0001950E-1	1.4778821E+3	-1.9499999E-5	-2.8813082E-1	2.7910999E+2	9.0324459E+0	-6.7954388E-5	1.4715753E+3	-9.9974871E-2	1.4712054E+3	-2.5130001E-5	3.6980686E-1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6870003E+0	1.2239690E-4	1.8000001E-1	1.4706255E+3	6.7990593E-5	1.4707917E+3	1.7996430E-1	1.4703339E+3	3.5699999E-5	2.9167405E-1	1.0002900E-1	1.4712183E+3	-2.9000001E-5	-4.2652962E-1	2.7910999E+2	9.0324459E+0	-6.7638102E-5	1.4784567E+3	-9.9971771E-2	1.4780393E+3	-2.8230001E-5	4.1736832E-1	1.0000000E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0
