t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.8100014E-1	1.2390510E-5	1.0000000E-1	8.0706929E+3	1.2722600E-5	7.8600288E+3	1.0005160E-1	8.0748574E+3	-5.1600000E-5	-4.1644773E+0	1.0006760E-1	7.8653418E+3	-6.7599998E-5	-5.3133793E+0	1.5854192E+2	1.1291112E+1	-1.2399220E-5	8.0650234E+3	-1.0005240E-1	8.0692495E+3	5.2399999E-5	-4.2260723E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0940003E+0	2.4705371E-6	2.0000000E-2	8.0954058E+3	1.2811030E-5	7.8057734E+3	2.0113710E-2	8.1414326E+3	-1.1371000E-4	-4.6026432E+1	1.0007050E-1	7.8112769E+3	-7.0499998E-5	-5.5030704E+0	1.5854192E+2	1.1291112E+1	-1.2425790E-5	8.0477778E+3	-1.0006590E-1	8.0530815E+3	6.5900000E-5	-5.3034859E+0	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9060001E+0	5.1647949E-6	3.9999999E-2	7.7447412E+3	1.2840520E-5	7.7878467E+3	4.0109869E-2	7.7660142E+3	-1.0987000E-4	-2.1272867E+1	1.0005020E-1	7.7917559E+3	-5.0200000E-5	-3.9094989E+0	1.5854192E+2	1.1291112E+1	-1.2626060E-5	7.9201270E+3	-1.0008360E-1	7.9267485E+3	8.3600004E-5	-6.6212263E+0	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7190003E+0	7.7849199E-6	5.9999999E-2	7.7072085E+3	1.2666010E-5	7.8951460E+3	6.0085300E-2	7.7181655E+3	-8.5300002E-5	-1.0957081E+1	1.0005690E-1	7.8996387E+3	-5.6900000E-5	-4.4923382E+0	1.5854192E+2	1.1291112E+1	-1.2779320E-5	7.8251426E+3	-1.0005570E-1	7.8295010E+3	5.5699998E-5	-4.3586044E+0	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.6090002E+0	1.0059310E-5	7.9999998E-2	7.9528315E+3	1.2852540E-5	7.7805630E+3	8.0105066E-2	7.9632769E+3	-1.0507000E-4	-1.0445050E+1	1.0001710E-1	7.7818936E+3	-1.7099999E-5	-1.3304763E+0	1.5854192E+2	1.1291010E+1	-1.2706370E-5	7.8700684E+3	-1.0004210E-1	7.8733818E+3	4.2100000E-5	-3.3132987E+0	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4220004E+0	1.0500530E-5	1.0000000E-1	9.5233291E+3	1.2545760E-5	7.9708203E+3	8.1247330E-2	7.7374502E+3	1.8752670E-2	1.7858784E+3	1.0005900E-1	7.9755234E+3	-5.9000002E-5	-4.7027841E+0	1.5854192E+2	1.1291010E+1	-1.2831030E-5	7.7936064E+3	-1.0005020E-1	7.7975190E+3	5.0200000E-5	-3.9123905E+0	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2340002E+0	1.5203120E-5	1.2000000E-1	7.8931167E+3	1.2397910E-5	8.0658755E+3	1.2005190E-1	7.8965303E+3	-5.1899999E-5	-3.4137731E+0	1.0006620E-1	8.0712153E+3	-6.6200002E-5	-5.3396096E+0	1.5854192E+2	1.1291010E+1	-1.2713220E-5	7.8658276E+3	-1.0006450E-1	7.8709014E+3	6.4499996E-5	-5.0734591E+0	7.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
8.0470009E+0	1.7536820E-5	1.4000000E-1	7.9832031E+3	1.2474520E-5	8.0163403E+3	1.4006419E-1	7.9868643E+3	-6.4200001E-5	-3.6608689E+0	1.0007050E-1	8.0219922E+3	-7.0499998E-5	-5.6515203E+0	1.5854192E+2	1.1291010E+1	-1.2490880E-5	8.0058408E+3	-1.0003540E-1	8.0086753E+3	3.5400000E-5	-2.8340678E+0	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8590002E+0	2.0057600E-5	1.6000000E-1	7.9770264E+3	1.2701030E-5	7.8733774E+3	1.6004300E-1	7.9791699E+3	-4.3000000E-5	-2.1438258E+0	1.0003280E-1	7.8759595E+3	-3.2799999E-5	-2.5824678E+0	1.5854192E+2	1.1291010E+1	-1.2438410E-5	8.0396128E+3	-1.0003950E-1	8.0427886E+3	3.9499999E-5	-3.1756470E+0	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6720009E+0	2.2768359E-5	1.8000001E-1	7.9057075E+3	1.2780120E-5	7.8246528E+3	1.8003850E-1	7.9073989E+3	-3.8499998E-5	-1.6909430E+0	1.0007430E-1	7.8304663E+3	-7.4299998E-5	-5.8137169E+0	1.5854192E+2	1.1291010E+1	-1.2495820E-5	8.0026763E+3	-1.0004140E-1	8.0059893E+3	4.1399999E-5	-3.3131080E+0	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
