t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.8200006E-1	3.8350208E-8	1.0000000E-1	2.6075478E+6	-1.5343100E-7	-6.5175875E+5	9.9815853E-2	2.6027458E+6	1.8415001E-4	4.8017988E+3	9.9792480E-2	-6.5040625E+5	2.0752000E-4	-1.3525298E+3	8.0730850E+1	1.5679204E+1	-1.9987991E-7	5.0030044E+5	-1.0015420E-1	5.0107191E+5	1.5420000E-4	-7.7146326E+2	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0939999E+0	-2.1497600E-7	2.0000000E-2	-9.3033641E+4	8.4565499E-8	1.1825154E+6	2.0004030E-2	-9.3052391E+4	-4.0300001E-6	1.8746279E+1	1.0025550E-1	1.1855366E+6	-2.5550000E-4	-3.0213267E+3	8.0730850E+1	1.5679204E+1	2.1586889E-7	-4.6324412E+5	-1.0002520E-1	-4.6336087E+5	2.5200001E-5	1.1673752E+2	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9070001E+0	1.8102899E-7	3.9999999E-2	2.2095908E+5	1.4189770E-7	7.0473306E+5	4.0349718E-2	2.2289092E+5	-3.4972001E-4	-1.9318452E+3	9.9853523E-2	7.0370075E+5	1.4648000E-4	1.0322930E+3	8.0730850E+1	1.5679204E+1	-5.5397319E-8	1.8051415E+6	-1.0048440E-1	1.8138856E+6	4.8439999E-4	-8.7441055E+3	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	1.0610630E-7	5.9999999E-2	5.6547069E+5	-1.4519711E-7	-6.8871900E+5	5.9759859E-2	5.6320744E+5	2.4014000E-4	2.2632021E+3	9.9833727E-2	-6.8757387E+5	1.6626999E-4	-1.1451331E+3	8.0730850E+1	1.5679204E+1	-2.1850509E-7	4.5765522E+5	-1.0014460E-1	4.5831700E+5	1.4460000E-4	-6.6176947E+2	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.6099997E+0	-1.6067490E-7	7.9999998E-2	-4.9789978E+5	-9.9884119E-9	-1.0011601E+7	8.0108643E-2	-4.9857594E+5	-1.0864000E-4	6.7614795E+2	1.0048530E-1	-1.0060188E+7	-4.8530000E-4	4.8586301E+4	8.0730850E+1	1.5680354E+1	1.6316901E-7	-6.1286150E+5	-9.9845171E-2	-6.1191262E+5	-1.5483001E-4	-9.4889349E+2	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4379997E+0	-1.7239021E-8	1.0000000E-1	-5.8007940E+6	2.1842420E-7	4.5782472E+5	1.0044100E-1	-5.8263755E+6	-4.4100001E-4	2.5581500E+4	1.0013060E-1	4.5842266E+5	-1.3060000E-4	-5.9791907E+2	8.0730850E+1	1.5680354E+1	1.1319880E-7	-8.8340156E+5	-1.0037090E-1	-8.8667812E+5	3.7090000E-4	3.2765366E+3	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2500000E+0	2.1666300E-7	1.2000000E-1	5.5385550E+5	8.4894047E-8	1.1779389E+6	1.2015410E-1	5.5456675E+5	-1.5409999E-4	-7.1124280E+2	9.9797733E-2	1.1755562E+6	2.0227001E-4	2.3826169E+3	8.0730850E+1	1.5680354E+1	-1.8998919E-7	5.2634569E+5	-1.0025670E-1	5.2769681E+5	2.5670000E-4	-1.3511294E+3	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0629997E+0	-8.2043933E-8	1.4000000E-1	-1.7064029E+6	-2.1429510E-7	-4.6664622E+5	1.3990000E-1	-1.7051840E+6	9.9999997E-5	-1.2188593E+3	9.9935770E-2	-4.6634650E+5	6.4230000E-5	-2.9972687E+2	8.0730850E+1	1.5680354E+1	-3.6476081E-8	2.7415228E+6	-9.9825382E-2	2.7367355E+6	-1.7462000E-4	4.7872471E+3	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8750000E+0	-2.1079610E-7	1.6000000E-1	-7.5902731E+5	7.4533091E-9	1.3416860E+7	1.5992621E-1	-7.5867725E+5	7.3800002E-5	-3.5010135E+2	1.0050110E-1	1.3484091E+7	-5.0109997E-4	-6.7231883E+4	8.0730850E+1	1.5680354E+1	1.7008990E-7	-5.8792437E+5	-9.9775791E-2	-5.8660619E+5	-2.2421000E-4	-1.3181853E+3	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6879997E+0	-2.0672481E-7	1.8000001E-1	-8.7072281E+5	-1.2579960E-7	-7.9491506E+5	1.7986920E-1	-8.7009006E+5	1.3080001E-4	-6.3272522E+2	1.0030700E-1	-7.9735550E+5	-3.0700001E-4	2.4403894E+3	8.0730850E+1	1.5680354E+1	8.3044938E-8	-1.2041672E+6	-9.9857807E-2	-1.2024551E+6	-1.4218999E-4	-1.7122054E+3	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0766000E+1	1.1531010E-7	2.0000000E-1	1.7344535E+6	-1.1785770E-7	-8.4848081E+5	2.0020990E-1	1.7362738E+6	-2.0990000E-4	-1.8203088E+3	9.9862806E-2	-8.4731681E+5	1.3719000E-4	-1.1640309E+3	8.0730850E+1	1.5680354E+1	-2.1882950E-7	4.5697678E+5	-1.0014510E-1	4.5763984E+5	1.4510000E-4	-6.6307330E+2	1.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.3297000E+1	-2.1574709E-7	2.2000000E-1	-1.0197124E+6	1.1263390E-7	8.8783219E+5	2.1994691E-1	-1.0194663E+6	5.3100001E-5	-2.4612151E+2	1.0022640E-1	8.8984225E+5	-2.2640001E-4	-2.0100520E+3	8.0730850E+1	1.5681656E+1	2.1524799E-7	-4.6458041E+5	-9.9988461E-2	-4.6452678E+5	-1.1540000E-5	-5.3612576E+1	1.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4110000E+1	3.5119680E-8	2.3999999E-1	6.8337755E+6	2.1216950E-7	4.7132128E+5	2.4051809E-1	6.8485275E+6	-5.1809999E-4	-1.4752412E+4	1.0024980E-1	4.7249862E+5	-2.4980001E-4	-1.1773606E+3	8.0730850E+1	1.5681656E+1	1.3939720E-7	-7.1737450E+5	-1.0023550E-1	-7.1906394E+5	2.3550000E-4	1.6894170E+3	1.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4922000E+1	1.9412390E-7	2.5999999E-1	1.3393508E+6	8.7908461E-8	1.1375470E+6	2.6028040E-1	1.3407952E+6	-2.8040001E-4	-1.4444384E+3	9.9730492E-2	1.1344811E+6	2.6951000E-4	3.0658027E+3	8.0730850E+1	1.5681656E+1	-1.0166730E-7	9.8360044E+5	-1.0021880E-1	9.8575256E+5	2.1880001E-4	-2.1521177E+3	1.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.5750000E+1	1.5661850E-7	2.8000000E-1	1.7877838E+6	-1.2898870E-7	-7.7526169E+5	2.8006321E-1	1.7881872E+6	-6.3200001E-5	-4.0352832E+2	9.9836349E-2	-7.7399300E+5	1.6364999E-4	-1.2687158E+3	8.0730850E+1	1.5681656E+1	-1.5331780E-7	6.5224000E+5	-9.9983931E-2	6.5213519E+5	-1.6070000E-5	1.0481496E+2	1.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.6563000E+1	-1.6013669E-7	3.0000001E-1	-1.8733994E+6	-1.8593860E-7	-5.3781194E+5	2.9978129E-1	-1.8720338E+6	2.1870001E-4	-1.3657081E+3	1.0002760E-1	-5.3796037E+5	-2.7599999E-5	1.4843610E+2	8.0730850E+1	1.5681656E+1	2.4898210E-8	-4.0163530E+6	-9.9611521E-2	-4.0007502E+6	-3.8848000E-4	-1.5602729E+4	1.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.7375000E+1	-8.8120601E-8	3.1999999E-1	-3.6313870E+6	-4.5138108E-8	-2.2154228E+6	3.1991529E-1	-3.6304258E+6	8.4699997E-5	-9.6118274E+2	9.9611759E-2	-2.2068218E+6	3.8824001E-4	-8.6011572E+3	8.0730850E+1	1.5681656E+1	-2.1757990E-7	4.5960128E+5	-1.0014340E-1	4.6026034E+5	1.4340000E-4	-6.5906824E+2	1.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.0219000E+1	-1.3137570E-7	3.4000000E-1	-2.5879978E+6	-2.0783030E-7	-4.8116178E+5	3.3981609E-1	-2.5865978E+6	1.8390000E-4	-1.3998022E+3	9.9976778E-2	-4.8105006E+5	2.3220000E-5	-1.1172577E+2	8.0730850E+1	1.5683058E+1	-3.9716721E-8	2.5178312E+6	-9.9767447E-2	2.5119760E+6	-2.3255000E-4	5.8552168E+3	1.8000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.1047001E+1	-2.0929930E-7	3.6000001E-1	-1.7200249E+6	8.1069629E-8	1.2335075E+6	3.5989380E-1	-1.7195175E+6	1.0620000E-4	-5.0740735E+2	1.0030170E-1	1.2372290E+6	-3.0170000E-4	-3.7214922E+3	8.0730850E+1	1.5683058E+1	1.9614779E-7	-5.0981962E+5	-9.9978447E-2	-5.0970978E+5	-2.1550000E-5	-1.0986613E+2	1.9000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.1860001E+1	1.9193170E-7	3.8000000E-1	1.9798710E+6	1.8338351E-7	5.4530531E+5	3.8023949E-1	1.9811188E+6	-2.3950000E-4	-1.2478397E+3	1.0015870E-1	5.4617075E+5	-1.5870000E-4	-8.6539954E+2	8.0730850E+1	1.5683058E+1	2.3642430E-8	-4.2296835E+6	-1.0040950E-1	-4.2470040E+6	4.0950000E-4	1.7320555E+4	2.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2672001E+1	1.3777201E-7	4.0000001E-1	2.9033475E+6	-1.9427689E-7	-5.1472925E+5	3.9977840E-1	2.9017390E+6	2.2160000E-4	1.6084546E+3	9.9829443E-2	-5.1385131E+5	1.7056000E-4	-8.7792218E+2	8.0730850E+1	1.5683058E+1	-4.0920440E-8	2.4437665E+6	-9.9827997E-2	2.4395632E+6	-1.7200000E-4	4.2032783E+3	2.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.3485001E+1	-2.1513161E-7	4.1999999E-1	-1.9522934E+6	-1.9704769E-8	-5.0749135E+6	4.1994089E-1	-1.9520186E+6	5.9099999E-5	-2.7471558E+2	1.0042290E-1	-5.0963750E+6	-4.2289999E-4	2.1461809E+4	8.0730850E+1	1.5683058E+1	1.5352080E-7	-6.5137756E+5	-9.9864960E-2	-6.5049794E+5	-1.3504000E-4	-8.7962024E+2	2.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.4297001E+1	1.9837220E-8	4.4000000E-1	2.2180528E+7	1.9871629E-7	5.0322997E+5	4.4045261E-1	2.2203344E+7	-4.5260001E-4	-2.2815697E+4	1.0016820E-1	5.0407641E+5	-1.6820000E-4	-8.4643280E+2	8.0730850E+1	1.5683058E+1	4.4752819E-9	-2.2344960E+7	-1.0047720E-1	-2.2451590E+7	4.7720000E-4	1.0663015E+5	2.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.5110001E+1	2.2043380E-7	4.6000001E-1	2.0867942E+6	3.7873409E-8	2.6403748E+6	4.6010259E-1	2.0872598E+6	-1.0260000E-4	-4.6544586E+2	9.9821568E-2	2.6356638E+6	1.7843000E-4	4.7112207E+3	8.0730850E+1	1.5683058E+1	-1.6289430E-7	6.1389500E+5	-1.0036800E-1	6.1615419E+5	3.6800001E-4	-2.2591338E+3	2.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.5922001E+1	-1.5334599E-7	4.7999999E-1	-3.1301762E+6	-1.8705320E-7	-5.3460725E+5	4.7975641E-1	-3.1285878E+6	2.4360001E-4	-1.5885645E+3	1.0001710E-1	-5.3469869E+5	-1.7099999E-5	9.1417839E+1	8.0730850E+1	1.5683058E+1	2.8684550E-8	-3.4861972E+6	-9.9626303E-2	-3.4731692E+6	-3.7369999E-4	-1.3027919E+4	2.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6750000E+1	-2.0950010E-7	5.0000000E-1	-2.3866338E+6	3.8792901E-8	2.5777912E+6	4.9996659E-1	-2.3864742E+6	3.3400000E-5	-1.5942712E+2	1.0050960E-1	2.5909278E+6	-5.0959998E-4	-1.3136425E+4	8.0730850E+1	1.5683058E+1	2.0497160E-7	-4.8787247E+5	-9.9851608E-2	-4.8714850E+5	-1.4839000E-4	-7.2395398E+2	2.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7563000E+1	1.3428690E-9	5.1999998E-1	3.8723062E+8	2.0877270E-7	4.7898984E+5	5.2048022E-1	3.8758822E+8	-4.8019999E-4	-3.5759259E+5	1.0027120E-1	4.8028884E+5	-2.7120000E-4	-1.2990204E+3	8.0730850E+1	1.5683058E+1	1.0977600E-7	-9.1094594E+5	-1.0034280E-1	-9.1406862E+5	3.4279999E-4	3.1227227E+3	2.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.8375000E+1	1.9744870E-7	5.4000002E-1	2.7348875E+6	-6.3839479E-8	-1.5664288E+6	5.4012352E-1	2.7355130E+6	-1.2349999E-4	-6.2547894E+2	9.9710703E-2	-1.5618971E+6	2.8929999E-4	-4.5316787E+3	8.0730850E+1	1.5683058E+1	-2.1674700E-7	4.6136741E+5	-1.0015700E-1	4.6209175E+5	1.5700000E-4	-7.2434680E+2	2.8000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.9188000E+1	-9.3978201E-8	5.6000000E-1	-5.9588285E+6	-2.1397280E-7	-4.6734912E+5	5.5991012E-1	-5.9578720E+6	8.9900001E-5	-9.5660486E+2	9.9967003E-2	-4.6719491E+5	3.3000000E-5	-1.5422520E+2	8.0730850E+1	1.5683058E+1	-4.2287180E-8	2.3647830E+6	-1.0052490E-1	2.3771958E+6	5.2489998E-4	-1.2412745E+4	2.9000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.2157001E+1	-1.2981720E-7	5.7999998E-1	-4.4678210E+6	-1.9601590E-7	-5.1016269E+5	5.7983041E-1	-4.4665145E+6	1.6960000E-4	-1.3064525E+3	9.9943399E-2	-5.0987394E+5	5.6600002E-5	-2.8875208E+2	8.0730850E+1	1.5685536E+1	2.9127699E-8	-3.4331582E+6	-9.9650621E-2	-3.4211632E+6	-3.4937999E-4	-1.1994768E+4	3.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.2969002E+1	-1.9339360E-7	6.0000002E-1	-3.1024812E+6	1.4905450E-7	6.7089556E+5	5.9990573E-1	-3.1019935E+6	9.4299998E-5	-4.8760663E+2	1.0023640E-1	6.7248156E+5	-2.3640000E-4	-1.5859971E+3	8.0730850E+1	1.5685536E+1	2.0569701E-7	-4.8615197E+5	-9.9979639E-2	-4.8605297E+5	-2.0359999E-5	-9.8980537E+1	3.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3782001E+1	1.4755840E-7	6.2000000E-1	4.2017260E+6	1.6682070E-7	5.9944600E+5	6.2024713E-1	4.2034010E+6	-2.4709999E-4	-1.6745912E+3	1.0002350E-1	5.9958687E+5	-2.3500001E-5	-1.4086981E+2	8.0730850E+1	1.5685536E+1	-4.6175391E-8	2.1656558E+6	-1.0049940E-1	2.1764710E+6	4.9940002E-4	-1.0815285E+4	3.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.4594002E+1	1.2335020E-9	6.3999999E-1	5.1884797E+8	-2.0451860E-7	-4.8895309E+5	6.3961291E-1	5.1853414E+8	3.8710001E-4	3.1382194E+5	9.9831343E-2	-4.8812841E+5	1.6866000E-4	-8.2466827E+2	8.0730850E+1	1.5685536E+1	-1.1847840E-7	8.4403569E+5	-9.9762440E-2	8.4203062E+5	-2.3756000E-4	2.0050912E+3	3.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.5407001E+1	-5.4768630E-9	6.6000003E-1	-1.2050694E+8	-2.0317221E-7	-4.9219331E+5	6.5964872E-1	-1.2044280E+8	3.5130000E-4	-6.4142559E+4	9.9853747E-2	-4.9147350E+5	1.4624999E-4	-7.1983270E+2	8.0730850E+1	1.5685536E+1	-2.6285649E-8	3.8043572E+6	-9.9732161E-2	3.7941675E+6	-2.6783999E-4	1.0189590E+4	3.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.6235001E+1	-2.0869470E-7	6.8000001E-1	-3.2583482E+6	-5.3150870E-9	-1.8814368E+7	6.7992258E-1	-3.2579772E+6	7.7400000E-5	-3.7087668E+2	1.0047510E-1	-1.8903754E+7	-4.7510001E-4	8.9387062E+4	8.0730850E+1	1.5685536E+1	2.0931211E-7	-4.7775547E+5	-9.9886887E-2	-4.7721506E+5	-1.1311000E-4	-5.4038922E+2	3.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7313000E+1	-7.8794301E-8	6.9999999E-1	-8.8838910E+6	7.3093588E-8	1.3681090E+6	7.0038742E-1	-8.8888080E+6	-3.8740001E-4	4.9165991E+3	9.9755287E-2	1.3647611E+6	2.4471001E-4	3.3478997E+3	8.0730850E+1	1.5685536E+1	-1.3997730E-7	7.1440156E+5	-1.0027120E-1	7.1633900E+5	2.7120000E-4	-1.9374570E+3	3.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
