t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6600027E-1	6.7411729E-6	1.0000000E-1	1.4834214E+4	6.8906802E-6	1.4512355E+4	1.0007910E-1	1.4845947E+4	-7.9099998E-5	-1.1733863E+1	1.0008840E-1	1.4525185E+4	-8.8399996E-5	-1.2828922E+1	1.2875569E+2	1.2376496E+1	-6.7424912E-6	1.4831313E+4	-1.0011770E-1	1.4848771E+4	1.1770000E-4	-1.7456457E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0780001E+0	1.4057300E-6	2.0000000E-2	1.4227483E+4	6.4883538E-6	1.5412229E+4	2.0065069E-2	1.4273772E+4	-6.5070002E-5	-4.6289116E+1	1.0003850E-1	1.5418163E+4	-3.8499998E-5	-5.9337082E+0	1.2875569E+2	1.2376496E+1	-6.8887821E-6	1.4516354E+4	-1.0006020E-1	1.4525093E+4	6.0200000E-5	-8.7388449E+0	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9060001E+0	2.5042821E-6	3.9999999E-2	1.5972642E+4	6.4554670E-6	1.5490746E+4	4.0035959E-2	1.5987001E+4	-3.5960002E-5	-1.4359406E+1	1.0003850E-1	1.5496710E+4	-3.8499998E-5	-5.9639373E+0	1.2875569E+2	1.2376496E+1	-6.5559229E-6	1.5253382E+4	-1.0002760E-1	1.5257592E+4	2.7599999E-5	-4.2099338E+0	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	3.9740371E-6	5.9999999E-2	1.5097997E+4	6.8567310E-6	1.4584209E+4	6.0093399E-2	1.5121500E+4	-9.3399998E-5	-2.3502548E+1	1.0009430E-1	1.4597962E+4	-9.4299998E-5	-1.3752910E+1	1.2875569E+2	1.2376496E+1	-6.5262311E-6	1.5322779E+4	-1.0005900E-1	1.5331820E+4	5.9000002E-5	-9.0404396E+0	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.6090002E+0	5.5585801E-6	7.9999998E-2	1.4392165E+4	6.5843019E-6	1.5187639E+4	8.0077171E-2	1.4406048E+4	-7.7170000E-5	-1.3883042E+1	1.0006620E-1	1.5197693E+4	-6.6200002E-5	-1.0054216E+1	1.2875569E+2	1.2376180E+1	-6.8325071E-6	1.4635916E+4	-1.0004140E-1	1.4641976E+4	4.1399999E-5	-6.0592694E+0	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4219999E+0	6.4523369E-6	1.0000000E-1	1.5498261E+4	6.7352289E-6	1.4847305E+4	1.0007310E-1	1.5509590E+4	-7.3099996E-5	-1.1329228E+1	1.0008480E-1	1.4859896E+4	-8.4799998E-5	-1.2590515E+1	1.2875569E+2	1.2376180E+1	-6.4548508E-6	1.5492225E+4	-1.0008530E-1	1.5505439E+4	8.5300002E-5	-1.3214868E+1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2340002E+0	8.1700409E-6	1.2000000E-1	1.4687809E+4	6.8376930E-6	1.4624815E+4	1.2011380E-1	1.4701737E+4	-1.1380000E-4	-1.3928939E+1	1.0004470E-1	1.4631353E+4	-4.4699998E-5	-6.5372925E+0	1.2875569E+2	1.2376180E+1	-6.8887698E-6	1.4516380E+4	-1.0011840E-1	1.4533567E+4	1.1840000E-4	-1.7187393E+1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0469999E+0	9.3168674E-6	1.4000000E-1	1.5026511E+4	6.4531991E-6	1.5496190E+4	1.4000320E-1	1.5026854E+4	-3.2000000E-6	-3.4346309E-1	1.0006860E-1	1.5506820E+4	-6.8599998E-5	-1.0630386E+1	1.2875569E+2	1.2376180E+1	-6.6917428E-6	1.4943790E+4	-1.0005640E-1	1.4952218E+4	5.6400000E-5	-8.4282970E+0	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8590002E+0	1.0493480E-5	1.6000000E-1	1.5247563E+4	6.8679301E-6	1.4560428E+4	1.6021420E-1	1.5267976E+4	-2.1420000E-4	-2.0412676E+1	1.0008500E-1	1.4572805E+4	-8.5000000E-5	-1.2376364E+1	1.2875569E+2	1.2376180E+1	-6.6228490E-6	1.5099242E+4	-1.0010050E-1	1.5114417E+4	1.0050000E-4	-1.5174738E+1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6719999E+0	1.2303000E-5	1.8000001E-1	1.4630578E+4	6.6086182E-6	1.5131757E+4	1.8006800E-1	1.4636105E+4	-6.8000001E-5	-5.5271072E+0	1.0005550E-1	1.5140155E+4	-5.5500001E-5	-8.3981247E+0	1.2875569E+2	1.2376180E+1	-6.8988179E-6	1.4495236E+4	-1.0011840E-1	1.4512399E+4	1.1840000E-4	-1.7162361E+1	1.0000000E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0
1.0766001E+1	1.3341730E-5	2.0000000E-1	1.4990560E+4	6.8260802E-6	1.4649696E+4	2.0004870E-1	1.4994210E+4	-4.8700000E-5	-3.6502013E+0	1.0007760E-1	1.4661064E+4	-7.7600002E-5	-1.1368164E+1	1.2875569E+2	1.2376180E+1	-6.6155289E-6	1.5115949E+4	-1.0007830E-1	1.5127785E+4	7.8300000E-5	-1.1835788E+1	1.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
