t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6499987E-1	6.1300248E-5	1.0000000E-1	1.6313147E+3	6.1622857E-5	1.6227744E+3	1.0002040E-1	1.6316475E+3	-2.0400001E-5	-3.3278820E-1	9.9999428E-2	1.6227651E+3	5.7000000E-7	9.2498139E-3	2.6792609E+2	9.1734324E+0	-6.1298691E-5	1.6313562E+3	-1.0001060E-1	1.6315292E+3	1.0600000E-5	-1.7292376E-1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0779996E+0	1.2479100E-5	2.0000000E-2	1.6026797E+3	6.1471626E-5	1.6267667E+3	2.0043610E-2	1.6061743E+3	-4.3610002E-5	-3.4946430E+0	1.0002680E-1	1.6272026E+3	-2.6800000E-5	-4.3597347E-1	2.6792609E+2	9.1734324E+0	-6.1498009E-5	1.6260688E+3	-1.0001990E-1	1.6263925E+3	1.9900001E-5	-3.2358772E-1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8899999E+0	2.4455960E-5	3.9999999E-2	1.6355931E+3	6.1217237E-5	1.6335267E+3	4.0047169E-2	1.6375219E+3	-4.7170000E-5	-1.9287732E+0	1.0000780E-1	1.6336542E+3	-7.8000003E-6	-1.2741509E-1	2.6792609E+2	9.1734324E+0	-6.1404862E-5	1.6285356E+3	-1.0000230E-1	1.6285730E+3	2.3000000E-6	-3.7456319E-2	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7029996E+0	3.6578651E-5	5.9999999E-2	1.6403011E+3	6.1385726E-5	1.6290431E+3	6.0052872E-2	1.6417465E+3	-5.2870000E-5	-1.4453787E+0	1.0004400E-1	1.6297599E+3	-4.4000000E-5	-7.1677899E-1	2.6792609E+2	9.1734324E+0	-6.1282422E-5	1.6317893E+3	-9.9982262E-2	1.6314999E+3	-1.7740000E-5	2.8947943E-1	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.6089997E+0	4.9236991E-5	7.9999998E-2	1.6247947E+3	6.1297811E-5	1.6313796E+3	8.0034971E-2	1.6255049E+3	-3.4969999E-5	-7.1023840E-1	1.0002370E-1	1.6317662E+3	-2.3700000E-5	-3.8663697E-1	2.6792609E+2	9.1733255E+0	-6.1586659E-5	1.6237283E+3	-9.9991560E-2	1.6235912E+3	-8.4399999E-6	1.3704267E-1	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4219999E+0	6.1359977E-5	1.0000000E-1	1.6297267E+3	6.1177248E-5	1.6345946E+3	1.0002950E-1	1.6302075E+3	-2.9500001E-5	-4.8076940E-1	1.0002110E-1	1.6349395E+3	-2.1100001E-5	-3.4489945E-1	2.6792609E+2	9.1733255E+0	-6.1345163E-5	1.6301205E+3	-9.9969856E-2	1.6296292E+3	-3.0140000E-5	4.9131832E-1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2339997E+0	7.3505769E-5	1.2000000E-1	1.6325249E+3	6.1360253E-5	1.6297196E+3	1.2002210E-1	1.6328256E+3	-2.2099999E-5	-3.0065668E-1	1.0006190E-1	1.6307284E+3	-6.1899998E-5	-1.0087965E+0	2.6792609E+2	9.1733255E+0	-6.1145780E-5	1.6354358E+3	-9.9988461E-2	1.6352471E+3	-1.1540000E-5	1.8872930E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0469999E+0	8.5994841E-5	1.4000000E-1	1.6280046E+3	6.1654093E-5	1.6219524E+3	1.3999440E-1	1.6279396E+3	5.5999999E-6	6.5120183E-2	1.0000230E-1	1.6219897E+3	-2.3000000E-6	-3.7304904E-2	2.6792609E+2	9.1733255E+0	-6.1384359E-5	1.6290795E+3	-1.0001370E-1	1.6293026E+3	1.3700000E-5	-2.2318389E-1	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8589993E+0	9.8736520E-5	1.6000000E-1	1.6204744E+3	6.1309169E-5	1.6310774E+3	1.5998390E-1	1.6203113E+3	1.6100001E-5	1.6306023E-1	1.0003500E-1	1.6316482E+3	-3.5000001E-5	-5.7087708E-1	2.6792609E+2	9.1733255E+0	-6.1537750E-5	1.6250188E+3	-9.9988222E-2	1.6248274E+3	-1.1780000E-5	1.9142722E-1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6870003E+0	1.0500720E-4	1.8000001E-1	1.7141682E+3	6.1154569E-5	1.6352008E+3	1.7026570E-1	1.6214669E+3	9.7343000E-3	9.2701263E+1	1.0000560E-1	1.6352924E+3	-5.5999999E-6	-9.1571242E-2	2.6792609E+2	9.1733255E+0	-6.1355182E-5	1.6298542E+3	-9.9986307E-2	1.6296311E+3	-1.3690000E-5	2.2312705E-1	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0764999E+1	1.2347809E-4	2.0000000E-1	1.6197205E+3	6.1168786E-5	1.6348207E+3	1.9993420E-1	1.6191875E+3	6.5799999E-5	5.3288800E-1	1.0002470E-1	1.6352245E+3	-2.4700001E-5	-4.0380070E-1	2.6792609E+2	9.1733255E+0	-6.1602972E-5	1.6232983E+3	-9.9959850E-2	1.6226466E+3	-4.0150000E-5	6.5175432E-1	1.1000000E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0
1.3297000E+1	1.3592769E-4	2.2000000E-1	1.6185074E+3	6.1224768E-5	1.6333258E+3	2.1988989E-1	1.6176975E+3	1.1010000E-4	8.0998945E-1	1.0003330E-1	1.6338698E+3	-3.3299999E-5	-5.4389751E-1	2.6792609E+2	9.1731176E+0	-6.1473082E-5	1.6267283E+3	-9.9981070E-2	1.6264204E+3	-1.8930001E-5	3.0793968E-1	1.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4108999E+1	1.4808759E-4	2.3999999E-1	1.6206624E+3	6.1323277E-5	1.6307020E+3	2.3990580E-1	1.6200262E+3	9.4199997E-5	6.3611001E-1	1.0003230E-1	1.6312288E+3	-3.2299999E-5	-5.2671677E-1	2.6792609E+2	9.1731176E+0	-6.1220628E-5	1.6334363E+3	-1.0000870E-1	1.6335784E+3	8.6999999E-6	-1.4210896E-1	1.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4922000E+1	1.6065910E-4	2.5999999E-1	1.6183335E+3	6.1371880E-5	1.6294108E+3	2.5988960E-1	1.6176464E+3	1.1040000E-4	6.8716931E-1	1.0001420E-1	1.6296421E+3	-1.4200000E-5	-2.3137632E-1	2.6792609E+2	9.1731176E+0	-6.1200233E-5	1.6339808E+3	-9.9995852E-2	1.6339130E+3	-4.1500002E-6	6.7810200E-2	1.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.5750000E+1	1.7344589E-4	2.8000000E-1	1.6143362E+3	6.1579471E-5	1.6239178E+3	2.7988169E-1	1.6136542E+3	1.1830000E-4	6.8205708E-1	1.0001210E-1	1.6241144E+3	-1.2100000E-5	-1.9649406E-1	2.6792609E+2	9.1731176E+0	-6.1123108E-5	1.6360424E+3	-9.9993713E-2	1.6359395E+3	-6.2899999E-6	1.0290707E-1	1.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.6562000E+1	1.8634010E-4	3.0000001E-1	1.6099595E+3	6.1556508E-5	1.6245236E+3	2.9985589E-1	1.6091862E+3	1.4410001E-4	7.7331716E-1	1.0002470E-1	1.6249248E+3	-2.4700001E-5	-4.0125731E-1	2.6792609E+2	9.1731176E+0	-6.1428596E-5	1.6279062E+3	-9.9997997E-2	1.6278737E+3	-2.0000000E-6	3.2558125E-2	1.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.7375000E+1	1.9898730E-4	3.1999999E-1	1.6081428E+3	6.1599931E-5	1.6233784E+3	3.1980819E-1	1.6071790E+3	1.9180001E-4	9.6388060E-1	1.0001400E-1	1.6236057E+3	-1.4000000E-5	-2.2727299E-1	2.6792609E+2	9.1731176E+0	-6.1261788E-5	1.6323389E+3	-1.0003380E-1	1.6328906E+3	3.3799999E-5	-5.5173051E-1	1.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
