t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6499987E-1	2.9659839E-5	1.0000000E-1	3.3715623E+3	2.9966970E-5	3.3370073E+3	1.0005280E-1	3.3733425E+3	-5.2799998E-5	-1.7801849E+0	1.0005620E-1	3.3388828E+3	-5.6199999E-5	-1.8753982E+0	2.0882170E+2	1.0093698E+1	-2.9583431E-5	3.3802708E+3	-9.9980831E-2	3.3796226E+3	-1.9170000E-5	6.4799786E-1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0780001E+0	6.0785101E-6	2.0000000E-2	3.2902800E+3	2.9990400E-5	3.3344004E+3	2.0092251E-2	3.3054565E+3	-9.2249997E-5	-1.5176416E+1	1.0007430E-1	3.3368777E+3	-7.4299998E-5	-2.4774594E+0	2.0882170E+2	1.0093698E+1	-2.9932629E-5	3.3408357E+3	-1.0000850E-1	3.3411196E+3	8.5000001E-6	-2.8397104E-1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8899999E+0	1.0500560E-5	3.9999999E-2	3.8093206E+3	2.9876190E-5	3.3471470E+3	3.4789559E-2	3.3131147E+3	5.2104401E-3	4.9620590E+2	1.0007500E-1	3.3496575E+3	-7.5000004E-5	-2.5103602E+0	2.0882170E+2	1.0093698E+1	-2.9935840E-5	3.3404775E+3	-1.0004930E-1	3.3421243E+3	4.9300001E-5	-1.6468554E+0	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7179999E+0	1.7844150E-5	5.9999999E-2	3.3624465E+3	2.9593741E-5	3.3790930E+3	6.0056921E-2	3.3656365E+3	-5.6919998E-5	-3.1898410E+0	1.0005950E-1	3.3811035E+3	-5.9499998E-5	-2.0105603E+0	2.0882170E+2	1.0093698E+1	-2.9647750E-5	3.3729373E+3	-1.0001370E-1	3.3733994E+3	1.3700000E-5	-4.6209240E-1	4.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
5.5929999E+0	2.3602201E-5	7.9999998E-2	3.3895146E+3	2.9717339E-5	3.3650388E+3	8.0059528E-2	3.3920369E+3	-5.9530001E-5	-2.5222225E+0	1.0008620E-1	3.3679395E+3	-8.6200002E-5	-2.9006634E+0	2.0882170E+2	1.0093762E+1	-2.9623190E-5	3.3757336E+3	-1.0006690E-1	3.3779919E+3	6.6900000E-5	-2.2583659E+0	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4059997E+0	2.9884261E-5	1.0000000E-1	3.3462432E+3	3.0027701E-5	3.3302583E+3	1.0005190E-1	3.3479797E+3	-5.1899999E-5	-1.7367002E+0	1.0005400E-1	3.3320566E+3	-5.4000000E-5	-1.7983395E+0	2.0882170E+2	1.0093762E+1	-2.9849080E-5	3.3501870E+3	-1.0001660E-1	3.3507432E+3	1.6600001E-5	-5.5613106E-1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2179999E+0	3.5853529E-5	1.2000000E-1	3.3469507E+3	2.9611270E-5	3.3770925E+3	1.2001590E-1	3.3473943E+3	-1.5899999E-5	-4.4347098E-1	1.0005470E-1	3.3789399E+3	-5.4700002E-5	-1.8472697E+0	2.0882170E+2	1.0093762E+1	-2.9981249E-5	3.3354180E+3	-1.0001020E-1	3.3357583E+3	1.0200000E-5	-3.4021264E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0459995E+0	4.1652209E-5	1.4000000E-1	3.3611663E+3	2.9689440E-5	3.3682009E+3	1.4007540E-1	3.3629763E+3	-7.5399999E-5	-1.8102281E+0	1.0007170E-1	3.3706160E+3	-7.1700000E-5	-2.4150000E+0	2.0882170E+2	1.0093762E+1	-2.9595671E-5	3.3788726E+3	-1.0000680E-1	3.3791023E+3	6.7999999E-6	-2.2976334E-1	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8589993E+0	4.7981401E-5	1.6000000E-1	3.3346255E+3	3.0026071E-5	3.3304392E+3	1.6000150E-1	3.3346567E+3	-1.5000001E-6	-3.1262115E-2	1.0006240E-1	3.3325173E+3	-6.2400002E-5	-2.0781941E+0	2.0882170E+2	1.0093762E+1	-2.9946559E-5	3.3392817E+3	-9.9996328E-2	3.3391592E+3	-3.6700001E-6	1.2255164E-1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6709995E+0	5.4044460E-5	1.8000001E-1	3.3305911E+3	2.9710720E-5	3.3657886E+3	1.8002100E-1	3.3309797E+3	-2.1000000E-5	-3.8856897E-1	1.0004880E-1	3.3674309E+3	-4.8800001E-5	-1.6425048E+0	2.0882170E+2	1.0093762E+1	-3.0021140E-5	3.3309861E+3	-9.9991322E-2	3.3306970E+3	-8.6800001E-6	2.8912959E-1	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0764999E+1	6.0105482E-5	2.0000000E-1	3.3274836E+3	2.9579700E-5	3.3806968E+3	2.0004611E-1	3.3282505E+3	-4.6100002E-5	-7.6698500E-1	1.0006210E-1	3.3827964E+3	-6.2100000E-5	-2.0994127E+0	2.0882170E+2	1.0093762E+1	-2.9854780E-5	3.3495474E+3	-9.9998467E-2	3.3494961E+3	-1.5300000E-6	5.1248074E-2	1.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.3281000E+1	6.5851462E-5	2.2000000E-1	3.3408523E+3	2.9888020E-5	3.3458223E+3	2.1998100E-1	3.3405637E+3	1.8999999E-5	2.8852814E-1	1.0008290E-1	3.3485959E+3	-8.2899998E-5	-2.7736866E+0	2.0882170E+2	1.0093762E+1	-2.9604620E-5	3.3778511E+3	-1.0004640E-1	3.3794185E+3	4.6400000E-5	-1.5673230E+0	1.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4093000E+1	7.2427931E-5	2.3999999E-1	3.3136389E+3	2.9938659E-5	3.3401628E+3	2.4001171E-1	3.3138003E+3	-1.1700000E-5	-1.6153990E-1	1.0004540E-1	3.3416792E+3	-4.5400000E-5	-1.5164340E+0	2.0882170E+2	1.0093762E+1	-2.9949080E-5	3.3390007E+3	-1.0005570E-1	3.3408606E+3	5.5699998E-5	-1.8598235E+0	1.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4921000E+1	7.8342659E-5	2.5999999E-1	3.3187539E+3	2.9601581E-5	3.3781980E+3	2.6001260E-1	3.3189146E+3	-1.2600000E-5	-1.6083191E-1	1.0006090E-1	3.3802554E+3	-6.0900002E-5	-2.0573225E+0	2.0882170E+2	1.0093762E+1	-2.9912870E-5	3.3430427E+3	-1.0001520E-1	3.3435508E+3	1.5200000E-5	-5.0814247E-1	1.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
