t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6599979E-1	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	5.2616601E-3	Inf	9.4738342E-2	Inf	3.2055380E-3	Inf	9.6794464E-2	Inf	1.9836754E+2	1.0300152E+1	0.0000000E+0	-Inf	5.1877499E-3	Inf	-1.0518775E-1	-Inf	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7515999E+1	0.0000000E+0	2.0000000E-2	Inf	0.0000000E+0	Inf	4.8427582E-3	Inf	1.5157242E-2	Inf	4.9462318E-3	Inf	9.5053770E-2	Inf	1.9836754E+2	1.0298814E+1	0.0000000E+0	-Inf	-4.9941540E-3	-Inf	-9.5005848E-2	-Inf	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.4780998E+1	0.0000000E+0	3.9999999E-2	Inf	0.0000000E+0	Inf	3.9329529E-3	Inf	3.6067046E-2	Inf	3.6025050E-3	Inf	9.6397497E-2	Inf	1.9836754E+2	1.0297470E+1	0.0000000E+0	-Inf	-3.6749840E-3	-Inf	-9.6325018E-2	-Inf	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.1203100E+2	0.0000000E+0	5.9999999E-2	Inf	0.0000000E+0	Inf	3.3829210E-3	Inf	5.6617077E-2	Inf	5.0928588E-3	Inf	9.4907142E-2	Inf	1.9836754E+2	1.0296590E+1	0.0000000E+0	-Inf	-5.0036912E-3	-Inf	-9.4996311E-2	-Inf	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4929700E+2	0.0000000E+0	7.9999998E-2	Inf	0.0000000E+0	Inf	3.3416750E-3	Inf	7.6658323E-2	Inf	3.4124849E-3	Inf	9.6587516E-2	Inf	1.9836754E+2	1.0295690E+1	0.0000000E+0	-Inf	-3.3741000E-3	-Inf	-9.6625902E-2	-Inf	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8654700E+2	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	3.4937861E-3	Inf	9.6506216E-2	Inf	3.4472940E-3	Inf	9.6552707E-2	Inf	1.9836754E+2	1.0294914E+1	0.0000000E+0	-Inf	-3.5145280E-3	-Inf	-9.6485473E-2	-Inf	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2381300E+2	0.0000000E+0	1.2000000E-1	Inf	0.0000000E+0	Inf	3.5939219E-3	Inf	1.1640608E-1	Inf	3.8261409E-3	Inf	9.6173860E-2	Inf	1.9836754E+2	1.0294452E+1	0.0000000E+0	-Inf	-3.9346218E-3	-Inf	-9.6065380E-2	-Inf	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6106299E+2	0.0000000E+0	1.4000000E-1	Inf	0.0000000E+0	Inf	3.8895609E-3	Inf	1.3611044E-1	Inf	5.0866599E-3	Inf	9.4913341E-2	Inf	1.9836754E+2	1.0294034E+1	0.0000000E+0	-Inf	-5.1145549E-3	-Inf	-9.4885446E-2	-Inf	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.9832800E+2	0.0000000E+0	1.6000000E-1	Inf	0.0000000E+0	Inf	3.6942961E-3	Inf	1.5630570E-1	Inf	3.3555031E-3	Inf	9.6644498E-2	Inf	1.9836754E+2	1.0293740E+1	0.0000000E+0	-Inf	-4.5013428E-3	-Inf	-9.5498659E-2	-Inf	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3557800E+2	0.0000000E+0	1.8000001E-1	Inf	0.0000000E+0	Inf	3.2446380E-3	Inf	1.7675537E-1	Inf	5.3904061E-3	Inf	9.4609596E-2	Inf	1.9836754E+2	1.0293594E+1	0.0000000E+0	-Inf	-5.1672459E-3	-Inf	-9.4832756E-2	-Inf	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
