t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6600027E-1	4.9708669E-5	1.0000000E-1	2.0117214E+3	4.9417231E-5	2.0235857E+3	1.0003540E-1	2.0124336E+3	-3.5400000E-5	-7.1214938E-1	1.0002160E-1	2.0240228E+3	-2.1600001E-5	-4.3709451E-1	2.4920969E+2	9.4289455E+0	-4.9783019E-5	2.0087170E+3	-1.0002020E-1	2.0091228E+3	2.0199999E-5	-4.0576085E-1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0780001E+0	9.9993485E-6	2.0000000E-2	2.0001302E+3	4.9454640E-5	2.0220549E+3	2.0065069E-2	2.0066376E+3	-6.5070002E-5	-6.5074234E+0	1.0005620E-1	2.0231914E+3	-5.6199999E-5	-1.1363949E+0	2.4920969E+2	9.4289455E+0	-4.9777522E-5	2.0089390E+3	-1.0000730E-1	2.0090856E+3	7.3000001E-6	-1.4665255E-1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9060001E+0	1.0500500E-5	3.9999999E-2	3.8093425E+3	4.9318489E-5	2.0276371E+3	2.0945311E-2	1.9946964E+3	1.9054690E-2	1.8146460E+3	1.0002400E-1	2.0281238E+3	-2.4000001E-5	-4.8663291E-1	2.4920969E+2	9.4289455E+0	-4.9455819E-5	2.0220067E+3	-1.0001420E-1	2.0222938E+3	1.4200000E-5	-2.8712496E-1	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	2.9448191E-5	5.9999999E-2	2.0374767E+3	4.9604281E-5	2.0159551E+3	6.0059071E-2	2.0394825E+3	-5.9070000E-5	-2.0058959E+0	1.0004570E-1	2.0168763E+3	-4.5699999E-5	-9.2129147E-1	2.4920969E+2	9.4289455E+0	-4.9326030E-5	2.0273271E+3	-1.0002490E-1	2.0278319E+3	2.4900000E-5	-5.0480443E-1	4.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
5.6090002E+0	3.9830160E-5	7.9999998E-2	2.0085282E+3	4.9559771E-5	2.0177656E+3	8.0045462E-2	2.0096696E+3	-4.5460001E-5	-1.1413461E+0	1.0002920E-1	2.0183549E+3	-2.9200000E-5	-5.8918756E-1	2.4920969E+2	9.4290895E+0	-4.9756531E-5	2.0097865E+3	-1.0003090E-1	2.0104075E+3	3.0899999E-5	-6.2102401E-1	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4219999E+0	4.9452159E-5	1.0000000E-1	2.0221564E+3	4.9324899E-5	2.0273737E+3	1.0003230E-1	2.0228096E+3	-3.2299999E-5	-6.5315652E-1	1.0003660E-1	2.0281156E+3	-3.6599999E-5	-7.4201876E-1	2.4920969E+2	9.4290895E+0	-4.9554499E-5	2.0179802E+3	-1.0001400E-1	2.0182627E+3	1.4000000E-5	-2.8251722E-1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2340002E+0	5.9337792E-5	1.2000000E-1	2.0223201E+3	4.9516031E-5	2.0195480E+3	1.2002990E-1	2.0228239E+3	-2.9900000E-5	-5.0389475E-1	1.0003470E-1	2.0202488E+3	-3.4699999E-5	-7.0078313E-1	2.4920969E+2	9.4290895E+0	-4.9347160E-5	2.0264591E+3	-1.0002370E-1	2.0269393E+3	2.3700000E-5	-4.8027080E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0469999E+0	6.9459013E-5	1.4000000E-1	2.0155773E+3	4.9717972E-5	2.0113452E+3	1.4002781E-1	2.0159775E+3	-2.7800001E-5	-4.0023604E-1	1.0001800E-1	2.0117073E+3	-1.8000001E-5	-3.6204213E-1	2.4920969E+2	9.4290895E+0	-4.9361010E-5	2.0258905E+3	-1.0003450E-1	2.0265894E+3	3.4500001E-5	-6.9893223E-1	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8750000E+0	7.9676152E-5	1.6000000E-1	2.0081292E+3	4.9410159E-5	2.0238752E+3	1.6000390E-1	2.0081781E+3	-3.9000001E-6	-4.8948146E-2	1.0002570E-1	2.0243954E+3	-2.5699999E-5	-5.2013594E-1	2.4920969E+2	9.4290895E+0	-4.9784048E-5	2.0086754E+3	-1.0003350E-1	2.0093484E+3	3.3500000E-5	-6.7290628E-1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6879997E+0	8.9346693E-5	1.8000001E-1	2.0146241E+3	4.9318031E-5	2.0276560E+3	1.7998910E-1	2.0145022E+3	1.0900000E-5	1.2199669E-1	1.0003350E-1	2.0283353E+3	-3.3500000E-5	-6.7926478E-1	2.4920969E+2	9.4290895E+0	-4.9512990E-5	2.0196720E+3	-1.0004450E-1	2.0205708E+3	4.4500001E-5	-8.9875406E-1	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
