t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6600027E-1	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	1.9907949E-3	Inf	9.8009206E-2	Inf	1.9094941E-3	Inf	9.8090507E-2	Inf	2.4057568E+2	9.5564899E+0	0.0000000E+0	-Inf	2.5205610E-3	Inf	-1.0252056E-1	-Inf	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7515999E+1	0.0000000E+0	2.0000000E-2	Inf	0.0000000E+0	Inf	2.4287701E-3	Inf	1.7571229E-2	Inf	3.1137471E-3	Inf	9.6886255E-2	Inf	2.4057568E+2	9.5568457E+0	0.0000000E+0	-Inf	-2.6395321E-3	-Inf	-9.7360469E-2	-Inf	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.4780998E+1	0.0000000E+0	3.9999999E-2	Inf	0.0000000E+0	Inf	2.5334361E-3	Inf	3.7466563E-2	Inf	1.9233230E-3	Inf	9.8076679E-2	Inf	2.4057568E+2	9.5568657E+0	0.0000000E+0	-Inf	-2.3660660E-3	-Inf	-9.7633936E-2	-Inf	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.1203100E+2	0.0000000E+0	5.9999999E-2	Inf	0.0000000E+0	Inf	1.9485950E-3	Inf	5.8051404E-2	Inf	2.4478440E-3	Inf	9.7552158E-2	Inf	2.4057568E+2	9.5568037E+0	0.0000000E+0	-Inf	-1.7158990E-3	-Inf	-9.8284103E-2	-Inf	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4928101E+2	0.0000000E+0	7.9999998E-2	Inf	0.0000000E+0	Inf	1.9781590E-3	Inf	7.8021839E-2	Inf	1.9295220E-3	Inf	9.8070480E-2	Inf	2.4057568E+2	9.5570145E+0	0.0000000E+0	-Inf	-2.3417471E-3	-Inf	-9.7658254E-2	-Inf	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8654700E+2	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	2.1269319E-3	Inf	9.7873069E-2	Inf	1.9748211E-3	Inf	9.8025180E-2	Inf	2.4057568E+2	9.5572443E+0	0.0000000E+0	-Inf	-2.6521680E-3	-Inf	-9.7347833E-2	-Inf	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2379700E+2	0.0000000E+0	1.2000000E-1	Inf	0.0000000E+0	Inf	2.0434861E-3	Inf	1.1795651E-1	Inf	1.8944740E-3	Inf	9.8105527E-2	Inf	2.4057568E+2	9.5569963E+0	0.0000000E+0	-Inf	-2.7849670E-3	-Inf	-9.7215034E-2	-Inf	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6104700E+2	0.0000000E+0	1.4000000E-1	Inf	0.0000000E+0	Inf	2.6695731E-3	Inf	1.3733043E-1	Inf	1.8799300E-3	Inf	9.8120071E-2	Inf	2.4057568E+2	9.5570564E+0	0.0000000E+0	-Inf	-2.1877291E-3	-Inf	-9.7812273E-2	-Inf	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.9831201E+2	0.0000000E+0	1.6000000E-1	Inf	0.0000000E+0	Inf	2.6745801E-3	Inf	1.5732542E-1	Inf	3.0124190E-3	Inf	9.6987583E-2	Inf	2.4057568E+2	9.5566359E+0	0.0000000E+0	-Inf	-1.7826559E-3	-Inf	-9.8217346E-2	-Inf	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3556201E+2	0.0000000E+0	1.8000001E-1	Inf	0.0000000E+0	Inf	2.3043160E-3	Inf	1.7769568E-1	Inf	2.9079909E-3	Inf	9.7092010E-2	Inf	2.4057568E+2	9.5564880E+0	0.0000000E+0	-Inf	-2.8061869E-3	-Inf	-9.7193815E-2	-Inf	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7282800E+2	0.0000000E+0	2.0000000E-1	Inf	0.0000000E+0	Inf	2.1121500E-3	Inf	1.9788785E-1	Inf	2.0003321E-3	Inf	9.7999670E-2	Inf	2.4057568E+2	9.5561943E+0	0.0000000E+0	-Inf	-1.9376280E-3	-Inf	-9.8062374E-2	-Inf	1.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
4.1007800E+2	0.0000000E+0	2.2000000E-1	Inf	0.0000000E+0	Inf	2.2239690E-3	Inf	2.1777603E-1	Inf	3.0260091E-3	Inf	9.6973993E-2	Inf	2.4057568E+2	9.5556936E+0	0.0000000E+0	-Inf	-2.5410650E-3	-Inf	-9.7458936E-2	-Inf	1.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
4.4734399E+2	0.0000000E+0	2.3999999E-1	Inf	0.0000000E+0	Inf	2.5320051E-3	Inf	2.3746799E-1	Inf	1.8408300E-3	Inf	9.8159172E-2	Inf	2.4057568E+2	9.5555840E+0	0.0000000E+0	-Inf	-1.5966890E-3	-Inf	-9.8403312E-2	-Inf	1.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
4.8459399E+2	0.0000000E+0	2.5999999E-1	Inf	0.0000000E+0	Inf	2.9108520E-3	Inf	2.5708914E-1	Inf	1.8630030E-3	Inf	9.8136999E-2	Inf	2.4057568E+2	9.5549202E+0	0.0000000E+0	-Inf	-1.7201900E-3	-Inf	-9.8279811E-2	-Inf	1.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.2184399E+2	0.0000000E+0	2.8000000E-1	Inf	0.0000000E+0	Inf	2.8285980E-3	Inf	2.7717140E-1	Inf	1.8534660E-3	Inf	9.8146535E-2	Inf	2.4057568E+2	9.5544996E+0	0.0000000E+0	-Inf	-2.2425649E-3	-Inf	-9.7757436E-2	-Inf	1.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.5910901E+2	0.0000000E+0	3.0000001E-1	Inf	0.0000000E+0	Inf	2.1553040E-3	Inf	2.9784471E-1	Inf	2.8984549E-3	Inf	9.7101547E-2	Inf	2.4057568E+2	9.5539961E+0	0.0000000E+0	-Inf	-2.7027130E-3	-Inf	-9.7297288E-2	-Inf	1.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.9635901E+2	0.0000000E+0	3.1999999E-1	Inf	0.0000000E+0	Inf	1.9397740E-3	Inf	3.1806022E-1	Inf	2.9859541E-3	Inf	9.7014047E-2	Inf	2.4057568E+2	9.5533676E+0	0.0000000E+0	-Inf	-2.8021340E-3	-Inf	-9.7197868E-2	-Inf	1.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.3360901E+2	0.0000000E+0	3.4000000E-1	Inf	0.0000000E+0	Inf	1.9240380E-3	Inf	3.3807597E-1	Inf	2.2292139E-3	Inf	9.7770788E-2	Inf	2.4057568E+2	9.5526524E+0	0.0000000E+0	-Inf	-2.6869769E-3	-Inf	-9.7313024E-2	-Inf	1.8000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
