t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6599979E-1	6.8352920E-6	1.0000000E-1	1.4629953E+4	6.7437418E-6	1.4828562E+4	1.0006930E-1	1.4640092E+4	-6.9299997E-5	-1.0138557E+1	1.0005450E-1	1.4836645E+4	-5.4500000E-5	-8.0815668E+0	1.4883266E+2	1.1601698E+1	-7.0485062E-6	1.4187403E+4	-1.0000970E-1	1.4188780E+4	9.7000002E-6	-1.3761781E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0790000E+0	1.1542400E-6	2.0000000E-2	1.7327418E+4	7.0439428E-6	1.4196594E+4	2.0089149E-2	1.7404656E+4	-8.9150002E-5	-7.7236969E+1	1.0010050E-1	1.4210861E+4	-1.0050000E-4	-1.4267577E+1	1.4883266E+2	1.1601698E+1	-6.7448568E-6	1.4826111E+4	-1.0007690E-1	1.4837513E+4	7.6900003E-5	-1.1401279E+1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8909998E+0	2.9737330E-6	3.9999999E-2	1.3451106E+4	6.8131149E-6	1.4677574E+4	4.0089369E-2	1.3481160E+4	-8.9369998E-5	-3.0053135E+1	1.0001420E-1	1.4679658E+4	-1.4200000E-5	-2.0842154E+0	1.4883266E+2	1.1601698E+1	-6.9423900E-6	1.4404262E+4	-1.0010460E-1	1.4419328E+4	1.0460000E-4	-1.5066857E+1	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7040000E+0	4.0432951E-6	5.9999999E-2	1.4839382E+4	6.6714429E-6	1.4989261E+4	6.0022831E-2	1.4845028E+4	-2.2830000E-5	-5.6463847E+0	1.0011820E-1	1.5006979E+4	-1.1820000E-4	-1.7717306E+1	1.4883266E+2	1.1601698E+1	-6.9408052E-6	1.4407551E+4	-1.0007550E-1	1.4418429E+4	7.5500000E-5	-1.0877701E+1	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.5939999E+0	5.3172430E-6	7.9999998E-2	1.5045391E+4	6.9451080E-6	1.4398624E+4	8.0067873E-2	1.5058155E+4	-6.7870002E-5	-1.2764133E+1	1.0007980E-1	1.4410114E+4	-7.9799996E-5	-1.1490102E+1	1.4883266E+2	1.1601636E+1	-6.6189368E-6	1.5108166E+4	-1.0006020E-1	1.5117262E+4	6.0200000E-5	-9.0951157E+0	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4070001E+0	6.8978129E-6	1.0000000E-1	1.4497349E+4	6.8748332E-6	1.4545808E+4	1.0009980E-1	1.4511817E+4	-9.9800003E-5	-1.4468354E+1	1.0007330E-1	1.4556470E+4	-7.3299998E-5	-1.0662077E+1	1.4883266E+2	1.1601636E+1	-7.1323511E-6	1.4020622E+4	-1.0006640E-1	1.4029932E+4	6.6400004E-5	-9.3096933E+0	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2189999E+0	8.3464083E-6	1.2000000E-1	1.4377442E+4	6.9080711E-6	1.4475821E+4	1.2008240E-1	1.4387314E+4	-8.2400002E-5	-9.8725100E+0	1.0009170E-1	1.4489096E+4	-9.1700000E-5	-1.3274328E+1	1.4883266E+2	1.1601636E+1	-7.2746070E-6	1.3746447E+4	-9.9996328E-2	1.3745942E+4	-3.6700001E-6	5.0449461E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0319996E+0	9.6932108E-6	1.4000000E-1	1.4443099E+4	6.8816962E-6	1.4531302E+4	1.4006950E-1	1.4450269E+4	-6.9499998E-5	-7.1699667E+0	1.0010600E-1	1.4546705E+4	-1.0600000E-4	-1.5403180E+1	1.4883266E+2	1.1601636E+1	-6.8245140E-6	1.4653058E+4	-1.0003380E-1	1.4658011E+4	3.3799999E-5	-4.9527335E+0	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8599997E+0	1.0500560E-5	1.6000000E-1	1.5237282E+4	6.9727639E-6	1.4341515E+4	1.5219280E-1	1.4493779E+4	7.8071998E-3	7.4350317E+2	1.0005950E-1	1.4350048E+4	-5.9499998E-5	-8.5332012E+0	1.4883266E+2	1.1601636E+1	-7.0765868E-6	1.4131105E+4	-1.0005160E-1	1.4138397E+4	5.1600000E-5	-7.2916508E+0	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6719999E+0	1.2250760E-5	1.8000001E-1	1.4692966E+4	6.5608720E-6	1.5241876E+4	1.8003801E-1	1.4696067E+4	-3.7999998E-5	-3.1018484E+0	1.0008140E-1	1.5254283E+4	-8.1400001E-5	-1.2406887E+1	1.4883266E+2	1.1601636E+1	-6.9149260E-6	1.4461471E+4	-9.9996567E-2	1.4460975E+4	-3.4300001E-6	4.9602845E-1	1.0000000E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0
