t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.8200006E-1	4.3785742E-5	1.0000000E-1	2.2838486E+3	4.3706179E-5	2.2880059E+3	1.0002300E-1	2.2843738E+3	-2.3000001E-5	-5.2528518E-1	1.0002830E-1	2.2886536E+3	-2.8300001E-5	-6.4750570E-1	2.3891646E+2	9.5817900E+0	-4.3935801E-5	2.2760483E+3	-1.0002040E-1	2.2765125E+3	2.0400001E-5	-4.6431383E-1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0939999E+0	8.5162465E-6	2.0000000E-2	2.3484526E+3	4.3869659E-5	2.2794797E+3	2.0072220E-2	2.3569329E+3	-7.2219998E-5	-8.4802628E+0	1.0009550E-1	2.2816567E+3	-9.5500000E-5	-2.1769030E+0	2.3891646E+2	9.5817900E+0	-4.3712909E-5	2.2876538E+3	-9.9989407E-2	2.2874114E+3	-1.0590000E-5	2.4226253E-1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9070001E+0	1.0500570E-5	3.9999999E-2	3.8093171E+3	4.4139178E-5	2.2655608E+3	2.4369240E-2	2.3207539E+3	1.5630759E-2	1.4885630E+3	1.0005330E-1	2.2667686E+3	-5.3299998E-5	-1.2075440E+0	2.3891646E+2	9.5817900E+0	-4.3809869E-5	2.2825906E+3	-1.0000970E-1	2.2828120E+3	9.7000002E-6	-2.2141129E-1	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	2.6533040E-5	5.9999999E-2	2.2613315E+3	4.3914832E-5	2.2771350E+3	6.0051441E-2	2.2632703E+3	-5.1440002E-5	-1.9387149E+0	1.0003760E-1	2.2779912E+3	-3.7599999E-5	-8.5620278E-1	2.3891646E+2	9.5817900E+0	-4.3731750E-5	2.2866682E+3	-1.0000110E-1	2.2866934E+3	1.1000000E-6	-2.5153350E-2	4.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
5.5780001E+0	3.5223318E-5	7.9999998E-2	2.2712227E+3	4.4142580E-5	2.2653865E+3	8.0046423E-2	2.2725405E+3	-4.6419998E-5	-1.3178769E+0	1.0003300E-1	2.2661340E+3	-3.3000000E-5	-7.4757749E-1	2.3891646E+2	9.5817099E+0	-4.4069191E-5	2.2691589E+3	-9.9997759E-2	2.2691082E+3	-2.2400000E-6	5.0829161E-2	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.3909998E+0	4.4069111E-5	1.0000000E-1	2.2691631E+3	4.3800839E-5	2.2830613E+3	1.0004090E-1	2.2700913E+3	-4.0899999E-5	-9.2808771E-1	1.0002520E-1	2.2836365E+3	-2.5200001E-5	-5.7533145E-1	2.3891646E+2	9.5817099E+0	-4.4180870E-5	2.2634231E+3	-9.9992037E-2	2.2632429E+3	-7.9600004E-6	1.8016848E-1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2030001E+0	5.2828778E-5	1.2000000E-1	2.2714893E+3	4.3711188E-5	2.2877437E+3	1.2001160E-1	2.2717087E+3	-1.1600000E-5	-2.1957728E-1	1.0007760E-1	2.2895190E+3	-7.7600002E-5	-1.7752892E+0	2.3891646E+2	9.5817099E+0	-4.4142798E-5	2.2653750E+3	-9.9982262E-2	2.2649731E+3	-1.7740000E-5	4.0187755E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0319996E+0	6.1530183E-5	1.4000000E-1	2.2753062E+3	4.3736469E-5	2.2864214E+3	1.4001849E-1	2.2756069E+3	-1.8500001E-5	-3.0066547E-1	1.0006000E-1	2.2877932E+3	-5.9999998E-5	-1.3718529E+0	2.3891646E+2	9.5817099E+0	-4.3972741E-5	2.2741362E+3	-9.9995367E-2	2.2740310E+3	-4.6300001E-6	1.0529251E-1	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8439999E+0	7.0345362E-5	1.6000000E-1	2.2744927E+3	4.3711629E-5	2.2877207E+3	1.6000080E-1	2.2745039E+3	-8.0000001E-7	-1.1372463E-2	1.0003880E-1	2.2886084E+3	-3.8800001E-5	-8.8763565E-1	2.3891646E+2	9.5817099E+0	-4.3975040E-5	2.2740173E+3	-1.0002040E-1	2.2744812E+3	2.0400001E-5	-4.6389952E-1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6569996E+0	7.9166552E-5	1.8000001E-1	2.2736875E+3	4.3793811E-5	2.2834277E+3	1.7999980E-1	2.2736851E+3	2.0000000E-7	2.5263196E-3	1.0003760E-1	2.2842864E+3	-3.7599999E-5	-8.5856885E-1	2.3891646E+2	9.5817099E+0	-4.3729731E-5	2.2867737E+3	-1.0000440E-1	2.2868745E+3	4.3999999E-6	-1.0061805E-1	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0735001E+1	8.8067827E-5	2.0000000E-1	2.2709768E+3	4.4066030E-5	2.2693218E+3	2.0003940E-1	2.2714243E+3	-3.9400002E-5	-4.4738242E-1	1.0004520E-1	2.2703474E+3	-4.5199999E-5	-1.0257335E+0	2.3891646E+2	9.5817099E+0	-4.3702970E-5	2.2881741E+3	-1.0000780E-1	2.2883525E+3	7.8000003E-6	-1.7847757E-1	1.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.3266000E+1	9.7416138E-5	2.2000000E-1	2.2583528E+3	4.4151318E-5	2.2649380E+3	2.1999189E-1	2.2582695E+3	8.0999998E-6	8.3148442E-2	1.0005380E-1	2.2661565E+3	-5.3799999E-5	-1.2185366E+0	2.3891646E+2	9.5816460E+0	-4.3972581E-5	2.2741445E+3	-1.0000280E-1	2.2742083E+3	2.7999999E-6	-6.3676044E-2	1.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4078000E+1	1.0500660E-4	2.3999999E-1	2.2855706E+3	4.3737491E-5	2.2863682E+3	2.3666550E-1	2.2538154E+3	3.3344999E-3	3.1755146E+1	1.0004830E-1	2.2874724E+3	-4.8300000E-5	-1.1043158E+0	2.3891646E+2	9.5816460E+0	-4.3950149E-5	2.2753052E+3	-9.9987753E-2	2.2750264E+3	-1.2250000E-5	2.7872488E-1	1.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4891000E+1	1.1501890E-4	2.5999999E-1	2.2604980E+3	4.3916010E-5	2.2770740E+3	2.5995490E-1	2.2601060E+3	4.5100001E-5	3.9210948E-1	1.0007240E-1	2.2787224E+3	-7.2399998E-5	-1.6486015E+0	2.3891646E+2	9.5816460E+0	-4.3761640E-5	2.2851062E+3	-9.9983446E-2	2.2847280E+3	-1.6550001E-5	3.7818509E-1	1.4000000E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0
1.5703000E+1	1.2414889E-4	2.8000000E-1	2.2553562E+3	4.4177032E-5	2.2636199E+3	2.7993131E-1	2.2548030E+3	6.8699999E-5	5.5336779E-1	1.0003040E-1	2.2643079E+3	-3.0400000E-5	-6.8814039E-1	2.3891646E+2	9.5816460E+0	-4.3804630E-5	2.2828638E+3	-1.0000590E-1	2.2829983E+3	5.8999999E-6	-1.3468896E-1	1.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.6515999E+1	1.3355790E-4	3.0000001E-1	2.2462168E+3	4.4192671E-5	2.2628186E+3	2.9991671E-1	2.2455930E+3	8.3300001E-5	6.2369955E-1	1.0004090E-1	2.2637441E+3	-4.0899999E-5	-9.2549282E-1	2.3891646E+2	9.5816460E+0	-4.3867010E-5	2.2796174E+3	-1.0000560E-1	2.2797451E+3	5.5999999E-6	-1.2765858E-1	1.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.7344000E+1	1.4255600E-4	3.1999999E-1	2.2447319E+3	4.4168439E-5	2.2640601E+3	3.1988949E-1	2.2439568E+3	1.1050000E-4	7.7513397E-1	1.0002830E-1	2.2647007E+3	-2.8300001E-5	-6.4072901E-1	2.3891646E+2	9.5816460E+0	-4.3715820E-5	2.2875015E+3	-1.0000370E-1	2.2875859E+3	3.7000000E-6	-8.4637552E-2	1.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.0202999E+1	1.5141330E-4	3.4000000E-1	2.2455095E+3	4.4077591E-5	2.2687266E+3	3.3990961E-1	2.2449124E+3	9.0399997E-5	5.9704137E-1	1.0004730E-1	2.2697998E+3	-4.7300000E-5	-1.0731077E+0	2.3891646E+2	9.5818739E+0	-4.3808759E-5	2.2826484E+3	-1.0003330E-1	2.2834087E+3	3.3299999E-5	-7.6012194E-1	1.8000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.1015999E+1	1.6092219E-4	3.6000001E-1	2.2371060E+3	4.3994129E-5	2.2730305E+3	3.5987830E-1	2.2363496E+3	1.2170000E-4	7.5626606E-1	1.0008980E-1	2.2750718E+3	-8.9800000E-5	-2.0411813E+0	2.3891646E+2	9.5818739E+0	-4.4044489E-5	2.2704316E+3	-1.0001330E-1	2.2707336E+3	1.3300000E-5	-3.0196738E-1	1.9000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.1827999E+1	1.7012420E-4	3.8000000E-1	2.2336621E+3	4.3849341E-5	2.2805361E+3	3.7986210E-1	2.2328516E+3	1.3790000E-4	8.1058425E-1	1.0002450E-1	2.2810947E+3	-2.4499999E-5	-5.5873132E-1	2.3891646E+2	9.5818739E+0	-4.4174802E-5	2.2637341E+3	-1.0000710E-1	2.2638948E+3	7.0999999E-6	-1.6072512E-1	2.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2640999E+1	1.7916980E-4	4.0000001E-1	2.2325190E+3	4.3741202E-5	2.2861741E+3	3.9983681E-1	2.2316082E+3	1.6320001E-4	9.1086781E-1	1.0003230E-1	2.2869126E+3	-3.2299999E-5	-7.3843426E-1	2.3891646E+2	9.5818739E+0	-4.4018310E-5	2.2717820E+3	-1.0002040E-1	2.2722454E+3	2.0400001E-5	-4.6344352E-1	2.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.3452999E+1	1.8835151E-4	4.1999999E-1	2.2298733E+3	4.4084169E-5	2.2683879E+3	4.1982600E-1	2.2289497E+3	1.7400000E-4	9.2380470E-1	1.0003470E-1	2.2691750E+3	-3.4699999E-5	-7.8713059E-1	2.3891646E+2	9.5818739E+0	-4.3757831E-5	2.2853052E+3	-9.9997520E-2	2.2852485E+3	-2.4799999E-6	5.6675572E-2	2.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.4265999E+1	1.9757460E-4	4.4000000E-1	2.2270068E+3	4.3859469E-5	2.2800093E+3	4.3981430E-1	2.2260669E+3	1.8570000E-4	9.3989813E-1	1.0004380E-1	2.2810081E+3	-4.3799999E-5	-9.9864405E-1	2.3891646E+2	9.5818739E+0	-4.3828011E-5	2.2816460E+3	-1.0001590E-1	2.2820088E+3	1.5899999E-5	-3.6278170E-1	2.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.5094000E+1	2.0711889E-4	4.6000001E-1	2.2209465E+3	4.4068751E-5	2.2691816E+3	4.5981309E-1	2.2200442E+3	1.8690000E-4	9.0238023E-1	1.0004190E-1	2.2701326E+3	-4.1899999E-5	-9.5078713E-1	2.3891646E+2	9.5818739E+0	-4.3757169E-5	2.2853398E+3	-9.9996090E-2	2.2852505E+3	-3.9100000E-6	8.9356788E-2	2.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.5907000E+1	2.1638590E-4	4.7999999E-1	2.2182590E+3	4.4052631E-5	2.2700120E+3	4.7980189E-1	2.2173437E+3	1.9810000E-4	9.1549402E-1	1.0003880E-1	2.2708928E+3	-3.8800001E-5	-8.8076466E-1	2.3891646E+2	9.5818739E+0	-4.3708129E-5	2.2879038E+3	-1.0001950E-1	2.2883501E+3	1.9499999E-5	-4.4614124E-1	2.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6719000E+1	2.2565790E-4	5.0000000E-1	2.2157434E+3	4.4029592E-5	2.2712000E+3	4.9981260E-1	2.2149128E+3	1.8740000E-4	8.3046061E-1	1.0004160E-1	2.2721448E+3	-4.1600000E-5	-9.4481915E-1	2.3891646E+2	9.5818739E+0	-4.3760709E-5	2.2851548E+3	-1.0000870E-1	2.2853538E+3	8.6999999E-6	-1.9880848E-1	2.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7547001E+1	2.3544941E-4	5.1999998E-1	2.2085425E+3	4.4191998E-5	2.2628530E+3	5.1974058E-1	2.2074407E+3	2.5940000E-4	1.1017230E+0	1.0002680E-1	2.2634595E+3	-2.6800000E-5	-6.0644460E-1	2.3891646E+2	9.5818739E+0	-4.4038810E-5	2.2707244E+3	-1.0000630E-1	2.2708674E+3	6.3000002E-6	-1.4305563E-1	2.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.8360001E+1	2.4519840E-4	5.4000002E-1	2.2022983E+3	4.4014421E-5	2.2719827E+3	5.3979850E-1	2.2014763E+3	2.0150001E-4	8.2178348E-1	1.0004260E-1	2.2729504E+3	-4.2600001E-5	-9.6786463E-1	2.3891646E+2	9.5818739E+0	-4.4111021E-5	2.2670071E+3	-1.0001250E-1	2.2672905E+3	1.2500000E-5	-2.8337589E-1	2.8000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.9172001E+1	2.5469749E-4	5.6000000E-1	2.1986868E+3	4.4066899E-5	2.2692769E+3	5.5975461E-1	2.1977231E+3	2.4540001E-4	9.6349591E-1	1.0006620E-1	2.2707793E+3	-6.6200002E-5	-1.5022613E+0	2.3891646E+2	9.5818739E+0	-4.4101980E-5	2.2674719E+3	-9.9990837E-2	2.2672642E+3	-9.1600004E-6	2.0770043E-1	2.9000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.2125000E+1	2.6397410E-4	5.7999998E-1	2.1971853E+3	4.3778880E-5	2.2842065E+3	5.7977438E-1	2.1963306E+3	2.2560000E-4	8.5462928E-1	1.0004020E-1	2.2851248E+3	-4.0200001E-5	-9.1825098E-1	2.3891646E+2	9.5818539E+0	-4.4003169E-5	2.2725635E+3	-1.0001230E-1	2.2728430E+3	1.2300000E-5	-2.7952531E-1	3.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.2938000E+1	2.7330659E-4	6.0000002E-1	2.1953367E+3	4.3982280E-5	2.2736428E+3	5.9974861E-1	2.1944167E+3	2.5139999E-4	9.1984606E-1	1.0005660E-1	2.2749299E+3	-5.6600002E-5	-1.2868819E+0	2.3891646E+2	9.5818539E+0	-4.3814700E-5	2.2823391E+3	-1.0001330E-1	2.2826426E+3	1.3300000E-5	-3.0355108E-1	3.1000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3750000E+1	2.8300969E-4	6.2000000E-1	2.1907375E+3	4.4145130E-5	2.2652556E+3	6.1974859E-1	2.1898494E+3	2.5139999E-4	8.8830876E-1	1.0005740E-1	2.2665559E+3	-5.7400001E-5	-1.3002567E+0	2.3891646E+2	9.5818539E+0	-4.3734632E-5	2.2865176E+3	-1.0000940E-1	2.2867324E+3	9.3999997E-6	-2.1493265E-1	3.2000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.4577999E+1	2.9259131E-4	6.3999999E-1	2.1873513E+3	4.4099270E-5	2.2676113E+3	6.3971108E-1	2.1863640E+3	2.8889999E-4	9.8738408E-1	1.0004850E-1	2.2687109E+3	-4.8499998E-5	-1.0997914E+0	2.3891646E+2	9.5818539E+0	-4.3783479E-5	2.2839666E+3	-9.9974163E-2	2.2833762E+3	-2.5840000E-5	5.9017694E-1	3.3000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.5390999E+1	3.0215070E-4	6.6000003E-1	2.1843406E+3	4.4026539E-5	2.2713572E+3	6.5970868E-1	2.1833765E+3	2.9130001E-4	9.6408844E-1	1.0005240E-1	2.2725474E+3	-5.2399999E-5	-1.1901911E+0	2.3891646E+2	9.5818539E+0	-4.3794829E-5	2.2833745E+3	-9.9978209E-2	2.2828770E+3	-2.1790000E-5	4.9754730E-1	3.4000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.6202999E+1	3.1233081E-4	6.8000001E-1	2.1771787E+3	4.4220189E-5	2.2614104E+3	6.7966437E-1	2.1761042E+3	3.3559999E-4	1.0745018E+0	1.0005430E-1	2.2626384E+3	-5.4299999E-5	-1.2279459E+0	2.3891646E+2	9.5818539E+0	-4.3978300E-5	2.2738486E+3	-1.0000230E-1	2.2739009E+3	2.3000000E-6	-5.2298520E-2	3.5000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7282001E+1	3.2174319E-4	6.9999999E-1	2.1756482E+3	4.3767181E-5	2.2848171E+3	6.9966400E-1	2.1746038E+3	3.3600000E-4	1.0443112E+0	1.0001300E-1	2.2851140E+3	-1.3000000E-5	-2.9702622E-1	2.3891646E+2	9.5818539E+0	-4.3896580E-5	2.2780818E+3	-9.9998951E-2	2.2780579E+3	-1.0500000E-6	2.3919858E-2	3.6000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.9813000E+1	3.3140500E-4	7.2000003E-1	2.1725684E+3	4.4067590E-5	2.2692415E+3	7.1967769E-1	2.1715957E+3	3.2230001E-4	9.7252607E-1	1.0003780E-1	2.2700991E+3	-3.7800000E-5	-8.5777324E-1	2.3891646E+2	9.5822744E+0	-4.3778051E-5	2.2842498E+3	-1.0000370E-1	2.2843342E+3	3.7000000E-6	-8.4517241E-2	3.7000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
