t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6600027E-1	3.4577872E-5	1.0000000E-1	2.8920232E+3	3.4282119E-5	2.9169724E+3	1.0004430E-1	2.8933042E+3	-4.4299999E-5	-1.2811662E+0	1.0002400E-1	2.9176726E+3	-2.4000001E-5	-7.0007336E-1	2.1946182E+2	9.9000940E+0	-3.4603319E-5	2.8898960E+3	-1.0004160E-1	2.8910984E+3	4.1600000E-5	-1.2021968E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0780001E+0	7.0710080E-6	2.0000000E-2	2.8284509E+3	3.4366229E-5	2.9098333E+3	2.0051241E-2	2.8356975E+3	-5.1240000E-5	-7.2464914E+0	1.0002490E-1	2.9105579E+3	-2.4900000E-5	-7.2454846E-1	2.1946182E+2	9.9000940E+0	-3.4554720E-5	2.8939607E+3	-1.0001400E-1	2.8943657E+3	1.4000000E-5	-4.0515450E-1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9060001E+0	1.0500470E-5	3.9999999E-2	3.8093533E+3	3.4134500E-5	2.9295874E+3	3.0331850E-2	2.8886184E+3	9.6681500E-3	9.2073499E+2	1.0005240E-1	2.9311226E+3	-5.2399999E-5	-1.5351038E+0	2.1946182E+2	9.9000940E+0	-3.4255510E-5	2.9192383E+3	-1.0003710E-1	2.9203215E+3	3.7099999E-5	-1.0830375E+0	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	2.0480260E-5	5.9999999E-2	2.9296504E+3	3.4526842E-5	2.8962976E+3	6.0070280E-2	2.9330818E+3	-7.0280003E-5	-3.4315970E+0	1.0003330E-1	2.8972620E+3	-3.3299999E-5	-9.6446705E-1	2.1946182E+2	9.9000940E+0	-3.4586501E-5	2.8913015E+3	-1.0002880E-1	2.8921343E+3	2.8799999E-5	-8.3269483E-1	4.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
5.5939999E+0	2.7394801E-5	7.9999998E-2	2.9202622E+3	3.4573539E-5	2.8923853E+3	8.0047369E-2	2.9219915E+3	-4.7369998E-5	-1.7291603E+0	1.0003110E-1	2.8932849E+3	-3.1100000E-5	-8.9953184E-1	2.1946182E+2	9.9001360E+0	-3.4199009E-5	2.9240613E+3	-1.0001490E-1	2.9244968E+3	1.4900000E-5	-4.3568513E-1	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4060001E+0	3.4513730E-5	1.0000000E-1	2.8973977E+3	3.4595600E-5	2.8905410E+3	1.0006050E-1	2.8991506E+3	-6.0499999E-5	-1.7529256E+0	1.0002350E-1	2.8912202E+3	-2.3500001E-5	-6.7927712E-1	2.1946182E+2	9.9001360E+0	-3.4436602E-5	2.9038872E+3	-1.0004090E-1	2.9050750E+3	4.0899999E-5	-1.1876899E+0	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2189999E+0	4.1523032E-5	1.2000000E-1	2.8899624E+3	3.4325461E-5	2.9132896E+3	1.2003420E-1	2.8907861E+3	-3.4199998E-5	-8.2363933E-1	1.0004540E-1	2.9146121E+3	-4.5400000E-5	-1.3226334E+0	2.1946182E+2	9.9001360E+0	-3.4625580E-5	2.8880383E+3	-1.0002710E-1	2.8888210E+3	2.7100001E-5	-7.8265840E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0469999E+0	4.8101421E-5	1.4000000E-1	2.9105171E+3	3.4167151E-5	2.9267878E+3	1.4004640E-1	2.9114817E+3	-4.6400000E-5	-9.6462846E-1	1.0006000E-1	2.9285439E+3	-5.9999998E-5	-1.7560728E+0	2.1946182E+2	9.9001360E+0	-3.4268829E-5	2.9181038E+3	-1.0004160E-1	2.9193176E+3	4.1600000E-5	-1.2139312E+0	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8590002E+0	5.4960161E-5	1.6000000E-1	2.9111997E+3	3.4494129E-5	2.8990439E+3	1.6001870E-1	2.9115400E+3	-1.8700001E-5	-3.4024647E-1	1.0003690E-1	2.9001138E+3	-3.6900001E-5	-1.0697472E+0	2.1946182E+2	9.9001360E+0	-3.4167009E-5	2.9267998E+3	-1.0005570E-1	2.9284302E+3	5.5699998E-5	-1.6302276E+0	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6719999E+0	6.2328960E-5	1.8000001E-1	2.8879031E+3	3.4581219E-5	2.8917429E+3	1.8002009E-1	2.8882256E+3	-2.0100000E-5	-3.2248253E-1	1.0004260E-1	2.8929749E+3	-4.2600001E-5	-1.2318825E+0	2.1946182E+2	9.9001360E+0	-3.4450379E-5	2.9027256E+3	-1.0004310E-1	2.9039766E+3	4.3100001E-5	-1.2510748E+0	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
