t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.4379997E+0	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	1.4619830E-3	Inf	9.8538019E-2	Inf	1.3256070E-3	Inf	9.8674394E-2	Inf	2.7898019E+2	9.0340176E+0	0.0000000E+0	-Inf	1.5611650E-3	Inf	-1.0156117E-1	-Inf	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.9688000E+1	0.0000000E+0	2.0000000E-2	Inf	0.0000000E+0	Inf	1.2815000E-3	Inf	1.8718500E-2	Inf	1.3267990E-3	Inf	9.8673202E-2	Inf	2.7898019E+2	9.0332642E+0	0.0000000E+0	-Inf	-1.7845629E-3	-Inf	-9.8215438E-2	-Inf	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.6954002E+1	0.0000000E+0	3.9999999E-2	Inf	0.0000000E+0	Inf	1.3217930E-3	Inf	3.8678207E-2	Inf	1.5780930E-3	Inf	9.8421909E-2	Inf	2.7898019E+2	9.0328264E+0	0.0000000E+0	-Inf	-1.2714860E-3	-Inf	-9.8728515E-2	-Inf	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.1420400E+2	0.0000000E+0	5.9999999E-2	Inf	0.0000000E+0	Inf	1.8017290E-3	Inf	5.8198269E-2	Inf	1.2729170E-3	Inf	9.8727085E-2	Inf	2.7898019E+2	9.0325317E+0	0.0000000E+0	-Inf	-1.0321140E-3	-Inf	-9.8967887E-2	-Inf	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.5145399E+2	0.0000000E+0	7.9999998E-2	Inf	0.0000000E+0	Inf	2.0613670E-3	Inf	7.7938631E-2	Inf	2.0699501E-3	Inf	9.7930051E-2	Inf	2.7898019E+2	9.0321960E+0	0.0000000E+0	-Inf	-1.4913080E-3	-Inf	-9.8508693E-2	-Inf	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8871899E+2	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	1.6298291E-3	Inf	9.8370172E-2	Inf	1.4326570E-3	Inf	9.8567344E-2	Inf	2.7898019E+2	9.0321321E+0	0.0000000E+0	-Inf	-1.2388231E-3	-Inf	-9.8761179E-2	-Inf	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2596899E+2	0.0000000E+0	1.2000000E-1	Inf	0.0000000E+0	Inf	1.3480190E-3	Inf	1.1865198E-1	Inf	1.5432830E-3	Inf	9.8456718E-2	Inf	2.7898019E+2	9.0320063E+0	0.0000000E+0	-Inf	-1.0838510E-3	-Inf	-9.8916151E-2	-Inf	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6321899E+2	0.0000000E+0	1.4000000E-1	Inf	0.0000000E+0	Inf	1.9750600E-3	Inf	1.3802494E-1	Inf	1.9042490E-3	Inf	9.8095752E-2	Inf	2.7898019E+2	9.0322981E+0	0.0000000E+0	-Inf	-1.0669230E-3	-Inf	-9.8933078E-2	-Inf	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.0048499E+2	0.0000000E+0	1.6000000E-1	Inf	0.0000000E+0	Inf	1.2414460E-3	Inf	1.5875855E-1	Inf	1.4071460E-3	Inf	9.8592855E-2	Inf	2.7898019E+2	9.0322180E+0	0.0000000E+0	-Inf	-1.1513230E-3	-Inf	-9.8848678E-2	-Inf	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3775000E+2	0.0000000E+0	1.8000001E-1	Inf	0.0000000E+0	Inf	1.7004010E-3	Inf	1.7829961E-1	Inf	1.9717221E-3	Inf	9.8028280E-2	Inf	2.7898019E+2	9.0325956E+0	0.0000000E+0	-Inf	-1.1501310E-3	-Inf	-9.8849870E-2	-Inf	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
