t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6599979E-1	4.4797980E-5	1.0000000E-1	2.2322434E+3	4.4993900E-5	2.2225234E+3	1.0003970E-1	2.2331296E+3	-3.9700000E-5	-8.8620067E-1	1.0005660E-1	2.2237815E+3	-5.6600002E-5	-1.2579483E+0	2.3767920E+2	9.6008301E+0	-4.4582121E-5	2.2430518E+3	-1.0003830E-1	2.2439109E+3	3.8300001E-5	-8.5908878E-1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0780001E+0	9.1290349E-6	2.0000000E-2	2.1908120E+3	4.5027071E-5	2.2208862E+3	2.0038370E-2	2.1950151E+3	-3.8369999E-5	-4.2030730E+0	1.0001280E-1	2.2211704E+3	-1.2800000E-5	-2.8427345E-1	2.3767920E+2	9.6008301E+0	-4.4866789E-5	2.2288201E+3	-1.0003880E-1	2.2296848E+3	3.8800001E-5	-8.6478215E-1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8909998E+0	1.0500500E-5	3.9999999E-2	3.8093425E+3	4.4798679E-5	2.2322087E+3	2.3048639E-2	2.1950042E+3	1.6951360E-2	1.6143384E+3	1.0005430E-1	2.2334207E+3	-5.4299999E-5	-1.2120893E+0	2.3767920E+2	9.6008301E+0	-4.4947370E-5	2.2248242E+3	-1.0000850E-1	2.2250134E+3	8.5000001E-6	-1.8911007E-1	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	2.7062040E-5	5.9999999E-2	2.2171277E+3	4.4809040E-5	2.2316926E+3	6.0038090E-2	2.2185352E+3	-3.8089998E-5	-1.4075066E+0	1.0001330E-1	2.2319893E+3	-1.3300000E-5	-2.9681510E-1	2.3767920E+2	9.6008301E+0	-4.4569941E-5	2.2436648E+3	-1.0002520E-1	2.2442300E+3	2.5200001E-5	-5.6540352E-1	4.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
5.5780001E+0	3.5705209E-5	7.9999998E-2	2.2405693E+3	4.4973120E-5	2.2235505E+3	8.0065727E-2	2.2424104E+3	-6.5729997E-5	-1.8409078E+0	1.0005120E-1	2.2246890E+3	-5.1200001E-5	-1.1384578E+0	2.3767920E+2	9.6007681E+0	-4.4566990E-5	2.2438132E+3	-1.0001590E-1	2.2441699E+3	1.5899999E-5	-3.5676628E-1	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.3909998E+0	4.4847500E-5	1.0000000E-1	2.2297788E+3	4.5031349E-5	2.2206750E+3	1.0003470E-1	2.2305525E+3	-3.4699999E-5	-7.7373320E-1	1.0004120E-1	2.2215901E+3	-4.1200001E-5	-9.1491818E-1	2.3767920E+2	9.6007681E+0	-4.4599801E-5	2.2421626E+3	-1.0002060E-1	2.2426245E+3	2.0600000E-5	-4.6188548E-1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2030001E+0	5.3987951E-5	1.2000000E-1	2.2227183E+3	4.4977489E-5	2.2233345E+3	1.2003330E-1	2.2233350E+3	-3.3299999E-5	-6.1680430E-1	9.9995144E-2	2.2232263E+3	4.8600000E-6	1.0805405E-1	2.3767920E+2	9.6007681E+0	-4.4821350E-5	2.2310796E+3	-9.9987507E-2	2.2308010E+3	-1.2490000E-5	2.7866185E-1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0310001E+0	6.3014122E-5	1.4000000E-1	2.2217244E+3	4.4974830E-5	2.2234658E+3	1.4004140E-1	2.2223813E+3	-4.1399999E-5	-6.5699559E-1	1.0002900E-1	2.2241106E+3	-2.9000001E-5	-6.4480513E-1	2.3767920E+2	9.6007681E+0	-4.4877190E-5	2.2283035E+3	-1.0001490E-1	2.2286355E+3	1.4900000E-5	-3.3201721E-1	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8439999E+0	7.2005852E-5	1.6000000E-1	2.2220417E+3	4.4694389E-5	2.2374172E+3	1.6000991E-1	2.2221792E+3	-9.8999999E-6	-1.3748883E-1	1.0005860E-1	2.2387285E+3	-5.8599999E-5	-1.3111265E+0	2.3767920E+2	9.6007681E+0	-4.5002282E-5	2.2221096E+3	-9.9995852E-2	2.2220173E+3	-4.1500002E-6	9.2217550E-2	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6560001E+0	8.0876373E-5	1.8000001E-1	2.2256191E+3	4.4587181E-5	2.2427971E+3	1.7997690E-1	2.2253335E+3	2.3099999E-5	2.8562114E-1	1.0003470E-1	2.2435754E+3	-3.4699999E-5	-7.7825063E-1	2.3767920E+2	9.6007681E+0	-4.4826938E-5	2.2308013E+3	-9.9991798E-2	2.2306184E+3	-8.1999997E-6	1.8292572E-1	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
