t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6600027E-1	-2.2410900E-7	1.0000000E-1	-4.4621144E+5	4.9911928E-9	2.0035290E+7	1.0003500E-1	-4.4636762E+5	-3.5000001E-5	1.5617401E+2	1.0044860E-1	2.0125168E+7	-4.4860001E-4	-8.9878312E+4	1.6847064E+2	1.1006462E+1	2.0560650E-7	-4.8636594E+5	-9.9936247E-2	-4.8605587E+5	-6.3749998E-5	-3.1005829E+2	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0780001E+0	1.4807610E-7	2.0000000E-2	1.3506569E+5	1.9530729E-7	5.1201362E+5	2.0316839E-2	1.3720539E+5	-3.1684001E-4	-2.1397107E+3	1.0016320E-1	5.1284925E+5	-1.6320001E-4	-8.3560626E+2	1.6847064E+2	1.1006462E+1	-6.8242343E-8	1.4653659E+6	-1.0047840E-1	1.4723762E+6	4.7840000E-4	-7.0103105E+3	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.9060001E+0	1.1471490E-7	3.9999999E-2	3.4869053E+5	-1.7566531E-7	-5.6926437E+5	3.9759640E-2	3.4659525E+5	2.4035999E-4	2.0952815E+3	9.9778891E-2	-5.6800569E+5	2.2111001E-4	-1.2587004E+3	1.6847064E+2	1.1006462E+1	-9.6357780E-8	1.0377989E+6	-9.9603407E-2	1.0336831E+6	-3.9659001E-4	4.1158066E+3	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7189999E+0	-2.2476090E-7	5.9999999E-2	-2.6695034E+5	1.6983790E-8	5.8879675E+6	5.9999231E-2	-2.6694691E+5	7.6999999E-7	-3.4258628E+0	1.0045220E-1	5.9145925E+6	-4.5220001E-4	-2.6625389E+4	1.6847064E+2	1.1006462E+1	-2.1721949E-7	4.6036381E+5	-1.0020690E-1	4.6131631E+5	2.0690000E-4	-9.5249274E+2	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
5.5780001E+0	-1.1181270E-7	7.9999998E-2	-7.1548225E+5	-2.1937061E-7	-4.5584959E+5	7.9909801E-2	-7.1467550E+5	9.0200003E-5	-8.0670624E+2	9.9959373E-2	-4.5566437E+5	4.0629999E-5	-1.8521169E+2	1.6847064E+2	1.1006296E+1	-2.3025789E-8	4.3429565E+6	-9.9710941E-2	4.3304025E+6	-2.8906000E-4	1.2553750E+4	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.3910003E+0	-2.1401830E-7	1.0000000E-1	-4.6724975E+5	3.4029879E-9	2.9385940E+7	9.9920027E-2	-4.6687609E+5	7.9969999E-5	-3.7365964E+2	1.0046360E-1	2.9522172E+7	-4.6360001E-4	-1.3623322E+5	1.6847064E+2	1.1006296E+1	2.2519670E-7	-4.4405625E+5	-1.0002210E-1	-4.4415437E+5	2.2099999E-5	9.8136429E+1	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2030001E+0	1.4858190E-7	1.2000000E-1	8.0763537E+5	2.1468220E-7	4.6580481E+5	1.2031910E-1	8.0978300E+5	-3.1910001E-4	-2.1476372E+3	1.0018730E-1	4.6667725E+5	-1.8730000E-4	-8.7245239E+2	1.6847064E+2	1.1006296E+1	-6.1459099E-10	1.6270984E+8	-1.0048770E-1	1.6350338E+8	4.8769999E-4	-7.9353587E+5	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0310001E+0	2.0499409E-7	1.4000000E-1	6.8294650E+5	-4.0700680E-8	-2.4569615E+6	1.4018629E-1	6.8385531E+5	-1.8630001E-4	-9.0880664E+2	9.9631786E-2	-2.4479148E+6	3.6820999E-4	-9.0467773E+3	1.6847064E+2	1.1006296E+1	-2.2050089E-7	4.5351287E+5	-1.0015890E-1	4.5423353E+5	1.5890000E-4	-7.2063196E+2	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8439999E+0	-1.1762100E-7	1.6000000E-1	-1.3603012E+6	-2.0242250E-7	-4.9401622E+5	1.5992190E-1	-1.3596372E+6	7.8099998E-5	-6.6399707E+2	9.9882357E-2	-4.9343506E+5	1.1764000E-4	-5.8116071E+2	1.6847064E+2	1.1006296E+1	6.6438588E-10	-1.5051493E+8	-9.9648707E-2	-1.4998619E+8	-3.5128999E-4	-5.2874394E+5	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6560001E+0	-1.1084800E-7	1.8000001E-1	-1.6238452E+6	-1.2069940E-7	-8.2850456E+5	1.7987821E-1	-1.6227465E+6	1.2180000E-4	-1.0988020E+3	1.0041310E-1	-8.3192706E+5	-4.1310000E-4	3.4225522E+3	1.6847064E+2	1.1006296E+1	8.4748990E-8	-1.1799551E+6	-9.9679232E-2	-1.1761701E+6	-3.2076999E-4	-3.7849419E+3	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
