t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6500034E-1	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	2.0394330E-3	Inf	9.7960569E-2	Inf	2.1111970E-3	Inf	9.7888805E-2	Inf	2.5744870E+2	9.3131781E+0	0.0000000E+0	-Inf	1.5411380E-3	Inf	-1.0154114E-1	-Inf	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.7530998E+1	0.0000000E+0	2.0000000E-2	Inf	0.0000000E+0	Inf	2.5186541E-3	Inf	1.7481346E-2	Inf	2.2251611E-3	Inf	9.7774841E-2	Inf	2.5744870E+2	9.3129063E+0	0.0000000E+0	-Inf	-1.9259450E-3	-Inf	-9.8074056E-2	-Inf	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.4780998E+1	0.0000000E+0	3.9999999E-2	Inf	0.0000000E+0	Inf	2.2642610E-3	Inf	3.7735738E-2	Inf	2.4340150E-3	Inf	9.7565986E-2	Inf	2.5744870E+2	9.3126345E+0	0.0000000E+0	-Inf	-1.5556810E-3	-Inf	-9.8444320E-2	-Inf	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.1203100E+2	0.0000000E+0	5.9999999E-2	Inf	0.0000000E+0	Inf	2.3572440E-3	Inf	5.7642754E-2	Inf	2.5777819E-3	Inf	9.7422220E-2	Inf	2.5744870E+2	9.3125496E+0	0.0000000E+0	-Inf	-1.4152530E-3	-Inf	-9.8584749E-2	-Inf	4.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.4929700E+2	0.0000000E+0	7.9999998E-2	Inf	0.0000000E+0	Inf	1.5888209E-3	Inf	7.8411177E-2	Inf	2.4394989E-3	Inf	9.7560503E-2	Inf	2.5744870E+2	9.3122120E+0	0.0000000E+0	-Inf	-1.8489360E-3	-Inf	-9.8151065E-2	-Inf	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8654700E+2	0.0000000E+0	1.0000000E-1	Inf	0.0000000E+0	Inf	2.2861960E-3	Inf	9.7713806E-2	Inf	1.8808841E-3	Inf	9.8119117E-2	Inf	2.5744870E+2	9.3123398E+0	0.0000000E+0	-Inf	-2.2702219E-3	-Inf	-9.7729780E-2	-Inf	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.2381200E+2	0.0000000E+0	1.2000000E-1	Inf	0.0000000E+0	Inf	1.9328590E-3	Inf	1.1806714E-1	Inf	1.8937590E-3	Inf	9.8106243E-2	Inf	2.5744870E+2	9.3122339E+0	0.0000000E+0	-Inf	-1.3751980E-3	-Inf	-9.8624803E-2	-Inf	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.6106201E+2	0.0000000E+0	1.4000000E-1	Inf	0.0000000E+0	Inf	1.8737320E-3	Inf	1.3812627E-1	Inf	2.5639529E-3	Inf	9.7436048E-2	Inf	2.5744870E+2	9.3118963E+0	0.0000000E+0	-Inf	-1.8913751E-3	-Inf	-9.8108627E-2	-Inf	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.9831201E+2	0.0000000E+0	1.6000000E-1	Inf	0.0000000E+0	Inf	2.5365350E-3	Inf	1.5746346E-1	Inf	1.9443040E-3	Inf	9.8055698E-2	Inf	2.5744870E+2	9.3118544E+0	0.0000000E+0	-Inf	-2.1560190E-3	-Inf	-9.7843982E-2	-Inf	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
3.3557800E+2	0.0000000E+0	1.8000001E-1	Inf	0.0000000E+0	Inf	2.4626260E-3	Inf	1.7753737E-1	Inf	1.6181470E-3	Inf	9.8381855E-2	Inf	2.5744870E+2	9.3117943E+0	0.0000000E+0	-Inf	-1.7509460E-3	-Inf	-9.8249055E-2	-Inf	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
