t (s)	I (A)	V (V)	R(ohm)	Ibias (A)	Rrem(ohm)	Vsense (V)	Rsense(ohm)	Vdif (V)	Rdif(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	T [K]	Rterm(ohm)	IbiasNEG (A)	RremNEG(ohm)	VbiasSenseNEG (V)	RremSenseNEG(ohm)	VbiasDifNEG (V)	RremDifNEG(ohm)	PasodeV	Saturó?	Saturó? (bias)	Saturó? (biasNEG)
2.6499987E-1	2.7542501E-6	1.0000000E-1	3.6307523E+4	3.0175499E-6	3.3139469E+4	1.0004880E-1	3.6325242E+4	-4.8800001E-5	-1.7718073E+1	1.0007930E-1	3.3165746E+4	-7.9300000E-5	-2.6279598E+1	1.0084600E+2	1.3924242E+1	-2.7401491E-6	3.6494367E+4	-1.0005660E-1	3.6515023E+4	5.6600002E-5	-2.0655811E+1	1.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.0779996E+0	6.4325008E-7	2.0000000E-2	3.1092105E+4	3.1616139E-6	3.1629414E+4	2.0113710E-2	3.1268879E+4	-1.1371000E-4	-1.7677417E+2	1.0006950E-1	3.1651396E+4	-6.9499998E-5	-2.1982443E+1	1.0084600E+2	1.3924242E+1	-2.9474390E-6	3.3927758E+4	-1.0010910E-1	3.3964773E+4	1.0910000E-4	-3.7015186E+1	2.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
1.8899999E+0	1.0494090E-6	3.9999999E-2	3.8116691E+4	2.7435040E-6	3.6449738E+4	3.1711578E-2	3.0218514E+4	8.2884198E-3	7.8981787E+3	1.0005120E-1	3.6468398E+4	-5.1200001E-5	-1.8662266E+1	1.0084600E+2	1.3924242E+1	-3.1149341E-6	3.2103408E+4	-1.0004640E-1	3.2118305E+4	4.6400000E-5	-1.4895982E+1	3.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
2.7179999E+0	1.5649390E-6	5.9999999E-2	3.8340152E+4	2.8791060E-6	3.4733004E+4	6.0043100E-2	3.8367695E+4	-4.3100001E-5	-2.7541010E+1	1.0009720E-1	3.4766766E+4	-9.7199998E-5	-3.3760479E+1	1.0084600E+2	1.3924242E+1	-2.7735100E-6	3.6055395E+4	-1.0007260E-1	3.6081570E+4	7.2600000E-5	-2.6176218E+1	4.0000000E+0	1.0000000E+0	0.0000000E+0	0.0000000E+0
5.5929999E+0	2.2743841E-6	7.9999998E-2	3.5174359E+4	2.7610729E-6	3.6217805E+4	8.0073118E-2	3.5206508E+4	-7.3119998E-5	-3.2149364E+1	1.0011170E-1	3.6258258E+4	-1.1170000E-4	-4.0455288E+1	1.0084600E+2	1.3925168E+1	-2.8758750E-6	3.4772027E+4	-1.0006500E-1	3.4794629E+4	6.5000000E-5	-2.2601816E+1	5.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
6.4219999E+0	2.8171680E-6	1.0000000E-1	3.5496641E+4	2.7257699E-6	3.6686883E+4	1.0004230E-1	3.5511656E+4	-4.2299998E-5	-1.5015079E+1	1.0005500E-1	3.6707059E+4	-5.5000000E-5	-2.0177784E+1	1.0084600E+2	1.3925168E+1	-2.8880479E-6	3.4625465E+4	-1.0001660E-1	3.4631211E+4	1.6600001E-5	-5.7478271E+0	6.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
7.2339997E+0	3.4123800E-6	1.2000000E-1	3.5166070E+4	3.0826700E-6	3.2439412E+4	1.2009530E-1	3.5194000E+4	-9.5299998E-5	-2.7927723E+1	1.0007790E-1	3.2464682E+4	-7.7899997E-5	-2.5270302E+1	1.0084600E+2	1.3925168E+1	-2.7310500E-6	3.6615953E+4	-1.0004810E-1	3.6633566E+4	4.8099999E-5	-1.7612274E+1	7.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.0469999E+0	4.3318469E-6	1.4000000E-1	3.2318777E+4	3.0033630E-6	3.3296008E+4	1.4008901E-1	3.2339322E+4	-8.9000001E-5	-2.0545509E+1	1.0004760E-1	3.3311855E+4	-4.7599999E-5	-1.5848900E+1	1.0084600E+2	1.3925168E+1	-3.1622360E-6	3.1623193E+4	-1.0007980E-1	3.1648428E+4	7.9799996E-5	-2.5235308E+1	8.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
8.8589993E+0	4.6012769E-6	1.6000000E-1	3.4772957E+4	2.7280400E-6	3.6656355E+4	1.6006680E-1	3.4787473E+4	-6.6799999E-5	-1.4517709E+1	1.0005040E-1	3.6674828E+4	-5.0400002E-5	-1.8474802E+1	1.0084600E+2	1.3925168E+1	-2.8751369E-6	3.4780953E+4	-1.0006900E-1	3.4804949E+4	6.9000002E-5	-2.3998856E+1	9.0000000E+0	0.0000000E+0	0.0000000E+0	0.0000000E+0
9.6719999E+0	5.1627349E-6	1.8000001E-1	3.4865242E+4	3.1327800E-6	3.1920531E+4	1.8007641E-1	3.4880039E+4	-7.6400000E-5	-1.4798358E+1	1.0008240E-1	3.1946834E+4	-8.2400002E-5	-2.6302517E+1	1.0084600E+2	1.3925168E+1	-2.9238861E-6	3.4201059E+4	-1.0010290E-1	3.4236254E+4	1.0290000E-4	-3.5192890E+1	1.0000000E+1	0.0000000E+0	0.0000000E+0	0.0000000E+0
