Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,Vac (mV),Vdc (mV),V_Arduino (V),P,I,D
17.708013E+0,300.000000E+0,300.830000E+0,-1.985779E+0,42.000000E+0,1.791380E+0,3.892346E+0,1.857026E+0,-13.825980E+0,2.650000E+0,100.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
62.643583E+0,300.000000E+0,300.830000E+0,-636.306225E-3,41.000000E+0,1.799734E+0,3.047356E+0,1.855618E+0,-13.863220E+0,2.650000E+0,100.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
107.527150E+0,300.000000E+0,300.940000E+0,176.077436E-3,39.000000E+0,1.814394E+0,3.756414E+0,1.853396E+0,-13.862760E+0,2.650000E+0,100.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
152.918746E+0,300.000000E+0,301.060000E+0,438.184083E-3,38.000000E+0,1.793430E+0,3.181860E+0,1.852740E+0,-13.868940E+0,2.650000E+0,100.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
197.788313E+0,300.000000E+0,301.060000E+0,19.491037E-3,37.000000E+0,1.814924E+0,3.565590E+0,1.850846E+0,-13.847760E+0,2.650000E+0,100.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
242.655879E+0,300.000000E+0,301.180000E+0,74.878510E-3,37.000000E+0,1.806874E+0,4.046786E+0,1.852144E+0,-13.970980E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
287.531446E+0,300.000000E+0,301.180000E+0,102.038497E-3,36.000000E+0,1.796078E+0,3.570484E+0,1.850918E+0,-14.002980E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
332.433014E+0,300.000000E+0,301.180000E+0,104.289612E-3,36.000000E+0,1.803094E+0,3.839532E+0,1.850576E+0,-14.014000E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
377.321581E+0,300.000000E+0,301.180000E+0,80.077284E-3,36.000000E+0,1.801570E+0,3.990912E+0,1.850522E+0,-14.021180E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
422.216149E+0,300.000000E+0,301.180000E+0,53.487775E-3,36.000000E+0,1.799442E+0,3.874098E+0,1.849476E+0,-14.033300E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
467.109717E+0,300.000000E+0,301.180000E+0,26.742993E-3,35.000000E+0,1.798090E+0,3.346736E+0,1.849782E+0,-14.098080E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
511.996284E+0,300.000000E+0,301.060000E+0,0.000000E+0,35.000000E+0,1.807820E+0,3.445364E+0,1.848988E+0,-14.116060E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
556.889852E+0,300.000000E+0,301.060000E+0,0.000000E+0,34.000000E+0,1.805054E+0,3.478882E+0,1.848230E+0,-14.148480E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
601.781420E+0,300.000000E+0,301.060000E+0,-26.731971E-3,35.000000E+0,1.803426E+0,3.470048E+0,1.847484E+0,-14.205080E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
646.666987E+0,300.000000E+0,301.180000E+0,-53.463943E-3,34.000000E+0,1.805952E+0,3.732824E+0,1.847774E+0,-14.251760E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
691.552555E+0,300.000000E+0,301.060000E+0,-53.463943E-3,34.000000E+0,1.796252E+0,3.762248E+0,1.846636E+0,-14.284940E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
736.446122E+0,300.000000E+0,301.060000E+0,893.354955E-9,32.000000E+0,1.803080E+0,3.900966E+0,1.846854E+0,-14.286220E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
781.334690E+0,300.000000E+0,301.060000E+0,26.732865E-3,33.000000E+0,1.802008E+0,3.765426E+0,1.846722E+0,-14.296380E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
826.232258E+0,300.000000E+0,301.060000E+0,595.623931E-9,33.000000E+0,1.789316E+0,3.770840E+0,1.846830E+0,-14.287560E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
871.112825E+0,300.000000E+0,301.060000E+0,-26.732269E-3,32.000000E+0,1.795076E+0,3.628398E+0,1.846556E+0,-14.304800E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
916.022393E+0,300.000000E+0,301.060000E+0,-26.732269E-3,32.000000E+0,1.802438E+0,3.581340E+0,1.845824E+0,-14.297520E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
960.884959E+0,300.000000E+0,301.060000E+0,0.000000E+0,32.000000E+0,1.794524E+0,3.991216E+0,1.845476E+0,-14.295080E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
1.005794E+3,300.000000E+0,301.060000E+0,0.000000E+0,31.000000E+0,1.794582E+0,4.073636E+0,1.846028E+0,-14.302900E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
1.050668E+3,300.000000E+0,301.060000E+0,0.000000E+0,31.000000E+0,1.791932E+0,3.848694E+0,1.845600E+0,-14.292880E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
1.095556E+3,300.000000E+0,301.060000E+0,0.000000E+0,31.000000E+0,1.794452E+0,3.629058E+0,1.844756E+0,-14.297780E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
1.140463E+3,300.000000E+0,301.060000E+0,0.000000E+0,31.000000E+0,1.799424E+0,4.020840E+0,1.844876E+0,-14.297360E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
1.185355E+3,300.000000E+0,301.060000E+0,0.000000E+0,31.000000E+0,1.799726E+0,3.545354E+0,1.844372E+0,-14.316740E+0,2.650000E+0,200.000000E+0,0.000000E+0,35.000000E+0,3.000000E+0,1.000000E+0
