Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0004,
Sample Interval,4e-06,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.2
Label,,
TIME,CH1,CH2
-4.200e-04,0.36,0.06
-4.160e-04,0.52,0.084
-4.120e-04,0.36,0.06
-4.080e-04,0.52,0.084
-4.040e-04,0.52,0.076
-4.000e-04,0.6,0.084
-3.960e-04,0.68,0.1
-3.920e-04,0.64,0.092
-3.880e-04,0.72,0.108
-3.840e-04,0.84,0.108
-3.800e-04,0.84,0.132
-3.760e-04,0.92,0.132
-3.720e-04,0.96,0.156
-3.680e-04,0.96,0.132
-3.640e-04,1.04,0.156
-3.600e-04,1.16,0.172
-3.560e-04,1.16,0.156
-3.520e-04,1.24,0.172
-3.480e-04,1.24,0.18
-3.440e-04,1.24,0.172
-3.400e-04,1.24,0.172
-3.360e-04,1.24,0.164
-3.320e-04,1.24,0.188
-3.280e-04,1.24,0.204
-3.240e-04,1.2,0.172
-3.200e-04,1.24,0.172
-3.160e-04,1.2,0.196
-3.120e-04,1.12,0.18
-3.080e-04,1.16,0.172
-3.040e-04,1.16,0.18
-3.000e-04,1.2,0.188
-2.960e-04,1.16,0.188
-2.920e-04,1.24,0.18
-2.880e-04,1.2,0.18
-2.840e-04,1.2,0.18
-2.800e-04,1.16,0.188
-2.760e-04,1.2,0.196
-2.720e-04,1.16,0.18
-2.680e-04,1.2,0.164
-2.640e-04,1.24,0.18
-2.600e-04,1.24,0.18
-2.560e-04,1.16,0.172
-2.520e-04,1.24,0.172
-2.480e-04,1.24,0.18
-2.440e-04,1.28,0.188
-2.400e-04,1.24,0.148
-2.360e-04,1.16,0.188
-2.320e-04,1.28,0.172
-2.280e-04,1.2,0.196
-2.240e-04,1.2,0.18
-2.200e-04,1.28,0.172
-2.160e-04,1.24,0.188
-2.120e-04,1.2,0.172
-2.080e-04,1.2,0.18
-2.040e-04,1.24,0.18
-2.000e-04,1.28,0.196
-1.960e-04,1.16,0.172
-1.920e-04,1.28,0.172
-1.880e-04,1.2,0.188
-1.840e-04,1.24,0.18
-1.800e-04,1.24,0.172
-1.760e-04,1.24,0.196
-1.720e-04,1.24,0.188
-1.680e-04,1.2,0.18
-1.640e-04,1.16,0.188
-1.600e-04,1.2,0.172
-1.560e-04,1.12,0.196
-1.520e-04,1.2,0.18
-1.480e-04,1.24,0.188
-1.440e-04,1.12,0.164
-1.400e-04,1.28,0.196
-1.360e-04,1.2,0.196
-1.320e-04,1.28,0.18
-1.280e-04,1.24,0.164
-1.240e-04,1.12,0.164
-1.200e-04,1.28,0.172
-1.160e-04,1.2,0.18
-1.120e-04,1.16,0.188
-1.080e-04,1.24,0.196
-1.040e-04,1.24,0.196
-1.000e-04,1.28,0.172
-9.600e-05,1.24,0.18
-9.200e-05,1.28,0.18
-8.800e-05,1.24,0.196
-8.400e-05,1.2,0.18
-8.000e-05,1.2,0.196
-7.600e-05,1.24,0.172
-7.200e-05,1.16,0.164
-6.800e-05,1.2,0.18
-6.400e-05,1.28,0.172
-6.000e-05,1.16,0.18
-5.600e-05,1.28,0.164
-5.200e-05,1.28,0.164
-4.800e-05,1.24,0.18
-4.400e-05,1.16,0.196
-4.000e-05,1.28,0.196
-3.600e-05,1.4,0.204
-3.200e-05,1.4,0.196
-2.800e-05,1.48,0.236
-2.400e-05,1.56,0.236
-2.000e-05,1.52,0.244
-1.600e-05,1.6,0.26
-1.200e-05,1.76,0.26
-8.000e-06,1.72,0.252
-4.000e-06,1.84,0.284
-7.979e-19,1.96,0.308
4.000e-06,1.96,0.292
8.000e-06,2.08,0.308
1.200e-05,2.16,0.324
1.600e-05,2.16,0.324
2.000e-05,2.28,0.348
2.400e-05,2.28,0.364
2.800e-05,2.28,0.348
3.200e-05,2.44,0.348
3.600e-05,2.44,0.372
4.000e-05,2.52,0.372
4.400e-05,2.52,0.412
4.800e-05,2.64,0.428
5.200e-05,2.64,0.404
5.600e-05,2.68,0.42
6.000e-05,2.84,0.444
6.400e-05,2.8,0.436
6.800e-05,2.92,0.46
7.200e-05,2.96,0.452
7.600e-05,3,0.476
8.000e-05,3.04,0.492
8.400e-05,3.04,0.484
8.800e-05,3.2,0.5
9.200e-05,3.24,0.524
9.600e-05,3.2,0.524
1.000e-04,3.32,0.54
1.040e-04,3.4,0.548
1.080e-04,3.48,0.548
1.120e-04,3.48,0.58
1.160e-04,3.64,0.596
1.200e-04,3.64,0.588
1.240e-04,3.72,0.596
1.280e-04,3.72,0.604
1.320e-04,3.72,0.62
1.360e-04,3.76,0.628
1.400e-04,3.96,0.66
1.440e-04,3.92,0.652
1.480e-04,4.04,0.676
1.520e-04,4.08,0.668
1.560e-04,4.08,0.66
1.600e-04,4.08,0.668
1.640e-04,3.96,0.66
1.680e-04,4.08,0.668
1.720e-04,4.12,0.668
1.760e-04,4,0.668
1.800e-04,4.04,0.668
1.840e-04,4,0.66
1.880e-04,4.12,0.66
1.920e-04,4.04,0.668
1.960e-04,4.04,0.692
2.000e-04,4,0.684
2.040e-04,4.04,0.684
2.080e-04,4.04,0.668
2.120e-04,4.04,0.652
