Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,Vac (mV),Vdc (mV),V_Arduino (V),P,I,D
3.038758E+3,258.547815E+0,261.880000E+0,-1.554542E+0,30.000000E+0,38.849380E+3,-1.144653E+0,1.744696E+3,-86.898520E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.083656E+3,257.050963E+0,260.190000E+0,-2.002387E+0,27.000000E+0,39.822900E+3,-980.725000E-3,1.747458E+3,-86.880760E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.128556E+3,255.554344E+0,258.680000E+0,-2.329876E+0,26.000000E+0,39.299240E+3,-305.240860E-3,1.745970E+3,-86.931880E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.173472E+3,254.057692E+0,257.210000E+0,-2.387763E+0,25.000000E+0,39.901740E+3,-1.122856E+0,1.747772E+3,-86.893720E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.218355E+3,252.560506E+0,255.640000E+0,-2.322844E+0,20.000000E+0,40.560180E+3,-8.149200E-3,1.746996E+3,-86.933240E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.263258E+3,251.064387E+0,254.550000E+0,-2.175813E+0,17.000000E+0,40.864600E+3,-228.324200E-3,1.748142E+3,-86.930900E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.308151E+3,250.000000E+0,253.190000E+0,-2.053362E+0,18.000000E+0,41.438360E+3,-155.422400E-3,1.747728E+3,-87.005340E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.353081E+3,250.000000E+0,251.310000E+0,-1.933171E+0,26.000000E+0,41.827940E+3,-227.000280E-3,1.748744E+3,-87.027000E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.397957E+3,250.000000E+0,249.810000E+0,-1.815266E+0,51.000000E+0,42.115200E+3,-1.139137E+0,1.747342E+3,-86.999040E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.442857E+3,250.000000E+0,249.260000E+0,-1.859617E+0,51.000000E+0,41.797740E+3,-99.453700E-3,1.748002E+3,-87.124760E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.487756E+3,250.000000E+0,249.710000E+0,-2.019831E+0,41.000000E+0,42.667020E+3,-1.513454E+0,1.746920E+3,-87.109180E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.532678E+3,250.000000E+0,250.330000E+0,-1.930842E+0,39.000000E+0,42.365460E+3,-1.402592E+0,1.748716E+3,-87.066240E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.577591E+3,250.000000E+0,250.500000E+0,-1.231696E+0,43.000000E+0,43.255020E+3,-1.361484E+0,1.747406E+3,-87.076220E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.622953E+3,250.000000E+0,250.500000E+0,-240.712185E-3,43.000000E+0,42.289600E+3,-584.253400E-3,1.748080E+3,-87.036780E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.667821E+3,250.000000E+0,250.500000E+0,391.859026E-3,43.000000E+0,42.998040E+3,120.842000E-3,1.747328E+3,-87.030260E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.712719E+3,250.000000E+0,250.500000E+0,451.793584E-3,43.000000E+0,43.003480E+3,-268.923400E-3,1.751388E+3,-87.076940E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.758117E+3,250.000000E+0,250.500000E+0,213.542314E-3,45.000000E+0,43.104000E+3,-216.319980E-3,1.748068E+3,-87.112620E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
3.803005E+3,250.000000E+0,250.600000E+0,37.662629E-3,44.000000E+0,43.262240E+3,-177.328400E-3,1.748268E+3,-87.063440E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.099572E+3,249.103748E+0,250.600000E+0,0.000000E+0,43.000000E+0,42.862140E+3,-790.132200E-3,1.749670E+3,-87.119200E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.144485E+3,249.103748E+0,250.600000E+0,22.152034E-3,31.000000E+0,44.343480E+3,-565.443600E-3,1.756678E+3,-87.125500E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.189387E+3,247.606662E+0,250.330000E+0,20.297726E-3,47.000000E+0,43.824780E+3,-485.666600E-3,1.757884E+3,-87.134840E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.234291E+3,246.109943E+0,249.530000E+0,20.297726E-3,24.000000E+0,43.197500E+3,-174.815200E-3,1.757930E+3,-87.102160E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.279183E+3,244.613124E+0,248.830000E+0,-61.978472E-3,14.000000E+0,43.509020E+3,-786.062400E-3,1.758432E+3,-87.138660E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.324088E+3,243.116739E+0,247.430000E+0,-298.415230E-3,13.000000E+0,45.043880E+3,-877.641812E-3,1.759056E+3,-87.171800E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.368992E+3,241.619886E+0,245.620000E+0,-632.505330E-3,12.000000E+0,44.139900E+3,570.037200E-3,1.759284E+3,-87.232420E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.413894E+3,240.123101E+0,243.730000E+0,-1.040102E+0,14.000000E+0,45.725000E+3,-1.550922E+0,1.758992E+3,-87.220740E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.458791E+3,238.626348E+0,241.960000E+0,-1.516660E+0,15.000000E+0,44.808100E+3,178.919580E-3,1.757480E+3,-87.271820E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.503696E+3,237.129796E+0,240.360000E+0,-2.006567E+0,14.000000E+0,45.654600E+3,-1.249941E+0,1.759154E+3,-87.262500E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.548595E+3,235.632977E+0,238.870000E+0,-2.353999E+0,11.000000E+0,46.013900E+3,-1.033059E+0,1.759406E+3,-87.290600E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.593485E+3,234.136325E+0,237.460000E+0,-2.389697E+0,7.000000E+0,46.477480E+3,-98.434200E-3,1.759694E+3,-87.326420E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.638401E+3,232.640006E+0,236.010000E+0,-2.253864E+0,7.000000E+0,47.137200E+3,-649.116200E-3,1.759098E+3,-87.378720E+0,200.000000E+0,0.000000E+0,2.413500E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.683285E+3,231.142787E+0,234.630000E+0,-2.084669E+0,2.000000E+0,47.789940E+3,-1.260211E+0,1.745716E+3,-87.371380E+0,200.000000E+0,0.000000E+0,2.180500E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.728187E+3,230.000000E+0,233.350000E+0,-1.971050E+0,0.000000E+0,47.665780E+3,502.350400E-3,1.746656E+3,-87.381700E+0,200.000000E+0,0.000000E+0,1.889250E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.773098E+3,230.000000E+0,232.010000E+0,-1.913174E+0,2.000000E+0,47.855540E+3,470.044800E-3,1.746656E+3,-87.390440E+0,200.000000E+0,0.000000E+0,1.481500E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.818019E+3,230.000000E+0,230.430000E+0,-1.859735E+0,19.000000E+0,48.856520E+3,-1.814442E+0,1.745256E+3,-87.407940E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.862891E+3,230.000000E+0,229.030000E+0,-1.806241E+0,42.000000E+0,49.201360E+3,-343.892000E-3,1.747004E+3,-87.437140E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.907796E+3,230.000000E+0,228.650000E+0,-1.826061E+0,43.000000E+0,50.108240E+3,-384.929400E-3,1.746944E+3,-87.438120E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.952690E+3,230.000000E+0,229.330000E+0,-1.897290E+0,31.000000E+0,50.490580E+3,33.064000E-3,1.746706E+3,-87.489300E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
4.997593E+3,230.000000E+0,230.190000E+0,-1.710394E+0,29.000000E+0,49.808540E+3,-64.539200E-3,1.746760E+3,-87.463860E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
5.042494E+3,230.000000E+0,230.430000E+0,-993.469548E-3,33.000000E+0,50.015120E+3,-1.193963E+0,1.747376E+3,-87.482420E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
5.087896E+3,230.000000E+0,230.350000E+0,13.273644E-3,35.000000E+0,51.376800E+3,-1.081234E+0,1.746788E+3,-87.471700E+0,200.000000E+0,0.000000E+0,2.650000E+0,50.000000E+0,5.000000E+0,1.000000E+0
