Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
25.000000E+0,1.594905E+0,805.000000E-6,221.155500E-3,948.500000E-6,100.000000E+0
30.000000E+0,1.630415E+0,6.955000E-3,185.857000E-3,995.000000E-6,100.000000E+0
40.000000E+0,1.654615E+0,1.315000E-3,138.172000E-3,449.000000E-6,100.000000E+0
50.000000E+0,1.701305E+0,175.000001E-6,110.465500E-3,49.500000E-6,100.000000E+0
60.000000E+0,1.825690E+0,6.270000E-3,46.931550E-3,922.750000E-6,100.000000E+0
75.000000E+0,1.828945E+0,3.855000E-3,38.620010E-3,35.303490E-3,100.000000E+0
100.000000E+0,1.993095E+0,3.555000E-3,45.751600E-3,3.430000E-3,100.000000E+0
120.000000E+0,1.968065E+0,33.475000E-3,37.772850E-3,23.294850E-3,100.000000E+0
150.000000E+0,1.968600E+0,15.450000E-3,-17.603900E-3,54.381100E-3,100.000000E+0
200.000000E+0,2.141405E+0,20.715000E-3,-20.791980E-3,13.577820E-3,100.000000E+0
250.000000E+0,2.037495E+0,14.575000E-3,25.188700E-3,4.747400E-3,100.000000E+0
300.000000E+0,2.041885E+0,2.505000E-3,-17.499500E-3,425.600000E-6,100.000000E+0
400.000000E+0,2.225695E+0,745.000001E-6,15.752900E-3,779.000000E-6,100.000000E+0
500.000000E+0,2.093020E+0,1.560000E-3,-35.914600E-3,829.600000E-6,100.000000E+0
600.000000E+0,2.045700E+0,1.190000E-3,-56.695500E-3,6.466200E-3,100.000000E+0
750.000000E+0,2.082705E+0,3.325000E-3,-35.979150E-3,1.973950E-3,100.000000E+0
1.000000E+3,2.226010E+0,440.000001E-6,3.422130E-3,85.930000E-6,100.000000E+0
1.200000E+3,2.162455E+0,275.000001E-6,-14.296900E-3,44.400000E-6,100.000000E+0
1.500000E+3,2.224265E+0,1.785000E-3,-3.358795E-3,769.565000E-6,100.000000E+0
2.000000E+3,2.222610E+0,200.000002E-6,-8.409735E-3,611.395000E-6,100.000000E+0
2.500000E+3,2.224445E+0,264.999997E-6,-11.343450E-3,514.150000E-6,100.000000E+0
3.000000E+3,2.225060E+0,430.000000E-6,-15.628250E-3,152.950000E-6,100.000000E+0
4.000000E+3,2.223610E+0,290.000001E-6,-20.227600E-3,150.200000E-6,100.000000E+0
5.000000E+3,2.222245E+0,505.000000E-6,-26.561250E-3,273.850000E-6,100.000000E+0
6.000000E+3,2.222405E+0,274.999998E-6,-32.462100E-3,159.000000E-6,100.000000E+0
7.500000E+3,2.219180E+0,399.999999E-6,-39.916950E-3,583.350000E-6,100.000000E+0
10.000000E+3,2.220180E+0,60.000002E-6,-49.947050E-3,142.550000E-6,100.000000E+0
12.000000E+3,2.213770E+0,340.000001E-6,-60.613950E-3,163.850000E-6,100.000000E+0
15.000000E+3,2.209900E+0,650.000000E-6,-73.613000E-3,668.300000E-6,100.000000E+0
20.000000E+3,2.215905E+0,174.999998E-6,-94.833700E-3,342.400000E-6,100.000000E+0
25.000000E+3,2.201250E+0,450.000001E-6,-110.255500E-3,303.500000E-6,100.000000E+0
30.000000E+3,2.198865E+0,535.000001E-6,-126.810500E-3,988.500000E-6,100.000000E+0
40.000000E+3,2.216715E+0,145.000004E-6,-186.100500E-3,52.500000E-6,100.000000E+0
50.000000E+3,2.193645E+0,204.999999E-6,-197.644000E-3,394.000000E-6,100.000000E+0
60.000000E+3,2.194405E+0,185.000004E-6,-235.841500E-3,183.500000E-6,100.000000E+0
75.000000E+3,2.193555E+0,735.000000E-6,-296.702000E-3,655.000000E-6,100.000000E+0
100.000000E+3,2.189415E+0,695.000000E-6,-397.732500E-3,272.500000E-6,100.000000E+0
120.000000E+3,2.182750E+0,1.270000E-3,-482.313500E-3,662.500000E-6,100.000000E+0
150.000000E+3,2.166090E+0,230.000002E-6,-606.575500E-3,595.500000E-6,100.000000E+0
200.000000E+3,2.116945E+0,1.025000E-3,-953.038500E-3,915.500000E-6,100.000000E+0
