Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
13 35 04,300.57,295.0,0.0,0.0017352312666666667,0.001,1.7352312666666667,0.0017352312666666667,0.001,1.7352312666666667
13 35 08,300.57,295.0,0.0,0.0018274898666666665,0.001,1.8274898666666664,0.0018274898666666665,0.001,1.8274898666666664
13 35 13,300.57,295.0,0.0,0.0018130112666666668,0.001,1.813011266666667,0.0018130112666666668,0.001,1.813011266666667
13 35 18,300.57,295.0,0.0,0.0018156241666666666,0.001,1.8156241666666666,0.0018156241666666666,0.001,1.8156241666666666
13 35 22,300.57,295.0,0.0,0.0017940527833333333,0.001,1.7940527833333333,0.0017940527833333333,0.001,1.7940527833333333
13 35 27,300.57,295.0,0.0,0.0017731644500000004,0.001,1.7731644500000003,0.0017731644500000004,0.001,1.7731644500000003
13 35 32,300.57,295.0,0.0,0.0017870362,0.001,1.7870362,0.0017870362,0.001,1.7870362
13 35 37,300.57,295.0,0.0,0.0017534867499999999,0.001,1.7534867499999998,0.0017534867499999999,0.001,1.7534867499999998
13 35 41,300.57,295.0,0.0,0.0017430001833333333,0.001,1.7430001833333333,0.0017430001833333333,0.001,1.7430001833333333
13 35 46,300.57,295.0,0.0,0.0017625753000000003,0.001,1.7625753000000002,0.0017625753000000003,0.001,1.7625753000000002
13 35 51,300.57,295.0,0.0,0.00182150045,0.001,1.8215004499999998,0.00182150045,0.001,1.8215004499999998
13 35 55,300.22,295.0,0.0,0.0018205744166666666,0.001,1.8205744166666666,0.0018205744166666666,0.001,1.8205744166666666
13 41 17,300.11,295.0,0.0,0.0017894090833333336,0.001,1.7894090833333336,0.0017894090833333336,0.001,1.7894090833333336
13 41 22,300.11,295.0,0.0,0.0018543507666666668,0.001,1.8543507666666668,0.0018543507666666668,0.001,1.8543507666666668
13 41 26,300.22,295.0,0.0,0.0018443534666666664,0.001,1.8443534666666663,0.0018443534666666664,0.001,1.8443534666666663
13 41 31,300.22,295.0,0.0,0.0018801691333333334,0.001,1.8801691333333335,0.0018801691333333334,0.001,1.8801691333333335
