Tiempo (s),Setpoint (K),Temperatura (K),dT/dt (K/min),Potencia_LS (%),Z_40Hz (Ohm),Fase_40Hz,Z_50kHz (Ohm),Fase_50kHz,V_Arduino (V),Vac (mV),Vdc (mV),P,I,D
30.517746E+0,290.000000E+0,299.640000E+0,NaN,0.000000E+0,1.757926E+0,3.937054E+0,1.766110E+0,-17.625220E+0,2.650000E+0,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
75.845338E+0,290.000000E+0,299.390000E+0,NaN,0.000000E+0,1.758102E+0,3.924594E+0,1.766484E+0,-17.622780E+0,2.650000E+0,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
120.787909E+0,290.377730E+0,299.160000E+0,NaN,0.000000E+0,1.760490E+0,3.913038E+0,1.767002E+0,-17.620920E+0,2.650000E+0,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
417.367872E+0,296.261914E+0,297.760000E+0,NaN,0.000000E+0,1.758428E+0,3.883040E+0,1.769548E+0,-17.611640E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
462.274441E+0,296.261914E+0,297.640000E+0,NaN,0.000000E+0,1.761226E+0,3.885788E+0,1.769988E+0,-17.614140E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
507.159008E+0,294.765029E+0,297.410000E+0,NaN,0.000000E+0,1.761360E+0,3.930100E+0,1.770862E+0,-17.612540E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
552.068577E+0,293.268876E+0,297.300000E+0,1.283002E+0,0.000000E+0,1.762894E+0,3.905476E+0,1.772678E+0,-17.599700E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
596.927143E+0,291.771891E+0,297.070000E+0,1.311391E+0,0.000000E+0,1.766802E+0,3.911696E+0,1.775826E+0,-17.599740E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
641.802709E+0,290.276605E+0,296.950000E+0,516.453425E-3,0.000000E+0,1.771240E+0,3.899336E+0,1.782666E+0,-17.552960E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
686.691277E+0,288.780753E+0,296.720000E+0,-229.438184E-3,0.000000E+0,1.779150E+0,3.883410E+0,1.791272E+0,-17.528480E+0,700.000000E-3,200.000000E+0,0.000000E+0,40.000000E+0,3.000000E+0,1.000000E+0
