Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-06,
Sample Interval,2e-08,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.5
Label,,
TIME,CH1,CH3
-7.640e-06,0.01,0.01
-7.620e-06,0.01,-0.01
-7.600e-06,-0.03,-0.01
-7.580e-06,0.01,0.01
-7.560e-06,-0.01,0.01
-7.540e-06,-0.01,0.01
-7.520e-06,-0.01,-0.01
-7.500e-06,0.01,0.01
-7.480e-06,-0.01,0.01
-7.460e-06,-0.01,0.01
-7.440e-06,-0.01,-0.01
-7.420e-06,0.03,0.03
-7.400e-06,0.03,0.01
-7.380e-06,0.01,-0.01
-7.360e-06,0.03,0.01
-7.340e-06,-0.01,-0.01
-7.320e-06,0.03,0.01
-7.300e-06,0.01,0.01
-7.280e-06,0.01,0.01
-7.260e-06,-0.01,0.01
-7.240e-06,-0.01,0.01
-7.220e-06,-0.01,0.01
-7.200e-06,-0.01,0.03
-7.180e-06,-0.01,0.01
-7.160e-06,0.01,0.05
-7.140e-06,-0.01,0.01
-7.120e-06,-0.01,0.01
-7.100e-06,0.03,0.01
-7.080e-06,-0.01,0.01
-7.060e-06,-0.01,0.01
-7.040e-06,-0.01,-0.01
-7.020e-06,-0.01,-0.01
-7.000e-06,-0.03,0.01
-6.980e-06,-0.01,0.01
-6.960e-06,0.05,0.01
-6.940e-06,0.01,0.01
-6.920e-06,-0.01,0.03
-6.900e-06,0.01,0.03
-6.880e-06,0.01,0.03
-6.860e-06,-0.01,-0.01
-6.840e-06,-0.01,-0.01
-6.820e-06,-0.01,-0.01
-6.800e-06,-0.01,0.01
-6.780e-06,-0.01,-0.01
-6.760e-06,-0.01,0.01
-6.740e-06,0.01,0.03
-6.720e-06,0.01,0.03
-6.700e-06,-0.01,0.01
-6.680e-06,0.01,0.01
-6.660e-06,0.01,0.01
-6.640e-06,0.03,0.03
-6.620e-06,-0.01,-0.01
-6.600e-06,0.01,0.01
-6.580e-06,-0.01,-0.03
-6.560e-06,0.01,0.03
-6.540e-06,0.01,0.01
-6.520e-06,0.01,0.01
-6.500e-06,0.03,0.01
-6.480e-06,0.03,0.01
-6.460e-06,-0.01,-0.01
-6.440e-06,0.01,-0.01
-6.420e-06,-0.01,-0.01
-6.400e-06,-0.01,0.01
-6.380e-06,0.01,-0.01
-6.360e-06,0.01,0.01
-6.340e-06,-0.01,0.01
-6.320e-06,0.03,-0.01
-6.300e-06,-0.01,0.03
-6.280e-06,-0.01,0.05
-6.260e-06,-0.01,0.03
-6.240e-06,-0.01,0.01
-6.220e-06,-0.01,-0.01
-6.200e-06,0.03,0.01
-6.180e-06,-0.01,0.01
-6.160e-06,-0.01,0.01
-6.140e-06,-0.01,0.01
-6.120e-06,-0.01,0.01
-6.100e-06,-0.01,0.01
-6.080e-06,-0.01,-0.01
-6.060e-06,0.01,0.01
-6.040e-06,-0.03,-0.01
-6.020e-06,0.01,0.01
-6.000e-06,-0.01,-0.03
-5.980e-06,-0.01,-0.01
-5.960e-06,0.01,-0.01
-5.940e-06,0.01,0.03
-5.920e-06,-0.01,0.01
-5.900e-06,0.01,0.01
-5.880e-06,-0.01,-0.01
-5.860e-06,0.01,0.01
-5.840e-06,-0.01,0.01
-5.820e-06,0.01,-0.01
-5.800e-06,-0.01,-0.01
-5.780e-06,-0.01,0.03
-5.760e-06,-0.01,-0.01
-5.740e-06,-0.01,0.01
-5.720e-06,-0.01,-0.01
-5.700e-06,0.01,-0.01
-5.680e-06,-0.01,0.01
-5.660e-06,-0.01,0.01
-5.640e-06,0.01,-0.01
-5.620e-06,0.01,0.01
-5.600e-06,-0.01,-0.01
-5.580e-06,0.01,-0.01
-5.560e-06,-0.01,0.01
-5.540e-06,0.01,0.03
-5.520e-06,-0.01,0.01
-5.500e-06,0.01,0.03
-5.480e-06,0.01,0.01
-5.460e-06,0.01,0.01
-5.440e-06,0.03,0.01
-5.420e-06,0.05,0.01
-5.400e-06,-0.01,0.01
-5.380e-06,-0.01,0.01
-5.360e-06,-0.01,0.01
-5.340e-06,-0.01,0.01
-5.320e-06,0.01,0.01
-5.300e-06,0.01,0.01
-5.280e-06,-0.01,0.01
-5.260e-06,0.03,0.01
-5.240e-06,0.01,0.01
-5.220e-06,-0.01,0.01
-5.200e-06,0.01,-0.01
-5.180e-06,0.03,0.03
-5.160e-06,0.01,0.01
-5.140e-06,0.03,0.03
-5.120e-06,-0.01,-0.01
-5.100e-06,-0.01,0.01
-5.080e-06,-0.01,0.01
-5.060e-06,-0.01,0.01
-5.040e-06,0.01,0.01
-5.020e-06,0.01,0.01
-5.000e-06,-0.01,0.01
-4.980e-06,0.01,0.01
-4.960e-06,-0.01,-0.01
-4.940e-06,0.01,-0.01
-4.920e-06,-0.01,-0.01
-4.900e-06,-0.01,0.01
-4.880e-06,0.01,0.03
-4.860e-06,0.01,0.01
-4.840e-06,-0.01,0.01
-4.820e-06,0.01,0.03
-4.800e-06,-0.01,0.01
-4.780e-06,0.01,0.01
-4.760e-06,-0.01,-0.01
-4.740e-06,-0.01,0.01
-4.720e-06,0.01,-0.01
-4.700e-06,-0.01,-0.01
-4.680e-06,-0.01,0.01
-4.660e-06,-0.01,0.01
-4.640e-06,0.01,0.03
-4.620e-06,0.01,0.01
-4.600e-06,-0.01,0.01
-4.580e-06,0.01,-0.01
-4.560e-06,-0.01,-0.01
-4.540e-06,-0.01,-0.01
-4.520e-06,-0.01,0.03
-4.500e-06,-0.01,0.01
-4.480e-06,-0.01,-0.01
-4.460e-06,0.01,-0.01
-4.440e-06,-0.01,0.01
-4.420e-06,0.01,0.01
-4.400e-06,-0.01,0.05
-4.380e-06,-0.01,0.05
-4.360e-06,0.03,-0.01
-4.340e-06,-0.01,-0.01
-4.320e-06,-0.01,0.01
-4.300e-06,-0.01,0.01
-4.280e-06,-0.01,0.01
-4.260e-06,-0.01,0.01
-4.240e-06,-0.01,0.03
-4.220e-06,0.01,0.03
-4.200e-06,0.03,0.01
-4.180e-06,-0.01,0.01
-4.160e-06,-0.01,-0.01
-4.140e-06,-0.01,0.01
-4.120e-06,-0.01,0.01
-4.100e-06,0.01,0.01
-4.080e-06,-0.01,-0.01
-4.060e-06,-0.01,0.01
-4.040e-06,-0.01,0.03
-4.020e-06,0.05,0.01
-4.000e-06,0.03,-0.01
-3.980e-06,0.03,0.03
-3.960e-06,-0.01,0.01
-3.940e-06,-0.01,-0.01
-3.920e-06,-0.01,-0.01
-3.900e-06,-0.01,0.01
-3.880e-06,-0.01,-0.01
-3.860e-06,-0.01,-0.01
-3.840e-06,0.01,-0.01
-3.820e-06,-0.01,-0.01
-3.800e-06,0.01,0.01
-3.780e-06,0.01,0.01
-3.760e-06,-0.01,0.01
-3.740e-06,0.03,0.01
-3.720e-06,-0.01,0.01
-3.700e-06,-0.01,-0.01
-3.680e-06,0.03,-0.01
-3.660e-06,0.01,0.01
-3.640e-06,0.01,0.03
-3.620e-06,0.01,-0.01
-3.600e-06,-0.01,0.01
-3.580e-06,-0.01,-0.01
-3.560e-06,0.01,0.01
-3.540e-06,0.01,-0.01
-3.520e-06,-0.03,-0.01
-3.500e-06,-0.01,0.01
-3.480e-06,-0.01,0.01
-3.460e-06,-0.01,0.01
-3.440e-06,-0.01,0.01
-3.420e-06,-0.01,0.01
-3.400e-06,-0.01,0.01
-3.380e-06,-0.01,0.01
-3.360e-06,0.01,0.01
-3.340e-06,0.01,0.01
