Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-06,
Sample Interval,1e-08,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,1
Label,,
TIME,CH1,CH3
-1.570e-06,-0.04,-0.02
-1.560e-06,0.04,0.02
-1.550e-06,-0.04,0.02
-1.540e-06,-0.04,0.02
-1.530e-06,0.04,0.02
-1.520e-06,-0.04,0.1
-1.510e-06,0.12,0.02
-1.500e-06,0.04,0.06
-1.490e-06,-0.04,-0.02
-1.480e-06,0.04,0.02
-1.470e-06,-0.04,0.02
-1.460e-06,-0.04,0.06
-1.450e-06,0.04,0.02
-1.440e-06,-0.04,0.02
-1.430e-06,0.04,-0.02
-1.420e-06,-0.04,0.02
-1.410e-06,-0.04,0.02
-1.400e-06,0.04,0.02
-1.390e-06,0.04,0.02
-1.380e-06,0.12,0.06
-1.370e-06,-0.04,0.02
-1.360e-06,-0.04,0.02
-1.350e-06,0.04,0.02
-1.340e-06,-0.04,0.02
-1.330e-06,0.12,0.02
-1.320e-06,-0.04,0.02
-1.310e-06,-0.04,0.02
-1.300e-06,-0.04,-0.02
-1.290e-06,0.04,0.06
-1.280e-06,0.12,0.02
-1.270e-06,0.04,0.02
-1.260e-06,0.04,-0.02
-1.250e-06,0.04,0.02
-1.240e-06,0.04,0.02
-1.230e-06,-0.04,0.02
-1.220e-06,-0.04,0.06
-1.210e-06,0.12,0.02
-1.200e-06,0.12,0.02
-1.190e-06,0.12,0.1
-1.180e-06,0.04,0.06
-1.170e-06,0.04,0.02
-1.160e-06,0.04,-0.06
-1.150e-06,-0.04,0.06
-1.140e-06,0.12,0.02
-1.130e-06,-0.04,0.02
-1.120e-06,0.04,0.06
-1.110e-06,-0.04,-0.02
-1.100e-06,0.04,0.02
-1.090e-06,-0.04,0.06
-1.080e-06,0.12,0.02
-1.070e-06,-0.04,0.02
-1.060e-06,-0.04,-0.02
-1.050e-06,0.12,0.06
-1.040e-06,0.04,0.02
-1.030e-06,0.04,0.02
-1.020e-06,0.04,0.02
-1.010e-06,-0.04,0.02
-1.000e-06,0.04,0.02
-9.900e-07,0.04,-0.02
-9.800e-07,0.04,-0.02
-9.700e-07,-0.04,0.06
-9.600e-07,0.04,-0.06
-9.500e-07,0.04,0.02
-9.400e-07,-0.04,0.02
-9.300e-07,0.12,-0.02
-9.200e-07,-0.04,-0.06
-9.100e-07,-0.12,0.02
-9.000e-07,0.04,0.02
-8.900e-07,-0.04,-0.02
-8.800e-07,-0.04,0.02
-8.700e-07,-0.04,0.02
-8.600e-07,0.04,0.02
-8.500e-07,-0.04,0.02
-8.400e-07,-0.04,-0.02
-8.300e-07,0.04,0.02
-8.200e-07,-0.04,0.02
-8.100e-07,0.04,0.02
-8.000e-07,-0.04,0.02
-7.900e-07,-0.04,-0.02
-7.800e-07,-0.04,0.06
-7.700e-07,-0.04,0.02
-7.600e-07,-0.04,0.02
-7.500e-07,0.04,0.02
-7.400e-07,0.04,0.02
-7.300e-07,-0.04,0.02
-7.200e-07,-0.04,0.02
-7.100e-07,-0.04,-0.06
-7.000e-07,0.04,-0.02
-6.900e-07,-0.04,0.02
-6.800e-07,0.04,0.02
-6.700e-07,-0.04,0.02
-6.600e-07,0.04,-0.06
-6.500e-07,0.12,0.02
-6.400e-07,-0.04,0.02
-6.300e-07,0.04,0.02
-6.200e-07,0.04,0.02
-6.100e-07,0.04,0.06
-6.000e-07,-0.04,0.02
-5.900e-07,0.12,0.02
-5.800e-07,-0.04,0.02
-5.700e-07,-0.04,0.02
-5.600e-07,0.04,0.02
-5.500e-07,-0.04,0.06
-5.400e-07,-0.04,0.02
-5.300e-07,0.12,0.02
-5.200e-07,-0.04,0.02
-5.100e-07,0.04,0.06
-5.000e-07,-0.04,0.02
-4.900e-07,-0.12,0.06
-4.800e-07,0.04,0.06
-4.700e-07,-0.04,0.02
-4.600e-07,0.04,-0.02
-4.500e-07,0.04,0.02
-4.400e-07,-0.04,0.02
-4.300e-07,-0.04,0.02
-4.200e-07,0.12,-0.02
-4.100e-07,0.12,0.02
-4.000e-07,-0.04,-0.02
-3.900e-07,0.04,0.02
-3.800e-07,-0.04,0.02
-3.700e-07,0.04,0.02
-3.600e-07,0.04,0.02
-3.500e-07,0.04,0.1
-3.400e-07,0.04,0.06
-3.300e-07,0.04,0.06
-3.200e-07,-0.04,0.02
-3.100e-07,0.04,0.06
-3.000e-07,0.2,0.1
-2.900e-07,0.2,0.1
-2.800e-07,0.04,0.02
-2.700e-07,0.12,0.06
-2.600e-07,0.04,0.02
-2.500e-07,0.12,0.1
-2.400e-07,0.28,0.18
-2.300e-07,0.12,0.1
-2.200e-07,0.04,0.14
-2.100e-07,0.28,0.06
-2.000e-07,0.2,0.1
-1.900e-07,0.36,0.06
-1.800e-07,0.36,0.14
-1.700e-07,0.36,0.1
-1.600e-07,0.36,0.14
-1.500e-07,0.52,0.1
-1.400e-07,0.44,0.18
-1.300e-07,0.36,0.14
-1.200e-07,0.44,0.06
-1.100e-07,0.44,0.14
-1.000e-07,0.52,0.14
-9.000e-08,0.44,0.1
-8.000e-08,0.36,0.22
-7.000e-08,0.6,0.22
-6.000e-08,0.68,0.22
-5.000e-08,0.6,0.3
-4.000e-08,0.6,0.26
-3.000e-08,0.6,0.26
-2.000e-08,0.6,0.26
-1.000e-08,0.6,0.3
-5.238e-21,0.68,0.18
1.000e-08,0.68,0.34
2.000e-08,0.68,0.38
3.000e-08,0.76,0.3
4.000e-08,0.68,0.3
5.000e-08,0.76,0.22
6.000e-08,0.84,0.3
7.000e-08,0.84,0.3
8.000e-08,0.84,0.42
9.000e-08,0.84,0.3
1.000e-07,0.76,0.3
1.100e-07,0.92,0.38
1.200e-07,0.84,0.34
1.300e-07,0.92,0.42
1.400e-07,0.92,0.42
1.500e-07,0.92,0.42
1.600e-07,0.92,0.42
1.700e-07,1,0.34
1.800e-07,1,0.38
1.900e-07,1,0.34
2.000e-07,1,0.54
2.100e-07,1.16,0.46
2.200e-07,1.16,0.46
2.300e-07,1.08,0.46
2.400e-07,1.16,0.46
2.500e-07,1.16,0.54
2.600e-07,1.08,0.46
2.700e-07,1.24,0.54
2.800e-07,1.16,0.46
2.900e-07,1.16,0.5
3.000e-07,1.24,0.54
3.100e-07,1.4,0.54
3.200e-07,1.24,0.54
3.300e-07,1.48,0.62
3.400e-07,1.24,0.62
3.500e-07,1.32,0.62
3.600e-07,1.32,0.58
3.700e-07,1.32,0.54
3.800e-07,1.32,0.62
3.900e-07,1.4,0.62
4.000e-07,1.56,0.62
4.100e-07,1.4,0.62
4.200e-07,1.48,0.54
4.300e-07,1.64,0.74
4.400e-07,1.56,0.66
4.500e-07,1.56,0.62
4.600e-07,1.64,0.66
4.700e-07,1.56,0.62
4.800e-07,1.56,0.7
4.900e-07,1.4,0.74
5.000e-07,1.56,0.7
5.100e-07,1.64,0.74
5.200e-07,1.64,0.74
5.300e-07,1.56,0.78
5.400e-07,1.72,0.82
5.500e-07,1.72,0.74
5.600e-07,1.64,0.74
5.700e-07,1.88,0.82
5.800e-07,1.88,0.78
5.900e-07,1.8,0.74
6.000e-07,1.88,0.94
6.100e-07,1.8,0.78
