Model,DPO3034
Firmware Version,2.16

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0001,
Sample Interval,1e-06,
Record Length,1000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,0.5
Label,,
TIME,CH1,CH2
-1.110e-04,0.08,0.02
-1.100e-04,0,-0.02
-1.090e-04,0.16,0.02
-1.080e-04,0,0.02
-1.070e-04,0.16,0.04
-1.060e-04,0.08,0.02
-1.050e-04,0.16,0
-1.040e-04,-0.08,0
-1.030e-04,0.08,-0.02
-1.020e-04,0,0.02
-1.010e-04,0,0.02
-1.000e-04,-0.16,0.02
-9.900e-05,0.08,0.04
-9.800e-05,-0.08,0.02
-9.700e-05,0.08,-0.02
-9.600e-05,0,0.02
-9.500e-05,-0.08,0
-9.400e-05,0,-0.04
-9.300e-05,0,-0.02
-9.200e-05,0,0
-9.100e-05,0.08,-0.02
-9.000e-05,0.08,0.06
-8.900e-05,0,0.02
-8.800e-05,0,0
-8.700e-05,0,-0.02
-8.600e-05,-0.08,0.02
-8.500e-05,0.08,-0.04
-8.400e-05,0,0.02
-8.300e-05,-0.08,0.02
-8.200e-05,-0.08,0.02
-8.100e-05,0,0.02
-8.000e-05,0.16,0.02
-7.900e-05,0,0
-7.800e-05,-0.08,0.02
-7.700e-05,0,0
-7.600e-05,0.08,-0.02
-7.500e-05,0.08,0
-7.400e-05,-0.08,0.02
-7.300e-05,0.16,0.02
-7.200e-05,0.16,0.04
-7.100e-05,0.08,0
-7.000e-05,-0.08,0.02
-6.900e-05,0.08,-0.04
-6.800e-05,-0.16,0.04
-6.700e-05,0,0
-6.600e-05,-0.16,-0.02
-6.500e-05,0.16,0.02
-6.400e-05,0.08,0.02
-6.300e-05,0.08,0.02
-6.200e-05,0,0.02
-6.100e-05,0.08,-0.02
-6.000e-05,0.08,0.02
-5.900e-05,0,0
-5.800e-05,0,0
-5.700e-05,0.08,0.02
-5.600e-05,-0.08,-0.02
-5.500e-05,0,0
-5.400e-05,0,0.02
-5.300e-05,-0.08,0.04
-5.200e-05,0,0
-5.100e-05,0,0
-5.000e-05,0,0
-4.900e-05,0.08,-0.02
-4.800e-05,0.08,0
-4.700e-05,0,-0.02
-4.600e-05,0,0
-4.500e-05,0.08,0.02
-4.400e-05,0,-0.02
-4.300e-05,0,0.04
-4.200e-05,0,0.02
-4.100e-05,0.08,-0.04
-4.000e-05,-0.08,0.02
-3.900e-05,0.08,0.02
-3.800e-05,0,0.02
-3.700e-05,0,-0.02
-3.600e-05,-0.08,0.02
-3.500e-05,0.16,0.04
-3.400e-05,0,0.04
-3.300e-05,0,0
-3.200e-05,0.08,0.04
-3.100e-05,-0.08,0
-3.000e-05,0,-0.04
-2.900e-05,0.08,0
-2.800e-05,0,-0.02
-2.700e-05,0,0.02
-2.600e-05,0.08,0.06
-2.500e-05,-0.08,0.02
-2.400e-05,0.08,0.02
-2.300e-05,0,0.02
-2.200e-05,0.08,0
-2.100e-05,0,-0.02
-2.000e-05,0.08,-0.02
-1.900e-05,-0.08,-0.02
-1.800e-05,0.16,0.06
-1.700e-05,0.16,0.02
-1.600e-05,0.08,0.06
-1.500e-05,0.32,0.08
-1.400e-05,0.32,0.02
-1.300e-05,0.24,0.04
-1.200e-05,0.32,0.1
-1.100e-05,0.4,0.06
-1.000e-05,0.4,0.06
-9.000e-06,0.48,0.1
-8.000e-06,0.48,0.08
-7.000e-06,0.48,0.08
-6.000e-06,0.72,0.14
-5.000e-06,0.64,0.1
-4.000e-06,0.56,0.1
-3.000e-06,0.8,0.08
