time, Ch1, Ch2, Rm, I=Ch2/10000, V=Ch1-Ch2
-1.44000e-05, 0.0400000, 0.0140000, 18571.4, 1.40000e-06, 0.0260000
-1.42000e-05, 0.00000, 0.0140000, -10000.0, 1.40000e-06, -0.0140000
-1.40000e-05, 0.0200000, -0.0340000, -15882.4, -3.40000e-06, 0.0540000
-1.38000e-05, 0.0200000, 0.0260000, -2307.69, 2.60000e-06, -0.00600000
-1.36000e-05, 0.0400000, 0.0140000, 18571.4, 1.40000e-06, 0.0260000
-1.34000e-05, 0.0400000, 0.0140000, 18571.4, 1.40000e-06, 0.0260000
-1.32000e-05, 0.0600000, 0.0100000, 50000.0, 1.00000e-06, 0.0500000
-1.30000e-05, 0.0800000, 0.0220000, 26363.6, 2.20000e-06, 0.0580000
-1.28000e-05, 0.0600000, 0.0340000, 7647.06, 3.40000e-06, 0.0260000
-1.26000e-05, 0.0400000, 0.0300000, 3333.33, 3.00000e-06, 0.0100000
-1.24000e-05, 0.0800000, 0.0500000, 6000.00, 5.00000e-06, 0.0300000
-1.22000e-05, 0.100000, 0.0140000, 61428.6, 1.40000e-06, 0.0860000
-1.20000e-05, 0.0800000, 0.0300000, 16666.7, 3.00000e-06, 0.0500000
-1.18000e-05, 0.100000, 0.0220000, 35454.5, 2.20000e-06, 0.0780000
-1.16000e-05, 0.140000, 0.0340000, 31176.5, 3.40000e-06, 0.106000
-1.14000e-05, 0.140000, 0.0620000, 12580.6, 6.20000e-06, 0.0780000
-1.12000e-05, 0.120000, 0.0380000, 21578.9, 3.80000e-06, 0.0820000
-1.10000e-05, 0.160000, 0.0580000, 17586.2, 5.80000e-06, 0.102000
-1.08000e-05, 0.180000, 0.0500000, 26000.0, 5.00000e-06, 0.130000
-1.06000e-05, 0.140000, 0.0380000, 26842.1, 3.80000e-06, 0.102000
-1.04000e-05, 0.180000, 0.0620000, 19032.3, 6.20000e-06, 0.118000
-1.02000e-05, 0.180000, 0.0660000, 17272.7, 6.60000e-06, 0.114000
-1.00000e-05, 0.180000, 0.0660000, 17272.7, 6.60000e-06, 0.114000
-9.80000e-06, 0.240000, 0.0660000, 26363.6, 6.60000e-06, 0.174000
-9.60000e-06, 0.200000, 0.0820000, 14390.2, 8.20000e-06, 0.118000
-9.40000e-06, 0.200000, 0.0660000, 20303.0, 6.60000e-06, 0.134000
-9.20000e-06, 0.260000, 0.0820000, 21707.3, 8.20000e-06, 0.178000
-9.00000e-06, 0.240000, 0.0700000, 24285.7, 7.00000e-06, 0.170000
-8.80000e-06, 0.240000, 0.0620000, 28709.7, 6.20000e-06, 0.178000
-8.60000e-06, 0.300000, 0.0860000, 24883.7, 8.60000e-06, 0.214000
-8.40000e-06, 0.300000, 0.0860000, 24883.7, 8.60000e-06, 0.214000
-8.20000e-06, 0.260000, 0.0820000, 21707.3, 8.20000e-06, 0.178000
-8.00000e-06, 0.280000, 0.0820000, 24146.3, 8.20000e-06, 0.198000
-7.80000e-06, 0.300000, 0.0900000, 23333.3, 9.00000e-06, 0.210000
-7.60000e-06, 0.300000, 0.0820000, 26585.4, 8.20000e-06, 0.218000
-7.40000e-06, 0.320000, 0.0860000, 27209.3, 8.60000e-06, 0.234000
-7.20000e-06, 0.340000, 0.114000, 19824.6, 1.14000e-05, 0.226000
-7.00000e-06, 0.340000, 0.102000, 23333.3, 1.02000e-05, 0.238000
-6.80000e-06, 0.360000, 0.110000, 22727.3, 1.10000e-05, 0.250000
-6.60000e-06, 0.360000, 0.102000, 25294.1, 1.02000e-05, 0.258000
-6.40000e-06, 0.360000, 0.0860000, 31860.5, 8.60000e-06, 0.274000
-6.20000e-06, 0.400000, 0.114000, 25087.7, 1.14000e-05, 0.286000
-6.00000e-06, 0.400000, 0.110000, 26363.6, 1.10000e-05, 0.290000
-5.80000e-06, 0.400000, 0.102000, 29215.7, 1.02000e-05, 0.298000
-5.60000e-06, 0.420000, 0.102000, 31176.5, 1.02000e-05, 0.318000
-5.40000e-06, 0.420000, 0.106000, 29622.6, 1.06000e-05, 0.314000
-5.20000e-06, 0.400000, 0.122000, 22786.9, 1.22000e-05, 0.278000
-5.00000e-06, 0.460000, 0.106000, 33396.2, 1.06000e-05, 0.354000
-4.80000e-06, 0.420000, 0.134000, 21343.3, 1.34000e-05, 0.286000
-4.60000e-06, 0.460000, 0.122000, 27704.9, 1.22000e-05, 0.338000
-4.40000e-06, 0.520000, 0.134000, 28806.0, 1.34000e-05, 0.386000
-4.20000e-06, 0.480000, 0.130000, 26923.1, 1.30000e-05, 0.350000
-4.00000e-06, 0.460000, 0.130000, 25384.6, 1.30000e-05, 0.330000
-3.80000e-06, 0.520000, 0.142000, 26619.7, 1.42000e-05, 0.378000
-3.60000e-06, 0.500000, 0.134000, 27313.4, 1.34000e-05, 0.366000
-3.40000e-06, 0.540000, 0.142000, 28028.2, 1.42000e-05, 0.398000
-3.20000e-06, 0.560000, 0.134000, 31791.0, 1.34000e-05, 0.426000
-3.00000e-06, 0.560000, 0.154000, 26363.6, 1.54000e-05, 0.406000
-2.80000e-06, 0.560000, 0.138000, 30579.7, 1.38000e-05, 0.422000
-2.60000e-06, 0.560000, 0.166000, 23734.9, 1.66000e-05, 0.394000
-2.40000e-06, 0.560000, 0.162000, 24567.9, 1.62000e-05, 0.398000
-2.20000e-06, 0.580000, 0.138000, 32029.0, 1.38000e-05, 0.442000
-2.00000e-06, 0.580000, 0.158000, 26708.9, 1.58000e-05, 0.422000
-1.80000e-06, 0.620000, 0.150000, 31333.3, 1.50000e-05, 0.470000
-1.60000e-06, 0.600000, 0.154000, 28961.0, 1.54000e-05, 0.446000
-1.40000e-06, 0.660000, 0.174000, 27931.0, 1.74000e-05, 0.486000
-1.20000e-06, 0.640000, 0.186000, 24408.6, 1.86000e-05, 0.454000
-1.00000e-06, 0.640000, 0.170000, 27647.1, 1.70000e-05, 0.470000
-8.00000e-07, 0.660000, 0.190000, 24736.8, 1.90000e-05, 0.470000
-6.00000e-07, 0.680000, 0.190000, 25789.5, 1.90000e-05, 0.490000
-4.00000e-07, 0.700000, 0.170000, 31176.5, 1.70000e-05, 0.530000
-2.00000e-07, 0.680000, 0.170000, 30000.0, 1.70000e-05, 0.510000
-3.93300e-20, 0.700000, 0.194000, 26082.5, 1.94000e-05, 0.506000
2.00000e-07, 0.720000, 0.174000, 31379.3, 1.74000e-05, 0.546000
4.00000e-07, 0.740000, 0.186000, 29784.9, 1.86000e-05, 0.554000
6.00000e-07, 0.760000, 0.186000, 30860.2, 1.86000e-05, 0.574000
8.00000e-07, 0.740000, 0.182000, 30659.3, 1.82000e-05, 0.558000
1.00000e-06, 0.720000, 0.166000, 33373.5, 1.66000e-05, 0.554000
1.20000e-06, 0.720000, 0.170000, 32352.9, 1.70000e-05, 0.550000
1.40000e-06, 0.780000, 0.182000, 32857.1, 1.82000e-05, 0.598000
1.60000e-06, 0.760000, 0.178000, 32696.6, 1.78000e-05, 0.582000
1.80000e-06, 0.780000, 0.234000, 23333.3, 2.34000e-05, 0.546000
2.00000e-06, 0.780000, 0.178000, 33820.2, 1.78000e-05, 0.602000
2.20000e-06, 0.780000, 0.186000, 31935.5, 1.86000e-05, 0.594000
2.40000e-06, 0.820000, 0.202000, 30594.1, 2.02000e-05, 0.618000
2.60000e-06, 0.840000, 0.194000, 33299.0, 1.94000e-05, 0.646000
2.80000e-06, 0.840000, 0.210000, 30000.0, 2.10000e-05, 0.630000
3.00000e-06, 0.900000, 0.222000, 30540.5, 2.22000e-05, 0.678000
3.20000e-06, 0.860000, 0.210000, 30952.4, 2.10000e-05, 0.650000
3.40000e-06, 0.880000, 0.214000, 31121.5, 2.14000e-05, 0.666000
3.60000e-06, 0.900000, 0.222000, 30540.5, 2.22000e-05, 0.678000
