Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,2.807959E+6,4.547726E+6,-477.727500E+3,7.208121E+6,200.000000E+0
25.000000E+0,-326.299500E+3,4.040788E+6,-12.966465E+6,3.564252E+6,200.000000E+0
30.000000E+0,-2.681618E+6,7.155451E+6,-7.500170E+6,12.091876E+6,200.000000E+0
40.000000E+0,-393.507500E+3,2.139283E+6,-799.905000E+3,1.151394E+6,200.000000E+0
50.000000E+0,-654.426500E+3,1.115413E+6,-51.163750E+3,1.725439E+6,200.000000E+0
60.000000E+0,724.797500E+3,2.746800E+6,-2.878452E+6,1.791810E+6,200.000000E+0
75.000000E+0,153.202975E+3,658.531330E+3,-2.940110E+6,474.877591E+3,200.000000E+0
100.000000E+0,-1.135272E+6,1.825859E+6,-1.079536E+6,605.486485E+3,200.000000E+0
120.000000E+0,-563.028000E+3,306.176186E+3,-3.181405E+6,494.646237E+3,200.000000E+0
150.000000E+0,194.370500E+3,886.226578E+3,-2.706840E+6,366.882567E+3,200.000000E+0
200.000000E+0,130.644150E+3,102.315887E+3,-1.682790E+6,82.874318E+3,200.000000E+0
250.000000E+0,201.894725E+3,107.741077E+3,-1.320232E+6,108.453520E+3,200.000000E+0
300.000000E+0,-550.150000E+0,29.232106E+3,-1.164282E+6,26.505433E+3,200.000000E+0
400.000000E+0,-98.814000E+0,26.980212E+3,-883.130250E+3,14.877871E+3,200.000000E+0
500.000000E+0,-5.405278E+3,20.998472E+3,-677.950000E+3,18.351082E+3,200.000000E+0
600.000000E+0,-14.635623E+3,9.744020E+3,-566.131500E+3,6.209078E+3,200.000000E+0
750.000000E+0,6.714292E+3,5.554923E+3,-456.674750E+3,3.994551E+3,200.000000E+0
1.000000E+3,6.626122E+3,3.819467E+3,-343.172000E+3,3.762976E+3,200.000000E+0
1.200000E+3,2.986572E+3,653.943543E+0,-285.258250E+3,4.046196E+3,200.000000E+0
1.500000E+3,2.117010E+3,453.492299E+0,-229.043000E+3,2.039576E+3,200.000000E+0
2.000000E+3,1.411559E+3,972.021060E+0,-171.469500E+3,979.781991E+0,200.000000E+0
2.500000E+3,1.595467E+3,983.769552E+0,-138.657500E+3,487.360493E+0,200.000000E+0
3.000000E+3,901.006250E+0,380.592748E+0,-114.583750E+3,422.160737E+0,200.000000E+0
4.000000E+3,936.421250E+0,157.518030E+0,-86.425075E+3,206.801697E+0,200.000000E+0
5.000000E+3,670.343750E+0,154.947219E+0,-69.271525E+3,104.606486E+0,200.000000E+0
6.000000E+3,600.867250E+0,22.462833E+0,-57.735300E+3,47.243148E+0,200.000000E+0
7.500000E+3,488.805250E+0,38.538335E+0,-46.223325E+3,86.128432E+0,200.000000E+0
10.000000E+3,349.131250E+0,76.872272E+0,-34.741225E+3,60.323311E+0,200.000000E+0
12.000000E+3,268.020750E+0,28.833677E+0,-29.020775E+3,10.513652E+0,200.000000E+0
15.000000E+3,293.010500E+0,30.196142E+0,-23.228375E+3,168.773863E+0,200.000000E+0
20.000000E+3,175.193250E+0,7.714806E+0,-17.465150E+3,24.690940E+0,200.000000E+0
25.000000E+3,140.429750E+0,7.302696E+0,-13.991225E+3,13.926302E+0,200.000000E+0
30.000000E+3,110.948925E+0,9.535614E+0,-11.678850E+3,7.934891E+0,200.000000E+0
40.000000E+3,89.361675E+0,2.532350E+0,-8.773873E+3,7.537945E+0,200.000000E+0
50.000000E+3,68.222350E+0,914.603437E-3,-7.026148E+3,2.555918E+0,200.000000E+0
60.000000E+3,56.871175E+0,1.066834E+0,-5.865645E+3,1.702329E+0,200.000000E+0
75.000000E+3,44.547025E+0,1.745269E+0,-4.698650E+3,486.877812E-3,200.000000E+0
100.000000E+3,30.680375E+0,1.002133E+0,-3.529770E+3,817.373843E-3,200.000000E+0
120.000000E+3,26.979750E+0,748.344000E-3,-2.943378E+3,1.801477E+0,200.000000E+0
150.000000E+3,19.667600E+0,184.117720E-3,-2.358860E+3,106.770779E-3,200.000000E+0
200.000000E+3,13.306800E+0,307.762774E-3,-1.771440E+3,183.983696E-3,200.000000E+0
