Temp.     Resistance      Sensitivity     Dimensionless
(Kelvin)  (Ohms)          (Ohms/Kelvin)   Sensitivity

   1.400   5.395498E+04   -1.088695E+05   -2.8249E+00
   1.500   4.451419E+04   -8.156620E+04   -2.7485E+00
   1.600   3.737563E+04   -6.229441E+04   -2.6667E+00
   1.700   3.187703E+04   -4.840191E+04   -2.5813E+00
   1.800   2.757338E+04   -3.818219E+04   -2.4925E+00
   1.900   2.415407E+04   -3.056948E+04   -2.4046E+00
   2.000   2.139704E+04   -2.483747E+04   -2.3216E+00
   2.100   1.914163E+04   -2.046030E+04   -2.2447E+00
   2.200   1.727200E+04   -1.707547E+04   -2.1750E+00
   2.300   1.570238E+04   -1.441891E+04   -2.1120E+00
   2.400   1.437018E+04   -1.230466E+04   -2.0550E+00
   2.500   1.322781E+04   -1.060087E+04   -2.0035E+00
   2.600   1.223959E+04   -9.210297E+03   -1.9565E+00
   2.700   1.137763E+04   -8.063748E+03   -1.9136E+00
   2.800   1.062049E+04   -7.107865E+03   -1.8739E+00
   2.900   9.950957E+03   -6.304863E+03   -1.8374E+00
   3.000   9.355489E+03   -5.622961E+03   -1.8031E+00
   3.100   8.823004E+03   -5.041536E+03   -1.7714E+00
   3.200   8.344495E+03   -4.541043E+03   -1.7414E+00
   3.300   7.912559E+03   -4.107737E+03   -1.7132E+00
   3.400   7.521076E+03   -3.730600E+03   -1.6865E+00
   3.500   7.164869E+03   -3.400623E+03   -1.6612E+00
   3.600   6.839629E+03   -3.110375E+03   -1.6371E+00
   3.700   6.541666E+03   -2.854015E+03   -1.6142E+00
   3.800   6.267862E+03   -2.626594E+03   -1.5924E+00
   3.900   6.015518E+03   -2.424060E+03   -1.5716E+00
   4.000   5.782336E+03   -2.242941E+03   -1.5516E+00
   4.200   5.365666E+03   -1.934722E+03   -1.5144E+00
   4.400   5.004681E+03   -1.683285E+03   -1.4799E+00
   4.600   4.689397E+03   -1.476242E+03   -1.4481E+00
   4.800   4.411842E+03   -1.304293E+03   -1.4190E+00
   5.000   4.165858E+03   -1.159724E+03   -1.3919E+00
   5.200   3.946465E+03   -1.037421E+03   -1.3669E+00
   5.400   3.749708E+03   -9.328781E+02   -1.3434E+00
   5.600   3.572305E+03   -8.434242E+02   -1.3222E+00
   5.800   3.411558E+03   -7.658087E+02   -1.3020E+00
   6.000   3.265321E+03   -6.981105E+02   -1.2828E+00
   6.500   2.951656E+03   -5.637232E+02   -1.2414E+00
   7.000   2.695865E+03   -4.643189E+02   -1.2056E+00
   7.500   2.483270E+03   -3.892372E+02   -1.1756E+00
   8.000   2.303855E+03   -3.308735E+02   -1.1489E+00
   8.500   2.150296E+03   -2.850279E+02   -1.1267E+00
   9.000   2.017358E+03   -2.480465E+02   -1.1066E+00
   9.500   1.901083E+03   -2.180124E+02   -1.0894E+00
  10.000   1.798492E+03   -1.931312E+02   -1.0739E+00
  10.500   1.707252E+03   -1.724189E+02   -1.0604E+00
  11.000   1.625547E+03   -1.548857E+02   -1.0481E+00
  11.500   1.551924E+03   -1.399898E+02   -1.0373E+00
  12.000   1.485213E+03   -1.271758E+02   -1.0275E+00
  12.500   1.424454E+03   -1.161113E+02   -1.0189E+00
  13.000   1.368874E+03   -1.064200E+02   -1.0107E+00
  13.500   1.317836E+03   -9.792034E+01   -1.0031E+00
  14.000   1.270780E+03   -9.046511E+01   -9.9664E-01
  14.500   1.227219E+03   -8.390708E+01   -9.9139E-01
  15.000   1.186759E+03   -7.804033E+01   -9.8639E-01
  15.500   1.149077E+03   -7.278073E+01   -9.8175E-01
  16.000   1.113889E+03   -6.805595E+01   -9.7756E-01
  16.500   1.080942E+03   -6.380392E+01   -9.7393E-01
  17.000   1.050019E+03   -5.995091E+01   -9.7062E-01
  17.500   1.020932E+03   -5.645325E+01   -9.6768E-01
  18.000   9.935147E+02   -5.326448E+01   -9.6502E-01
  18.500   9.676211E+02   -5.035214E+01   -9.6269E-01
  19.000   9.431224E+02   -4.768121E+01   -9.6058E-01
  19.500   9.199035E+02   -4.522747E+01   -9.5873E-01
  20.000   8.978630E+02   -4.296554E+01   -9.5706E-01
  21.000   8.569603E+02   -3.894291E+01   -9.5430E-01
  22.000   8.197901E+02   -3.547984E+01   -9.5214E-01
  23.000   7.858475E+02   -3.247585E+01   -9.5050E-01
  24.000   7.547140E+02   -2.984843E+01   -9.4918E-01
  25.000   7.260443E+02   -2.753836E+01   -9.4823E-01
  26.000   6.995493E+02   -2.549312E+01   -9.4750E-01
  27.000   6.749834E+02   -2.367286E+01   -9.4694E-01
  28.000   6.521390E+02   -2.204580E+01   -9.4655E-01
  29.000   6.308372E+02   -2.058354E+01   -9.4624E-01
  30.000   6.109238E+02   -1.926503E+01   -9.4603E-01
  31.000   5.922657E+02   -1.807097E+01   -9.4586E-01
  32.000   5.747455E+02   -1.698608E+01   -9.4573E-01
  33.000   5.582615E+02   -1.599733E+01   -9.4564E-01
  34.000   5.427225E+02   -1.509352E+01   -9.4557E-01
  35.000   5.280498E+02   -1.426362E+01   -9.4542E-01
  36.000   5.141726E+02   -1.350163E+01   -9.4532E-01
  37.000   5.010264E+02   -1.280000E+01   -9.4526E-01
  38.000   4.885551E+02   -1.215104E+01   -9.4511E-01
  39.000   4.767081E+02   -1.155082E+01   -9.4499E-01
  40.000   4.654388E+02   -1.099439E+01   -9.4486E-01
  42.000   4.444732E+02   -9.995319E+00   -9.4450E-01
  44.000   4.253703E+02   -9.127070E+00   -9.4410E-01
  46.000   4.078921E+02   -8.367736E+00   -9.4367E-01
  48.000   3.918392E+02   -7.699217E+00   -9.4315E-01
  50.000   3.770433E+02   -7.108614E+00   -9.4268E-01
  52.000   3.633611E+02   -6.583450E+00   -9.4215E-01
  54.000   3.506722E+02   -6.114318E+00   -9.4154E-01
  56.000   3.388705E+02   -5.694892E+00   -9.4111E-01
  58.000   3.278651E+02   -5.317002E+00   -9.4059E-01
  60.000   3.175779E+02   -4.976061E+00   -9.4013E-01
  65.000   2.945684E+02   -4.256369E+00   -9.3922E-01
  70.000   2.747694E+02   -3.683957E+00   -9.3852E-01
  75.000   2.575417E+02   -3.224027E+00   -9.3889E-01
  77.350   2.501862E+02   -3.038374E+00   -9.3937E-01
  80.000   2.423935E+02   -2.845730E+00   -9.3921E-01
  85.000   2.289805E+02   -2.529756E+00   -9.3907E-01
  90.000   2.170088E+02   -2.266159E+00   -9.3984E-01
  95.000   2.062531E+02   -2.042106E+00   -9.4059E-01
 100.000   1.965338E+02   -1.850465E+00   -9.4155E-01
 105.000   1.877051E+02   -1.684862E+00   -9.4249E-01
 110.000   1.796492E+02   -1.540859E+00   -9.4347E-01
 115.000   1.722664E+02   -1.414907E+00   -9.4455E-01
 120.000   1.654753E+02   -1.303900E+00   -9.4557E-01
 125.000   1.592063E+02   -1.205585E+00   -9.4656E-01
 130.000   1.534015E+02   -1.118042E+00   -9.4748E-01
 135.000   1.480105E+02   -1.039748E+00   -9.4835E-01
 140.000   1.429908E+02   -9.693805E-01   -9.4911E-01
 145.000   1.383052E+02   -9.059015E-01   -9.4975E-01
 150.000   1.339218E+02   -8.484034E-01   -9.5026E-01
 155.000   1.298124E+02   -7.961511E-01   -9.5063E-01
 160.000   1.259526E+02   -7.484998E-01   -9.5083E-01
 165.000   1.223206E+02   -7.049215E-01   -9.5088E-01
 170.000   1.188974E+02   -6.649472E-01   -9.5074E-01
 175.000   1.156658E+02   -6.281890E-01   -9.5044E-01
 180.000   1.126107E+02   -5.942996E-01   -9.4994E-01
 185.000   1.097185E+02   -5.629889E-01   -9.4927E-01
 190.000   1.069770E+02   -5.339945E-01   -9.4842E-01
 195.000   1.043751E+02   -5.070956E-01   -9.4739E-01
 200.000   1.019029E+02   -4.820911E-01   -9.4618E-01
 205.000   9.955130E+01   -4.588099E-01   -9.4480E-01
 210.000   9.731217E+01   -4.370954E-01   -9.4325E-01
 215.000   9.517796E+01   -4.168134E-01   -9.4155E-01
 220.000   9.314185E+01   -3.978401E-01   -9.3969E-01
 225.000   9.119755E+01   -3.800686E-01   -9.3769E-01
 230.000   8.933933E+01   -3.634003E-01   -9.3556E-01
 235.000   8.756186E+01   -3.477485E-01   -9.3329E-01
 240.000   8.586028E+01   -3.330337E-01   -9.3091E-01
 245.000   8.423008E+01   -3.191854E-01   -9.2841E-01
 250.000   8.266709E+01   -3.061384E-01   -9.2582E-01
 255.000   8.116745E+01   -2.938346E-01   -9.2313E-01
 260.000   7.972760E+01   -2.822203E-01   -9.2035E-01
 265.000   7.834418E+01   -2.712473E-01   -9.1750E-01
 270.000   7.701413E+01   -2.608708E-01   -9.1457E-01
 273.150   7.620228E+01   -2.546221E-01   -9.1270E-01
 275.000   7.573455E+01   -2.510505E-01   -9.1159E-01
 280.000   7.450276E+01   -2.417487E-01   -9.0855E-01
 285.000   7.331625E+01   -2.329316E-01   -9.0547E-01
 290.000   7.217269E+01   -2.245672E-01   -9.0234E-01
 295.000   7.106987E+01   -2.166269E-01   -8.9918E-01
 300.000   7.000576E+01   -2.090835E-01   -8.9600E-01
 305.000   6.897842E+01   -2.019125E-01   -8.9279E-01
 310.000   6.798605E+01   -1.950904E-01   -8.8957E-01
 315.000   6.702697E+01   -1.885971E-01   -8.8633E-01
 320.000   6.609957E+01   -1.824119E-01   -8.8309E-01
 325.000   6.520236E+01   -1.765166E-01   -8.7984E-01
