Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
9.000510E-3	1.503500E+2	-3.000000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.905537E+1	1.130600E+0	1.006860E-1	9.910000E+37	9.910000E+40	1.000000E+0	5.246772E+0	1.130600E+0	5.932000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	1.000000E+0
2.903499E-2	1.503500E+2	-2.950000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.858761E+1	1.130000E+0	1.001040E-1	9.910000E+37	9.910000E+40	1.000000E+0	4.663717E+0	1.130000E+0	5.270000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	2.000000E+0
4.876944E-2	1.503500E+2	-2.900000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.823954E+1	1.137200E+0	1.003460E-1	9.910000E+37	9.910000E+40	1.000000E+0	5.161801E+0	1.137200E+0	5.870000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	3.000000E+0
6.852058E-2	1.503500E+2	-2.850000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.864416E+1	1.137300E+0	1.008150E-1	9.910000E+37	9.910000E+40	1.000000E+0	4.894047E+0	1.137300E+0	5.566000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	4.000000E+0
8.843839E-2	1.503500E+2	-2.800000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.837991E+1	1.130800E+0	9.994000E-2	9.910000E+37	9.910000E+40	1.000000E+0	4.748850E+0	1.130800E+0	5.370000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	5.000000E+0
1.081562E-1	1.503500E+2	-2.750000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.947572E+1	1.112000E+0	9.949700E-2	9.910000E+37	9.910000E+40	1.000000E+0	4.539568E+0	1.112000E+0	5.048000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	6.000000E+0
1.281573E-1	1.503500E+2	-2.700000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.893211E+1	1.131200E+0	1.006000E-1	9.910000E+37	9.910000E+40	1.000000E+0	5.094590E+0	1.131200E+0	5.763000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	7.000000E+0
1.479085E-1	1.503500E+2	-2.650000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.905446E+1	1.120000E+0	9.974100E-2	9.910000E+37	9.910000E+40	1.000000E+0	5.063393E+0	1.120000E+0	5.671000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	8.000000E+0
1.677763E-1	1.503500E+2	-2.600000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.933797E+1	1.120800E+0	1.001300E-1	9.910000E+37	9.910000E+40	1.000000E+0	5.215917E+0	1.120800E+0	5.846000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	9.000000E+0
1.875274E-1	1.503500E+2	-2.550000E+3	9.910000E+37	9.910000E+40	1.000000E+0	8.893253E+1	1.135400E+0	1.009740E-1	9.910000E+37	9.910000E+40	1.000000E+0	4.981504E+0	1.135400E+0	5.656000E-3	1.000000E-2	0.000000E+0	5.000000E+1	2.000000E+0	5.000000E+1	2.000000E+0	1.000000E+0	1.000000E+1
