Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.091730E-2	1.253900E+2	-3.000000E+3	-2.999630E+0	-5.352030E+1	5.604658E+1	1.211091E+2	8.205000E-1	9.937000E-2	-2.022400E-1	-5.352030E+1	3.778753E+0	3.997562E+0	8.205000E-1	3.280000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.000000E+0
3.381860E-2	1.253900E+2	-2.990000E+3	-2.989620E+0	-5.346070E+1	5.592183E+1	1.181177E+2	8.511000E-1	1.005300E-1	-2.015700E-1	-5.346070E+1	3.770433E+0	4.476560E+0	8.511000E-1	3.810000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	2.000000E+0
5.640323E-2	1.253900E+2	-2.980000E+3	-2.979920E+0	-5.316890E+1	5.604630E+1	1.197250E+2	8.365000E-1	1.001500E-1	-2.012100E-1	-5.316890E+1	3.784355E+0	4.674238E+0	8.365000E-1	3.910000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	3.000000E+0
7.845449E-2	1.253900E+2	-2.970000E+3	-2.969850E+0	-5.289740E+1	5.614359E+1	1.187648E+2	8.420000E-1	1.000000E-1	-2.002000E-1	-5.289740E+1	3.784685E+0	3.147268E+0	8.420000E-1	2.650000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	4.000000E+0
1.003224E-1	1.253900E+2	-2.960000E+3	-2.960130E+0	-5.273690E+1	5.613015E+1	1.188050E+2	8.402000E-1	9.982000E-2	-1.991600E-1	-5.273690E+1	3.776483E+0	4.272792E+0	8.402000E-1	3.590000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	5.000000E+0
1.230737E-1	1.253900E+2	-2.950000E+3	-2.949640E+0	-5.256710E+1	5.611190E+1	1.183527E+2	8.511000E-1	1.007300E-1	-1.985200E-1	-5.256710E+1	3.776507E+0	4.617554E+0	8.511000E-1	3.930000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	6.000000E+0
1.446749E-1	1.253900E+2	-2.940000E+3	-2.940180E+0	-5.220930E+1	5.631525E+1	1.185522E+2	8.468000E-1	1.003900E-1	-1.965500E-1	-5.220930E+1	3.764655E+0	4.452055E+0	8.468000E-1	3.770000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	7.000000E+0
1.665595E-1	1.253900E+2	-2.930000E+3	-2.930230E+0	-5.201810E+1	5.633097E+1	1.210462E+2	8.201000E-1	9.927000E-2	-1.967300E-1	-5.201810E+1	3.781953E+0	4.438483E+0	8.201000E-1	3.640000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	8.000000E+0
1.883941E-1	1.253900E+2	-2.920000E+3	-2.920010E+0	-5.178740E+1	5.638456E+1	1.185339E+2	8.444000E-1	1.000900E-1	-1.948000E-1	-5.178740E+1	3.761533E+0	2.865940E+0	8.444000E-1	2.420000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	9.000000E+0
2.110454E-1	1.253900E+2	-2.910000E+3	-2.910190E+0	-5.156030E+1	5.644246E+1	1.209523E+2	8.233000E-1	9.958000E-2	-1.946000E-1	-5.156030E+1	3.774222E+0	4.190453E+0	8.233000E-1	3.450000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.000000E+1
2.325800E-1	1.253900E+2	-2.900000E+3	-2.899920E+0	-5.127850E+1	5.655236E+1	1.182195E+2	8.447000E-1	9.986000E-2	-1.941700E-1	-5.127850E+1	3.786577E+0	4.297384E+0	8.447000E-1	3.630000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.100000E+1
2.545979E-1	1.253900E+2	-2.890000E+3	-2.890350E+0	-5.102360E+1	5.664732E+1	1.199228E+2	8.292000E-1	9.944000E-2	-1.918000E-1	-5.102360E+1	3.759045E+0	4.751568E+0	8.292000E-1	3.940000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.200000E+1
2.767325E-1	1.253900E+2	-2.880000E+3	-2.880170E+0	-5.071550E+1	5.679072E+1	1.202916E+2	8.368000E-1	1.006600E-1	-1.913300E-1	-5.071550E+1	3.772614E+0	4.935468E+0	8.368000E-1	4.130000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.300000E+1
2.986004E-1	1.253900E+2	-2.870000E+3	-2.869810E+0	-5.052150E+1	5.680374E+1	1.180985E+2	8.404000E-1	9.925000E-2	-1.900100E-1	-5.052150E+1	3.760973E+0	4.807235E+0	8.404000E-1	4.040000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.400000E+1
3.205850E-1	1.253900E+2	-2.860000E+3	-2.860490E+0	-5.027540E+1	5.689641E+1	1.194357E+2	8.294000E-1	9.906000E-2	-1.897100E-1	-5.027540E+1	3.773416E+0	5.268869E+0	8.294000E-1	4.370000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.500000E+1
3.424529E-1	1.253900E+2	-2.850000E+3	-2.849970E+0	-4.996800E+1	5.703590E+1	1.196206E+2	8.435000E-1	1.009000E-1	-1.887800E-1	-4.996800E+1	3.778018E+0	4.220510E+0	8.435000E-1	3.560000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.600000E+1
3.643375E-1	1.253900E+2	-2.840000E+3	-2.840370E+0	-4.974840E+1	5.709470E+1	1.180254E+2	8.427000E-1	9.946000E-2	-1.878500E-1	-4.974840E+1	3.776001E+0	5.351845E+0	8.427000E-1	4.510000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.700000E+1
3.869055E-1	1.253900E+2	-2.830000E+3	-2.829730E+0	-4.940510E+1	5.727607E+1	1.189389E+2	8.406000E-1	9.998000E-2	-1.865900E-1	-4.940510E+1	3.776736E+0	5.186771E+0	8.406000E-1	4.360000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.800000E+1
4.089734E-1	1.253900E+2	-2.820000E+3	-2.820120E+0	-4.921930E+1	5.729704E+1	1.189215E+2	8.419000E-1	1.001200E-1	-1.852300E-1	-4.921930E+1	3.763361E+0	4.881815E+0	8.419000E-1	4.110000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.900000E+1
4.310413E-1	1.253900E+2	-2.810000E+3	-2.810240E+0	-4.899040E+1	5.736308E+1	1.212291E+2	8.234000E-1	9.982000E-2	-1.844700E-1	-4.899040E+1	3.765432E+0	4.675735E+0	8.234000E-1	3.850000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	2.000000E+1
4.532593E-1	1.253900E+2	-2.800000E+3	-2.799660E+0	-4.867540E+1	5.751694E+1	1.188863E+2	8.440000E-1	1.003400E-1	-1.836500E-1	-4.867540E+1	3.772953E+0	4.123223E+0	8.440000E-1	3.480000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	2.100000E+1
4.749938E-1	1.253900E+2	-2.790000E+3	-2.790710E+0	-4.851570E+1	5.752179E+1	1.208754E+2	8.225000E-1	9.942000E-2	-1.830800E-1	-4.851570E+1	3.773624E+0	3.659574E+0	8.225000E-1	3.010000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	2.200000E+1
