Tiempo (min)	T (K) 	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N
1.056727E-2	1.152900E+2	-3.000000E+3	-2.999540E+0	-4.962930E+1	6.043889E+1	1.404955E+2	7.144000E-1	1.003700E-1	-1.897500E-1	-4.962930E+1	3.823346E+0	5.781075E+0	7.144000E-1	4.130000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.000000E+0
3.258520E-2	1.152900E+2	-2.990000E+3	-2.990160E+0	-4.957570E+1	6.031503E+1	1.381301E+2	7.241000E-1	1.000200E-1	-1.897400E-1	-4.957570E+1	3.827278E+0	7.098467E+0	7.241000E-1	5.140000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	2.000000E+0
5.441978E-2	1.152900E+2	-2.980000E+3	-2.980620E+0	-4.934990E+1	6.039769E+1	1.393994E+2	7.193000E-1	1.002700E-1	-1.884500E-1	-4.934990E+1	3.818650E+0	5.672181E+0	7.193000E-1	4.080000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	3.000000E+0
7.700440E-2	1.152900E+2	-2.970000E+3	-2.969690E+0	-4.910950E+1	6.047078E+1	1.414002E+2	7.099000E-1	1.003800E-1	-1.878700E-1	-4.910950E+1	3.825533E+0	5.859980E+0	7.099000E-1	4.160000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	4.000000E+0
9.870565E-2	1.152900E+2	-2.960000E+3	-2.960110E+0	-4.878160E+1	6.068087E+1	1.428019E+2	6.988000E-1	9.979000E-2	-1.869100E-1	-4.878160E+1	3.831568E+0	5.022896E+0	6.988000E-1	3.510000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	5.000000E+0
1.206902E-1	1.152900E+2	-2.950000E+3	-2.950210E+0	-4.855410E+1	6.076130E+1	1.404405E+2	7.129000E-1	1.001200E-1	-1.856000E-1	-4.855410E+1	3.822540E+0	5.091878E+0	7.129000E-1	3.630000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	6.000000E+0
1.429082E-1	1.152900E+2	-2.940000E+3	-2.940200E+0	-4.839230E+1	6.075760E+1	1.393477E+2	7.144000E-1	9.955000E-2	-1.848300E-1	-4.839230E+1	3.819409E+0	6.788914E+0	7.144000E-1	4.850000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	7.000000E+0
1.651261E-1	1.152900E+2	-2.930000E+3	-2.928680E+0	-4.806730E+1	6.092874E+1	1.417200E+2	7.035000E-1	9.970000E-2	-1.840900E-1	-4.806730E+1	3.829839E+0	5.245203E+0	7.035000E-1	3.690000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	8.000000E+0
1.871940E-1	1.152900E+2	-2.920000E+3	-2.920260E+0	-4.797730E+1	6.086754E+1	1.391274E+2	7.197000E-1	1.001300E-1	-1.837400E-1	-4.797730E+1	3.829728E+0	5.015979E+0	7.197000E-1	3.610000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	9.000000E+0
2.092620E-1	1.152900E+2	-2.910000E+3	-2.909980E+0	-4.771040E+1	6.099257E+1	1.392370E+2	7.182000E-1	1.000000E-1	-1.824700E-1	-4.771040E+1	3.824533E+0	5.555556E+0	7.182000E-1	3.990000E-3	1.000000E-2	0.000000E+0	7.000000E+1	4.000000E+0	7.000000E+1	4.000000E+0	1.000000E+0	1.000000E+1
