Tiempo,T(K),Setpoint(K),Heater,V muestra 1 (V),I muestra 1 (A),R muestra 1 (Ohm),V muestra 2 (V),I muestra 2 (A),R muestra 2 (Ohm)
18 18 42,303.472,303.447,0.0,0.020970903233333327,2.5000000000000006e-06,8388.36129333333,0.008387283133333335,1e-06,8387.283133333334
18 19 04,303.499,303.247,0.0,0.008387384916666667,1e-06,8387.384916666668,0.008387426666666668,1e-06,8387.426666666668
18 19 26,303.514,303.047,0.0,0.008387390016666668,1e-06,8387.390016666668,0.008387347866666667,1e-06,8387.347866666667
18 19 47,303.573,302.847,6.0,0.008387326883333332,1e-06,8387.326883333333,0.00838739785,1e-06,8387.397850000001
18 20 09,303.498,302.647,0.0,0.00838730485,1e-06,8387.304849999999,0.008387276916666667,1e-06,8387.276916666668
18 20 31,303.52,302.447,0.0,0.008400625233333334,1e-06,8400.625233333334,0.008387186816666668,1e-06,8387.186816666668
18 20 52,303.521,302.247,18.8,0.008387308116666667,1e-06,8387.308116666667,0.008387257766666668,1e-06,8387.257766666668
18 21 14,303.523,302.047,12.3,0.008387350066666665,1e-06,8387.350066666666,0.008387182266666668,1e-06,8387.182266666669
18 21 36,303.584,301.847,0.0,0.008387203783333333,1e-06,8387.203783333334,0.008387282233333335,1e-06,8387.282233333335
18 21 58,303.528,301.647,0.0,0.008387352433333333,1e-06,8387.352433333333,0.008387354799999998,1e-06,8387.3548
18 22 20,303.54,301.447,0.0,0.008387468416666667,1e-06,8387.468416666667,0.00838741955,1e-06,8387.41955
