Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,507.866750E-3,20.127185E-3,-37.073427E-3,21.876001E-3,100.000000E+0
25.000000E+0,579.546750E-3,3.545483E-3,48.273650E-3,46.273016E-3,100.000000E+0
30.000000E+0,555.463500E-3,35.381799E-3,-111.969400E-3,41.143893E-3,100.000000E+0
40.000000E+0,619.901000E-3,71.932507E-3,-147.275875E-3,78.944022E-3,100.000000E+0
50.000000E+0,693.845750E-3,67.541682E-3,-341.466000E-3,24.224641E-3,100.000000E+0
60.000000E+0,620.997250E-3,85.068151E-3,-348.335000E-3,42.043247E-3,100.000000E+0
75.000000E+0,615.272250E-3,28.310811E-3,-526.867500E-3,23.004937E-3,100.000000E+0
100.000000E+0,844.929500E-3,36.076389E-3,-697.055750E-3,24.107170E-3,100.000000E+0
120.000000E+0,1.352200E+0,44.521331E-3,-625.083000E-3,101.727238E-3,100.000000E+0
150.000000E+0,1.345339E+0,268.427017E-3,-580.162000E-3,99.458823E-3,100.000000E+0
200.000000E+0,1.430647E+0,70.869599E-3,122.854250E-3,28.809290E-3,100.000000E+0
250.000000E+0,1.995757E+0,11.684516E-3,-341.257500E-3,27.276662E-3,100.000000E+0
300.000000E+0,1.955095E+0,21.149776E-3,86.284975E-3,73.509464E-3,100.000000E+0
400.000000E+0,2.154095E+0,40.586796E-3,92.535375E-3,15.254426E-3,100.000000E+0
500.000000E+0,1.907652E+0,54.816985E-3,325.201750E-3,132.370533E-3,100.000000E+0
600.000000E+0,2.791212E+0,48.855741E-3,480.841500E-3,16.894154E-3,100.000000E+0
750.000000E+0,2.115450E+0,33.606589E-3,-69.662450E-3,32.607675E-3,100.000000E+0
1.000000E+3,3.414430E+0,34.848755E-3,-28.303825E-3,25.223990E-3,100.000000E+0
1.200000E+3,2.573888E+0,94.541981E-3,-244.222250E-3,63.700076E-3,100.000000E+0
1.500000E+3,3.596483E+0,33.443805E-3,-88.969500E-3,8.856392E-3,100.000000E+0
2.000000E+3,3.606590E+0,4.836357E-3,-131.274500E-3,1.128961E-3,100.000000E+0
2.500000E+3,3.429495E+0,15.678594E-3,-169.361250E-3,13.610637E-3,100.000000E+0
3.000000E+3,3.081573E+0,4.476396E-3,-97.914575E-3,12.433569E-3,100.000000E+0
4.000000E+3,3.356220E+0,5.564917E-3,-273.160000E-3,10.677338E-3,100.000000E+0
5.000000E+3,3.570908E+0,2.167630E-3,-371.854250E-3,984.553039E-6,100.000000E+0
6.000000E+3,3.600360E+0,3.831599E-3,-450.772750E-3,1.328666E-3,100.000000E+0
7.500000E+3,3.603785E+0,1.290397E-3,-565.462000E-3,1.375177E-3,100.000000E+0
10.000000E+3,3.592315E+0,2.370954E-3,-751.417750E-3,1.368969E-3,100.000000E+0
12.000000E+3,3.583638E+0,1.806092E-3,-901.496250E-3,2.124644E-3,100.000000E+0
15.000000E+3,3.562480E+0,6.178297E-3,-1.120540E+0,1.418714E-3,100.000000E+0
20.000000E+3,3.532898E+0,1.412911E-3,-1.488387E+0,3.650235E-3,100.000000E+0
25.000000E+3,3.493690E+0,1.672214E-3,-1.859060E+0,6.596056E-3,100.000000E+0
30.000000E+3,3.447082E+0,2.560248E-3,-2.221570E+0,2.208619E-3,100.000000E+0
40.000000E+3,3.326118E+0,920.118879E-6,-2.944220E+0,6.428211E-3,100.000000E+0
50.000000E+3,3.178315E+0,2.709479E-3,-3.655790E+0,11.112711E-3,100.000000E+0
60.000000E+3,2.997912E+0,2.326772E-3,-4.365480E+0,6.349043E-3,100.000000E+0
75.000000E+3,2.679305E+0,4.090846E-3,-5.399662E+0,6.693760E-3,100.000000E+0
100.000000E+3,2.009265E+0,3.499061E-3,-7.057435E+0,3.415249E-3,100.000000E+0
120.000000E+3,1.366583E+0,11.379871E-3,-8.303485E+0,14.289522E-3,100.000000E+0
150.000000E+3,212.717750E-3,11.070508E-3,-10.048150E+0,12.640115E-3,100.000000E+0
200.000000E+3,-2.056375E+0,15.459179E-3,-12.545000E+0,22.285646E-3,100.000000E+0
