Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
20.000000E+0,398.415500E+3,398.415500E+3,-39.937600E+3,39.937600E+3,200.000000E+0
25.000000E+0,768.462000E+3,11.027000E+3,-45.063450E+3,1.714950E+3,200.000000E+0
30.000000E+0,779.144500E+3,21.103500E+3,-42.060120E+3,32.830680E+3,200.000000E+0
40.000000E+0,693.917500E+3,102.324500E+3,-274.959000E+3,71.915000E+3,200.000000E+0
50.000000E+0,559.374500E+3,5.600500E+3,-82.204360E+3,86.621640E+3,200.000000E+0
60.000000E+0,744.109000E+3,110.839000E+3,-148.976750E+3,83.261250E+3,200.000000E+0
75.000000E+0,731.226500E+3,109.807500E+3,-119.829800E+3,25.307200E+3,200.000000E+0
100.000000E+0,800.892000E+3,120.320000E+3,-315.112500E+3,36.540500E+3,200.000000E+0
120.000000E+0,727.900000E+3,9.149000E+3,-264.948500E+3,6.162500E+3,200.000000E+0
150.000000E+0,590.459000E+3,609.000000E+0,-194.967000E+3,5.666000E+3,200.000000E+0
200.000000E+0,644.015000E+3,11.019000E+3,-264.904000E+3,8.143000E+3,200.000000E+0
250.000000E+0,532.904500E+3,7.956500E+3,-286.190500E+3,4.763500E+3,200.000000E+0
300.000000E+0,537.824000E+3,6.169000E+3,-319.880000E+3,9.746000E+3,200.000000E+0
400.000000E+0,428.235000E+3,12.583000E+3,-367.501500E+3,139.500000E+0,200.000000E+0
500.000000E+0,365.899000E+3,1.311000E+3,-381.414500E+3,11.870500E+3,200.000000E+0
600.000000E+0,294.647000E+3,8.760000E+3,-379.063000E+3,11.459000E+3,200.000000E+0
750.000000E+0,213.513000E+3,2.177000E+3,-329.409500E+3,4.156500E+3,200.000000E+0
1.000000E+3,150.902500E+3,10.549500E+3,-287.790500E+3,11.319500E+3,200.000000E+0
1.200000E+3,101.792800E+3,3.287200E+3,-247.032500E+3,1.103500E+3,200.000000E+0
1.500000E+3,68.194200E+3,1.633100E+3,-210.941500E+3,1.648500E+3,200.000000E+0
2.000000E+3,39.028600E+3,183.500000E+0,-169.067000E+3,4.020000E+3,200.000000E+0
2.500000E+3,28.173750E+3,961.850000E+0,-134.910000E+3,998.000000E+0,200.000000E+0
3.000000E+3,19.325150E+3,582.550000E+0,-116.062000E+3,765.000000E+0,200.000000E+0
4.000000E+3,10.575710E+3,609.090000E+0,-87.865350E+3,46.250000E+0,200.000000E+0
5.000000E+3,6.799800E+3,281.120000E+0,-70.675600E+3,42.400000E+0,200.000000E+0
6.000000E+3,4.943570E+3,386.560000E+0,-58.943650E+3,222.150000E+0,200.000000E+0
7.500000E+3,3.553885E+3,39.215000E+0,-47.272650E+3,168.050000E+0,200.000000E+0
10.000000E+3,1.735320E+3,217.850000E+0,-35.814400E+3,83.900000E+0,200.000000E+0
12.000000E+3,1.435380E+3,187.850000E+0,-29.815050E+3,42.550000E+0,200.000000E+0
15.000000E+3,775.612000E+0,3.109000E+0,-23.869950E+3,64.750000E+0,200.000000E+0
20.000000E+3,565.439000E+0,11.651000E+0,-17.913350E+3,27.150000E+0,200.000000E+0
25.000000E+3,432.643500E+0,18.810500E+0,-14.386800E+3,113.500000E+0,200.000000E+0
30.000000E+3,253.855500E+0,9.870500E+0,-11.910800E+3,200.000054E-3,200.000000E+0
40.000000E+3,186.530500E+0,4.278500E+0,-8.995500E+3,18.620000E+0,200.000000E+0
50.000000E+3,100.633300E+0,6.968700E+0,-7.199370E+3,4.870000E+0,200.000000E+0
60.000000E+3,53.949450E+0,66.650000E-3,-5.990990E+3,10.520000E+0,200.000000E+0
75.000000E+3,51.272700E+0,6.471900E+0,-4.809350E+3,420.000002E-3,200.000000E+0
100.000000E+3,39.635450E+0,230.050000E-3,-3.606875E+3,2.025000E+0,200.000000E+0
120.000000E+3,29.451350E+0,530.250000E-3,-3.006370E+3,1.280000E+0,200.000000E+0
150.000000E+3,19.594700E+0,1.153700E+0,-2.409255E+3,154.999996E-3,200.000000E+0
200.000000E+3,14.104850E+0,62.050000E-3,-1.808540E+3,430.000000E-3,200.000000E+0
