Model,DPO3034
Firmware Version,2.16

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4e-05,,,
Sample Interval,4e-10,,,
Record Length,1e+06,,,
Gating,47.499900% to 52.500%,47.499900% to 52.500%,47.499900% to 52.500%,47.499900% to 52.500%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.02,0.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
9.393200e-06,0.252,0.172,-0.012,-0.0096
9.393600e-06,0.248,0.164,-0.0104,-0.008
9.394000e-06,0.248,0.168,-0.0088,-0.0072
9.394400e-06,0.248,0.168,-0.0088,-0.0064
9.394800e-06,0.252,0.164,-0.008,-0.0056
9.395200e-06,0.248,0.16,-0.0096,-0.0064
9.395600e-06,0.24,0.16,-0.0104,-0.0072
9.396000e-06,0.236,0.156,-0.0088,-0.0064
9.396400e-06,0.232,0.16,-0.0088,-0.008
9.396800e-06,0.236,0.16,-0.0088,-0.0072
9.397200e-06,0.244,0.16,-0.0096,-0.0072
9.397600e-06,0.248,0.16,-0.0104,-0.0088
9.398000e-06,0.236,0.156,-0.0104,-0.0096
9.398400e-06,0.24,0.16,-0.0104,-0.0096
9.398800e-06,0.24,0.164,-0.0112,-0.0096
9.399200e-06,0.244,0.168,-0.0112,-0.0096
9.399600e-06,0.244,0.164,-0.0104,-0.0096
9.400000e-06,0.252,0.164,-0.012,-0.0112
9.400400e-06,0.252,0.168,-0.0128,-0.012
9.400800e-06,0.252,0.168,-0.0128,-0.012
9.401200e-06,0.252,0.168,-0.0112,-0.0112
9.401600e-06,0.252,0.168,-0.012,-0.0112
9.402000e-06,0.248,0.168,-0.0128,-0.0104
9.402400e-06,0.248,0.164,-0.0128,-0.0112
9.402800e-06,0.256,0.172,-0.012,-0.0096
9.403200e-06,0.252,0.172,-0.012,-0.008
9.403600e-06,0.248,0.172,-0.012,-0.0072
9.404000e-06,0.252,0.172,-0.0104,-0.0072
9.404400e-06,0.252,0.168,-0.0096,-0.0072
9.404800e-06,0.256,0.168,-0.0096,-0.0072
9.405200e-06,0.252,0.168,-0.0088,-0.0064
9.405600e-06,0.248,0.164,-0.0088,-0.0064
9.406000e-06,0.248,0.164,-0.0096,-0.0048
9.406400e-06,0.248,0.156,-0.008,-0.0056
9.406800e-06,0.24,0.16,-0.0064,-0.0048
9.407200e-06,0.248,0.16,-0.0064,-0.0048
9.407600e-06,0.24,0.16,-0.008,-0.0048
9.408000e-06,0.248,0.16,-0.008,-0.0056
9.408400e-06,0.248,0.16,-0.008,-0.0064
9.408800e-06,0.252,0.16,-0.0072,-0.0072
9.409200e-06,0.256,0.168,-0.008,-0.0072
9.409600e-06,0.252,0.172,-0.008,-0.0088
9.410000e-06,0.256,0.176,-0.0096,-0.0088
9.410400e-06,0.26,0.172,-0.0096,-0.0096
9.410800e-06,0.26,0.172,-0.0112,-0.0104
9.411200e-06,0.256,0.176,-0.0112,-0.0112
9.411600e-06,0.256,0.176,-0.0112,-0.0112
9.412000e-06,0.256,0.172,-0.0112,-0.0096
9.412400e-06,0.26,0.172,-0.0112,-0.008
9.412800e-06,0.264,0.172,-0.0112,-0.0104
9.413200e-06,0.256,0.176,-0.0104,-0.0096
9.413600e-06,0.264,0.18,-0.0096,-0.0072
9.414000e-06,0.26,0.172,-0.0112,-0.0064
9.414400e-06,0.252,0.168,-0.0104,-0.0064
9.414800e-06,0.252,0.164,-0.0096,-0.0064
9.415200e-06,0.248,0.164,-0.0088,-0.0072
9.415600e-06,0.24,0.16,-0.0088,-0.0056
9.416000e-06,0.244,0.16,-0.0096,-0.0032
9.416400e-06,0.248,0.164,-0.0096,-0.004
9.416800e-06,0.244,0.164,-0.0088,-0.0032
9.417200e-06,0.248,0.16,-0.0072,-0.0048
9.417600e-06,0.252,0.168,-0.0056,-0.0048
9.418000e-06,0.244,0.164,-0.0072,-0.0032
9.418400e-06,0.252,0.164,-0.0072,-0.0048
9.418800e-06,0.248,0.164,-0.008,-0.004
9.419200e-06,0.252,0.164,-0.0056,-0.0056
9.419600e-06,0.256,0.168,-0.0072,-0.0064
9.420000e-06,0.256,0.172,-0.0072,-0.0056
9.420400e-06,0.248,0.176,-0.0088,-0.0056
9.420800e-06,0.252,0.172,-0.0088,-0.0072
9.421200e-06,0.256,0.176,-0.008,-0.0072
9.421600e-06,0.252,0.176,-0.0088,-0.0072
9.422000e-06,0.252,0.176,-0.0096,-0.008
9.422400e-06,0.256,0.176,-0.0096,-0.008
9.422800e-06,0.248,0.168,-0.0096,-0.0088
9.423200e-06,0.256,0.164,-0.0104,-0.008
9.423600e-06,0.256,0.172,-0.0088,-0.0064
9.424000e-06,0.256,0.172,-0.0096,-0.008
9.424400e-06,0.256,0.16,-0.0104,-0.008
9.424800e-06,0.252,0.16,-0.0104,-0.0064
9.425200e-06,0.244,0.156,-0.008,-0.0056
9.425600e-06,0.248,0.164,-0.008,-0.0056
9.426000e-06,0.24,0.16,-0.0064,-0.0056
9.426400e-06,0.252,0.168,-0.008,-0.0048
9.426800e-06,0.244,0.164,-0.0072,-0.0032
9.427200e-06,0.244,0.16,-0.0048,-0.0024
9.427600e-06,0.248,0.16,-0.0056,-0.0032
9.428000e-06,0.244,0.164,-0.0056,-0.0032
9.428400e-06,0.248,0.164,-0.004,-0.004
9.428800e-06,0.244,0.176,-0.0048,-0.0032
9.429200e-06,0.248,0.172,-0.0056,-0.004
9.429600e-06,0.252,0.176,-0.0048,-0.0032
9.430000e-06,0.252,0.176,-0.0048,-0.0032
9.430400e-06,0.252,0.176,-0.0048,-0.0048
9.430800e-06,0.256,0.172,-0.0048,-0.0048
9.431200e-06,0.256,0.176,-0.0048,-0.0048
9.431600e-06,0.26,0.176,-0.0056,-0.0048
9.432000e-06,0.26,0.184,-0.0072,-0.0056
9.432400e-06,0.26,0.176,-0.0072,-0.0072
9.432800e-06,0.264,0.176,-0.008,-0.0072
9.433200e-06,0.252,0.172,-0.008,-0.0072
9.433600e-06,0.252,0.172,-0.0088,-0.0072
9.434000e-06,0.256,0.172,-0.0096,-0.0072
9.434400e-06,0.256,0.172,-0.0096,-0.0064
9.434800e-06,0.256,0.164,-0.008,-0.0072
9.435200e-06,0.26,0.16,-0.0088,-0.0072
9.435600e-06,0.252,0.16,-0.0096,-0.0064
9.436000e-06,0.256,0.16,-0.0088,-0.0064
9.436400e-06,0.248,0.16,-0.008,-0.0056
9.436800e-06,0.256,0.168,-0.0072,-0.0032
9.437200e-06,0.252,0.164,-0.0072,-0.0024
9.437600e-06,0.252,0.16,-0.0056,-0.0024
9.438000e-06,0.252,0.168,-0.0056,-0.0024
9.438400e-06,0.252,0.172,-0.0064,-0.0024
9.438800e-06,0.244,0.172,-0.0056,-0.0008
9.439200e-06,0.248,0.184,-0.0056,-0.0008
9.439600e-06,0.248,0.18,-0.004,-0.0024
9.440000e-06,0.248,0.184,-0.004,-0.0008
9.440400e-06,0.256,0.18,-0.0056,-0.0008
9.440800e-06,0.256,0.176,-0.004,-0.0008
9.441200e-06,0.264,0.184,-0.0032,-0.0024
9.441600e-06,0.26,0.192,-0.0024,-0.0032
9.442000e-06,0.256,0.184,-0.004,-0.0032
9.442400e-06,0.256,0.18,-0.004,-0.004
9.442800e-06,0.26,0.172,-0.004,-0.004
9.443200e-06,0.26,0.172,-0.0048,-0.0064
9.443600e-06,0.268,0.168,-0.0064,-0.0056
9.444000e-06,0.268,0.168,-0.008,-0.008
9.444400e-06,0.268,0.168,-0.008,-0.0056
9.444800e-06,0.26,0.16,-0.0072,-0.0056
9.445200e-06,0.264,0.16,-0.008,-0.0064
9.445600e-06,0.264,0.16,-0.0088,-0.0056
9.446000e-06,0.26,0.16,-0.008,-0.0064
9.446400e-06,0.256,0.168,-0.008,-0.0064
9.446800e-06,0.256,0.164,-0.0072,-0.0056
9.447200e-06,0.256,0.168,-0.0064,-0.0048
9.447600e-06,0.256,0.164,-0.0064,-0.0032
9.448000e-06,0.256,0.176,-0.0048,-0.0024
9.448400e-06,0.252,0.176,-0.0048,-0.0024
9.448800e-06,0.252,0.172,-0.0064,-0.0016
9.449200e-06,0.252,0.18,-0.0056,-0.0016
9.449600e-06,0.252,0.184,-0.0048,-0.0008
9.450000e-06,0.256,0.176,-0.004,-0.0008
9.450400e-06,0.256,0.18,-0.0032,0.0008
9.450800e-06,0.26,0.184,-0.0032,0.0008
9.451200e-06,0.26,0.188,-0.0024,-0.0008
9.451600e-06,0.264,0.184,-0.0032,-0.0008
9.452000e-06,0.264,0.192,-0.0032,0
9.452400e-06,0.264,0.184,-0.0032,-0.0016
9.452800e-06,0.256,0.18,-0.0016,-0.0024
9.453200e-06,0.264,0.176,-0.0024,-0.0032
9.453600e-06,0.264,0.176,-0.004,-0.0032
9.454000e-06,0.256,0.176,-0.0056,-0.004
9.454400e-06,0.252,0.164,-0.0056,-0.0048
9.454800e-06,0.256,0.16,-0.0056,-0.0032
9.455200e-06,0.256,0.164,-0.0056,-0.0048
9.455600e-06,0.256,0.16,-0.004,-0.0048
9.456000e-06,0.26,0.152,-0.0048,-0.0048
9.456400e-06,0.26,0.152,-0.0056,-0.0032
9.456800e-06,0.256,0.152,-0.0056,-0.004
9.457200e-06,0.252,0.164,-0.0048,-0.004
9.457600e-06,0.252,0.168,-0.0056,-0.004
9.458000e-06,0.248,0.172,-0.0056,-0.0032
9.458400e-06,0.256,0.168,-0.0064,-0.0032
9.458800e-06,0.252,0.172,-0.0048,-0.0008
9.459200e-06,0.248,0.18,-0.0048,0
9.459600e-06,0.256,0.184,-0.004,0.0008
9.460000e-06,0.26,0.184,-0.0032,0.0008
9.460400e-06,0.256,0.184,-0.0024,0.0008
9.460800e-06,0.26,0.188,-0.0024,0.0008
9.461200e-06,0.256,0.184,-0.0024,0
9.461600e-06,0.264,0.188,-0.0016,0
9.462000e-06,0.26,0.184,-0.0016,0.0008
9.462400e-06,0.264,0.18,-0.0024,-0.0008
9.462800e-06,0.264,0.18,-0.0024,-0.0008
9.463200e-06,0.26,0.184,-0.004,-0.0008
9.463600e-06,0.256,0.184,-0.004,-0.0008
9.464000e-06,0.256,0.172,-0.004,-0.0016
9.464400e-06,0.26,0.164,-0.004,-0.0024
9.464800e-06,0.256,0.164,-0.0024,-0.004
9.465200e-06,0.252,0.164,-0.004,-0.0032
9.465600e-06,0.268,0.172,-0.004,-0.0032
9.466000e-06,0.272,0.168,-0.004,-0.0032
9.466400e-06,0.26,0.164,-0.004,-0.0032
9.466800e-06,0.26,0.16,-0.0048,-0.004
9.467200e-06,0.26,0.156,-0.0064,-0.0024
9.467600e-06,0.256,0.164,-0.0056,-0.0024
9.468000e-06,0.252,0.168,-0.0048,-0.0032
9.468400e-06,0.252,0.172,-0.0048,-0.0016
9.468800e-06,0.26,0.184,-0.0048,-0.0016
9.469200e-06,0.26,0.18,-0.004,-0.0008
9.469600e-06,0.26,0.18,-0.004,-0.0008
9.470000e-06,0.256,0.176,-0.0024,0
9.470400e-06,0.268,0.184,-0.0024,0
9.470800e-06,0.256,0.184,-0.0024,0
9.471200e-06,0.264,0.184,-0.0024,0
9.471600e-06,0.264,0.184,-0.0016,0
9.472000e-06,0.268,0.188,-0.0016,0.0008
9.472400e-06,0.264,0.184,-0.0024,0.0008
9.472800e-06,0.268,0.172,-0.0016,0
9.473200e-06,0.26,0.172,-0.0016,0
9.473600e-06,0.26,0.176,-0.0024,0
9.474000e-06,0.256,0.172,-0.0024,0
9.474400e-06,0.268,0.172,-0.0024,0.0008
9.474800e-06,0.268,0.172,-0.0032,0.0008
9.475200e-06,0.26,0.168,-0.0024,-0.0008
9.475600e-06,0.264,0.172,-0.0016,-0.0032
9.476000e-06,0.264,0.176,-0.0016,-0.0024
9.476400e-06,0.264,0.172,-0.0024,-0.0016
9.476800e-06,0.264,0.164,-0.0024,-0.0008
9.477200e-06,0.256,0.164,-0.0048,-0.0024
9.477600e-06,0.268,0.168,-0.0032,-0.0016
9.478000e-06,0.268,0.172,-0.0024,-0.0008
9.478400e-06,0.268,0.172,-0.0032,-0.0024
9.478800e-06,0.264,0.172,-0.0016,-0.0008
9.479200e-06,0.26,0.172,-0.0024,0
9.479600e-06,0.264,0.176,-0.0008,0.0008
9.480000e-06,0.268,0.184,-0.0016,0
9.480400e-06,0.268,0.184,-0.0016,0
9.480800e-06,0.264,0.184,-0.0008,0
9.481200e-06,0.268,0.18,-0.0016,0
9.481600e-06,0.268,0.184,-0.0024,0
9.482000e-06,0.264,0.184,-0.0016,0.0016
9.482400e-06,0.268,0.184,-0.0016,0.0008
9.482800e-06,0.268,0.184,-0.0008,0.0024
9.483200e-06,0.264,0.184,-0.0008,0.0016
9.483600e-06,0.264,0.172,0,0.0024
9.484000e-06,0.264,0.172,0,0.0024
9.484400e-06,0.256,0.176,0,0.0016
9.484800e-06,0.256,0.18,0,0
9.485200e-06,0.264,0.18,-0.0016,0.0008
9.485600e-06,0.264,0.172,0,-0.0024
9.486000e-06,0.264,0.168,-0.0008,-0.0016
9.486400e-06,0.26,0.172,-0.0016,-0.0008
9.486800e-06,0.26,0.172,-0.0016,0
9.487200e-06,0.26,0.168,-0.0016,0
9.487600e-06,0.26,0.172,-0.0016,-0.0024
9.488000e-06,0.268,0.168,-0.0016,-0.0016
9.488400e-06,0.268,0.176,-0.0016,-0.0008
9.488800e-06,0.26,0.176,0,0
9.489200e-06,0.256,0.18,0.0008,-0.0008
9.489600e-06,0.264,0.184,0,-0.0024
9.490000e-06,0.26,0.18,-0.0016,-0.0016
9.490400e-06,0.264,0.18,-0.0024,-0.0016
9.490800e-06,0.264,0.18,-0.0008,0
9.491200e-06,0.268,0.184,-0.0008,0
9.491600e-06,0.264,0.184,-0.0016,0
9.492000e-06,0.268,0.18,-0.0024,0.0008
9.492400e-06,0.264,0.184,-0.0016,0.0008
9.492800e-06,0.268,0.18,0,0.0008
9.493200e-06,0.256,0.176,0,0.0016
9.493600e-06,0.264,0.18,0,0
9.494000e-06,0.268,0.184,0,0
9.494400e-06,0.276,0.18,-0.0008,0.0008
9.494800e-06,0.272,0.18,-0.0008,0.0008
9.495200e-06,0.268,0.18,0,0.0016
9.495600e-06,0.264,0.172,0,0.0008
9.496000e-06,0.268,0.172,-0.0008,0.0008
9.496400e-06,0.272,0.172,-0.0008,0.0024
9.496800e-06,0.268,0.172,-0.0016,0.0016
9.497200e-06,0.26,0.172,-0.0008,0.0024
9.497600e-06,0.256,0.176,0,0.0016
9.498000e-06,0.26,0.176,0,0.0008
9.498400e-06,0.268,0.176,0,0
9.498800e-06,0.268,0.176,0,0.0008
9.499200e-06,0.264,0.18,0,-0.0008
9.499600e-06,0.264,0.176,0,0.0008
9.500000e-06,0.26,0.184,-0.0008,0
9.500400e-06,0.268,0.176,-0.0016,0
9.500800e-06,0.268,0.184,-0.0024,-0.0008
9.501200e-06,0.268,0.184,-0.0024,0.0008
9.501600e-06,0.272,0.184,-0.0016,0.0008
9.502000e-06,0.268,0.176,-0.0016,0.0008
9.502400e-06,0.268,0.18,-0.0016,0.0008
9.502800e-06,0.272,0.18,-0.0008,0.0008
9.503200e-06,0.276,0.176,0,0
9.503600e-06,0.276,0.18,0,0
9.504000e-06,0.268,0.184,-0.0008,0.0008
9.504400e-06,0.264,0.176,-0.0008,0
9.504800e-06,0.276,0.172,-0.0016,0
9.505200e-06,0.272,0.176,-0.0016,0.0008
9.505600e-06,0.264,0.172,-0.0008,0.0016
9.506000e-06,0.264,0.172,-0.0016,0.0024
9.506400e-06,0.268,0.172,-0.0008,0.0016
9.506800e-06,0.264,0.172,0,0.0024
9.507200e-06,0.268,0.176,0,0.0032
9.507600e-06,0.268,0.176,0.0016,0.0016
9.508000e-06,0.268,0.176,0,0.0032
9.508400e-06,0.256,0.172,0,0.0016
9.508800e-06,0.264,0.172,0.0008,0.0024
9.509200e-06,0.264,0.18,0.0008,0.0024
9.509600e-06,0.268,0.176,0.0016,0.0024
9.510000e-06,0.272,0.18,0,0.0016
9.510400e-06,0.264,0.18,0,0.0024
9.510800e-06,0.264,0.18,0.0008,0.0024
9.511200e-06,0.272,0.184,0.0008,0.0008
9.511600e-06,0.268,0.18,0.0008,0.0016
9.512000e-06,0.264,0.184,0.0008,0.0008
9.512400e-06,0.272,0.18,0.0008,0
9.512800e-06,0.272,0.176,0.0016,-0.0008
9.513200e-06,0.276,0.184,0,0
9.513600e-06,0.268,0.184,0,0.0008
9.514000e-06,0.264,0.176,0,0.0008
9.514400e-06,0.268,0.176,-0.0008,0.0008
9.514800e-06,0.276,0.18,-0.0016,0.0008
9.515200e-06,0.276,0.18,0,0.0024
9.515600e-06,0.272,0.172,0,0.0016
9.516000e-06,0.264,0.18,0,0.0024
9.516400e-06,0.268,0.176,0,0.0016
9.516800e-06,0.268,0.184,-0.0008,0.0024
9.517200e-06,0.268,0.18,0,0.0024
9.517600e-06,0.264,0.18,0,0.0032
9.518000e-06,0.268,0.176,0.0016,0.004
9.518400e-06,0.268,0.184,0.0008,0.004
9.518800e-06,0.26,0.18,0.0008,0.004
9.519200e-06,0.268,0.176,0.0008,0.0032
9.519600e-06,0.264,0.176,0,0.004
9.520000e-06,0.268,0.18,0.0008,0.0056
9.520400e-06,0.264,0.184,0.0016,0.0048
9.520800e-06,0.26,0.184,0.0024,0.0032
9.521200e-06,0.268,0.18,0.0032,0.0048
9.521600e-06,0.272,0.176,0.0024,0.0024
9.522000e-06,0.272,0.176,0.0024,0.0016
9.522400e-06,0.268,0.184,0.0016,0.0008
9.522800e-06,0.26,0.188,0.0016,0
9.523200e-06,0.268,0.192,0.0008,0.0008
9.523600e-06,0.268,0.184,0,0
9.524000e-06,0.272,0.18,0,0
9.524400e-06,0.272,0.176,0,0
9.524800e-06,0.268,0.184,-0.0008,0.0008
9.525200e-06,0.268,0.18,-0.0008,0.0016
9.525600e-06,0.272,0.184,0,0.0008
9.526000e-06,0.268,0.176,0,0
9.526400e-06,0.268,0.172,-0.0008,0.0024
9.526800e-06,0.264,0.176,-0.0016,0.0008
9.527200e-06,0.26,0.18,0,0
9.527600e-06,0.26,0.18,0,0.0016
9.528000e-06,0.268,0.188,0,0.0032
9.528400e-06,0.268,0.176,0.0008,0.0016
9.528800e-06,0.268,0.18,0,0.0032
9.529200e-06,0.264,0.18,0,0.0032
9.529600e-06,0.268,0.184,0.0008,0.0024
9.530000e-06,0.272,0.176,0.0024,0.0032
9.530400e-06,0.28,0.184,0.0016,0.0048
9.530800e-06,0.272,0.18,0.0008,0.0032
9.531200e-06,0.276,0.184,0.0024,0.0032
9.531600e-06,0.268,0.18,0.0024,0.0024
9.532000e-06,0.272,0.184,0.0024,0.0024
9.532400e-06,0.276,0.188,0.0008,0.0032
9.532800e-06,0.276,0.184,0.0016,0.0016
9.533200e-06,0.276,0.18,0,0.0008
9.533600e-06,0.268,0.184,0,0.0008
9.534000e-06,0.272,0.188,0.0016,-0.0008
9.534400e-06,0.276,0.184,0,0.0008
9.534800e-06,0.28,0.184,0,-0.0008
9.535200e-06,0.284,0.188,0,0
9.535600e-06,0.272,0.184,0,0.0008
9.536000e-06,0.272,0.18,0,-0.0008
9.536400e-06,0.272,0.184,-0.0016,-0.0008
9.536800e-06,0.272,0.184,-0.0016,-0.0008
9.537200e-06,0.268,0.18,-0.0016,0.0008
9.537600e-06,0.276,0.184,-0.0008,0.0016
9.538000e-06,0.264,0.176,-0.0008,0.0016
9.538400e-06,0.268,0.18,-0.0008,0.0008
9.538800e-06,0.268,0.18,-0.0008,0.0032
9.539200e-06,0.272,0.184,0,0.0048
9.539600e-06,0.28,0.184,0,0.0048
9.540000e-06,0.28,0.18,0.0024,0.0048
9.540400e-06,0.28,0.188,0.0032,0.0048
9.540800e-06,0.284,0.192,0.004,0.004
9.541200e-06,0.272,0.184,0.0032,0.004
9.541600e-06,0.268,0.184,0.004,0.0056
9.542000e-06,0.276,0.188,0.0032,0.0048
9.542400e-06,0.284,0.188,0.0024,0.004
9.542800e-06,0.28,0.184,0.0024,0.004
9.543200e-06,0.28,0.18,0.0032,0.0032
9.543600e-06,0.28,0.18,0.0016,0.0024
9.544000e-06,0.268,0.18,0.0024,0.0032
9.544400e-06,0.268,0.188,0.0016,0.0008
9.544800e-06,0.272,0.188,0.0024,0.0016
9.545200e-06,0.276,0.184,0.0008,0.0008
9.545600e-06,0.272,0.188,0.0008,0
9.546000e-06,0.272,0.188,0,0
9.546400e-06,0.276,0.18,-0.0008,0
9.546800e-06,0.276,0.172,-0.0008,-0.0008
9.547200e-06,0.268,0.184,-0.0016,-0.0008
9.547600e-06,0.276,0.184,-0.0016,0
9.548000e-06,0.276,0.184,-0.0024,0
9.548400e-06,0.276,0.172,-0.0008,0.0008
9.548800e-06,0.268,0.172,0,0.0024
9.549200e-06,0.272,0.176,-0.0008,0.0024
9.549600e-06,0.28,0.184,0.0008,0.0032
9.550000e-06,0.276,0.184,0.0008,0.004
9.550400e-06,0.272,0.184,0.0024,0.0048
9.550800e-06,0.272,0.184,0.0032,0.0048
9.551200e-06,0.268,0.188,0.0032,0.0048
9.551600e-06,0.272,0.188,0.004,0.0064
9.552000e-06,0.276,0.192,0.0024,0.0064
9.552400e-06,0.28,0.192,0.0024,0.0064
9.552800e-06,0.276,0.188,0.004,0.0072
9.553200e-06,0.272,0.196,0.0024,0.004
9.553600e-06,0.268,0.192,0.0032,0.0048
9.554000e-06,0.276,0.184,0.0032,0.0032
9.554400e-06,0.276,0.184,0.0032,0.0032
9.554800e-06,0.268,0.184,0.0024,0.0032
9.555200e-06,0.268,0.184,0.0024,0.0016
9.555600e-06,0.264,0.184,0.0008,0.0008
9.556000e-06,0.272,0.184,0.0008,0.0008
9.556400e-06,0.272,0.184,0,0.0008
9.556800e-06,0.276,0.184,-0.0008,0
9.557200e-06,0.28,0.18,-0.0008,0
9.557600e-06,0.272,0.176,-0.0016,-0.0008
9.558000e-06,0.264,0.172,0,0
9.558400e-06,0.276,0.176,-0.0008,0.0008
9.558800e-06,0.28,0.184,0,0.0016
9.559200e-06,0.272,0.184,0,0.0016
9.559600e-06,0.268,0.18,0,0.0032
9.560000e-06,0.272,0.176,0.0008,0.0024
9.560400e-06,0.276,0.18,0.0024,0.0024
9.560800e-06,0.28,0.184,0.0024,0.0056
9.561200e-06,0.276,0.192,0.0024,0.0064
9.561600e-06,0.276,0.188,0.0048,0.004
9.562000e-06,0.284,0.196,0.004,0.0056
9.562400e-06,0.28,0.192,0.0032,0.0048
9.562800e-06,0.28,0.192,0.004,0.0056
9.563200e-06,0.268,0.196,0.004,0.0048
9.563600e-06,0.276,0.192,0.0016,0.0032
9.564000e-06,0.28,0.192,0.0032,0.0048
9.564400e-06,0.28,0.196,0.0032,0.004
9.564800e-06,0.28,0.18,0.0016,0.0032
9.565200e-06,0.28,0.184,0.0024,0.0024
9.565600e-06,0.28,0.184,0.0008,0.0024
9.566000e-06,0.268,0.18,0.0008,0.0016
9.566400e-06,0.276,0.188,0,0
9.566800e-06,0.276,0.18,-0.0016,0.0008
9.567200e-06,0.272,0.18,-0.0008,0
9.567600e-06,0.272,0.172,-0.0016,0
9.568000e-06,0.28,0.172,0,0
9.568400e-06,0.28,0.18,0,-0.0008
9.568800e-06,0.28,0.172,0,0.0008
9.569200e-06,0.276,0.176,0,0.0024
9.569600e-06,0.28,0.176,0,0.0024
9.570000e-06,0.28,0.184,0,0.0016
9.570400e-06,0.284,0.184,0.0016,0.0024
9.570800e-06,0.276,0.184,0.0016,0.0032
9.571200e-06,0.284,0.184,0.0008,0.0048
9.571600e-06,0.284,0.184,0.0016,0.004
9.572000e-06,0.288,0.188,0.0024,0.004
9.572400e-06,0.28,0.184,0.004,0.0056
9.572800e-06,0.28,0.192,0.0048,0.0056
9.573200e-06,0.28,0.196,0.0048,0.0056
9.573600e-06,0.284,0.2,0.0048,0.0056
9.574000e-06,0.28,0.2,0.0048,0.0032
9.574400e-06,0.272,0.196,0.004,0.004
9.574800e-06,0.268,0.192,0.0024,0.0048
9.575200e-06,0.272,0.192,0.0024,0.0032
9.575600e-06,0.276,0.188,0.0008,0.0024
9.576000e-06,0.28,0.184,0.0008,0.0024
9.576400e-06,0.272,0.18,0,0.0016
9.576800e-06,0.276,0.184,0,0.0016
9.577200e-06,0.272,0.176,0,0.0016
9.577600e-06,0.28,0.176,-0.0016,0.0008
9.578000e-06,0.28,0.176,-0.0008,0.0008
9.578400e-06,0.28,0.18,0,0.0008
9.578800e-06,0.276,0.18,0,0.0008
9.579200e-06,0.28,0.176,0.0016,0.0016
9.579600e-06,0.28,0.18,0.0016,0.0016
9.580000e-06,0.288,0.18,0.0024,0.0032
9.580400e-06,0.284,0.18,0.0016,0.0048
9.580800e-06,0.284,0.192,0.0024,0.0056
9.581200e-06,0.28,0.192,0.004,0.0056
9.581600e-06,0.288,0.188,0.0056,0.0072
9.582000e-06,0.288,0.196,0.0056,0.008
9.582400e-06,0.28,0.204,0.0048,0.0072
9.582800e-06,0.276,0.196,0.0064,0.0056
9.583200e-06,0.276,0.196,0.0064,0.0056
9.583600e-06,0.268,0.2,0.0056,0.0064
9.584000e-06,0.268,0.2,0.0064,0.0056
9.584400e-06,0.272,0.2,0.0056,0.0048
9.584800e-06,0.272,0.2,0.0048,0.0032
9.585200e-06,0.28,0.188,0.0024,0.0032
9.585600e-06,0.272,0.188,0.0008,0.0024
9.586000e-06,0.272,0.188,0.0016,0.0032
9.586400e-06,0.272,0.192,0.0008,0.0032
9.586800e-06,0.272,0.184,0.0008,0.0016
9.587200e-06,0.268,0.18,0,0.0016
9.587600e-06,0.272,0.184,0.0008,0.0008
9.588000e-06,0.272,0.188,0.0008,0.0008
9.588400e-06,0.284,0.18,0,0
9.588800e-06,0.28,0.176,0.0016,0.0008
9.589200e-06,0.276,0.188,0.0008,0.0016
9.589600e-06,0.276,0.184,0.0008,0.0032
9.590000e-06,0.276,0.184,0.0024,0.0032
9.590400e-06,0.284,0.188,0.0016,0.0048
9.590800e-06,0.28,0.192,0.0016,0.0056
9.591200e-06,0.28,0.192,0.0032,0.0064
9.591600e-06,0.292,0.192,0.0048,0.0064
9.592000e-06,0.28,0.192,0.0048,0.0064
9.592400e-06,0.28,0.192,0.0056,0.0064
9.592800e-06,0.28,0.196,0.0064,0.0064
9.593200e-06,0.28,0.2,0.0072,0.0064
9.593600e-06,0.288,0.204,0.0056,0.0056
9.594000e-06,0.284,0.192,0.004,0.0056
9.594400e-06,0.28,0.192,0.004,0.0048
9.594800e-06,0.28,0.188,0.0032,0.0048
9.595200e-06,0.28,0.192,0.0032,0.0032
9.595600e-06,0.28,0.188,0.0024,0.0032
9.596000e-06,0.276,0.188,0.0016,0.0024
9.596400e-06,0.28,0.184,0.0008,0.0024
9.596800e-06,0.28,0.184,0,0.0016
9.597200e-06,0.284,0.184,0.0008,0.0008
9.597600e-06,0.276,0.18,0,0.0008
9.598000e-06,0.28,0.188,0,0
9.598400e-06,0.276,0.192,-0.0008,0.0008
9.598800e-06,0.284,0.188,0,0.0024
9.599200e-06,0.284,0.184,0.0008,0.0016
9.599600e-06,0.284,0.192,0.0008,0.004
9.600000e-06,0.288,0.184,0.0016,0.0048
9.600400e-06,0.292,0.192,0.0016,0.0048
9.600800e-06,0.288,0.196,0.0024,0.0056
9.601200e-06,0.288,0.192,0.004,0.0056
9.601600e-06,0.292,0.196,0.0072,0.0072
9.602000e-06,0.284,0.2,0.0064,0.008
9.602400e-06,0.288,0.2,0.0064,0.0072
9.602800e-06,0.288,0.204,0.0064,0.0072
9.603200e-06,0.284,0.196,0.008,0.0072
9.603600e-06,0.284,0.196,0.0072,0.008
9.604000e-06,0.284,0.196,0.0072,0.008
9.604400e-06,0.28,0.196,0.0056,0.0064
