Model,DPO3034
Firmware Version,2.16

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4e-05,,,
Sample Interval,4e-10,,,
Record Length,1e+06,,,
Gating,47.499900% to 52.500%,47.499900% to 52.500%,47.499900% to 52.500%,47.499900% to 52.500%
Probe Attenuation,1,1,1,1
Vertical Units,V,V,V,V
Vertical Offset,0,0,0,0
Vertical Scale,0.1,0.1,0.02,0.02
Label,,,,
TIME,CH1,CH2,CH3,CH4
4.964000e-07,0.388,0.256,0.048,0.048
4.968000e-07,0.384,0.26,0.0488,0.0472
4.972000e-07,0.376,0.264,0.0488,0.048
4.976000e-07,0.384,0.26,0.0496,0.0472
4.980000e-07,0.384,0.272,0.0488,0.048
4.984000e-07,0.384,0.272,0.0504,0.0472
4.988000e-07,0.384,0.26,0.0496,0.0472
4.992000e-07,0.384,0.264,0.0488,0.0472
4.996000e-07,0.384,0.268,0.0472,0.0448
5.000000e-07,0.38,0.268,0.0488,0.0456
5.004000e-07,0.388,0.264,0.0488,0.0456
5.008000e-07,0.392,0.268,0.048,0.0432
5.012000e-07,0.384,0.264,0.048,0.044
5.016000e-07,0.384,0.264,0.0464,0.044
5.020000e-07,0.388,0.268,0.0464,0.0432
5.024000e-07,0.388,0.268,0.0464,0.0424
5.028000e-07,0.388,0.252,0.0472,0.0432
5.032000e-07,0.384,0.256,0.0464,0.044
5.036000e-07,0.392,0.256,0.0472,0.0424
5.040000e-07,0.392,0.26,0.0472,0.044
5.044000e-07,0.388,0.256,0.0464,0.044
5.048000e-07,0.388,0.252,0.0456,0.0464
5.052000e-07,0.384,0.252,0.0472,0.0456
5.056000e-07,0.388,0.26,0.048,0.0464
5.060000e-07,0.388,0.256,0.0488,0.0464
5.064000e-07,0.392,0.252,0.048,0.0464
5.068000e-07,0.392,0.256,0.0488,0.0472
5.072000e-07,0.384,0.256,0.0496,0.0472
5.076000e-07,0.384,0.256,0.0472,0.0488
5.080000e-07,0.388,0.268,0.048,0.048
5.084000e-07,0.388,0.276,0.0496,0.0472
5.088000e-07,0.388,0.272,0.0512,0.0464
5.092000e-07,0.388,0.272,0.0512,0.0464
5.096000e-07,0.392,0.272,0.0504,0.0472
5.100000e-07,0.388,0.268,0.0512,0.0456
5.104000e-07,0.38,0.268,0.0512,0.0448
5.108000e-07,0.38,0.276,0.0512,0.0448
5.112000e-07,0.384,0.272,0.0504,0.0456
5.116000e-07,0.38,0.264,0.0488,0.0448
5.120000e-07,0.384,0.268,0.0496,0.0432
5.124000e-07,0.392,0.268,0.0488,0.0464
5.128000e-07,0.388,0.268,0.048,0.044
5.132000e-07,0.388,0.264,0.0488,0.044
5.136000e-07,0.388,0.256,0.048,0.044
5.140000e-07,0.396,0.26,0.0472,0.044
5.144000e-07,0.392,0.264,0.0488,0.0448
5.148000e-07,0.388,0.264,0.0488,0.044
5.152000e-07,0.38,0.272,0.0488,0.044
5.156000e-07,0.388,0.26,0.0488,0.0456
5.160000e-07,0.388,0.26,0.0488,0.0464
5.164000e-07,0.388,0.26,0.0488,0.0472
5.168000e-07,0.388,0.264,0.0488,0.0472
5.172000e-07,0.384,0.264,0.0512,0.048
5.176000e-07,0.384,0.26,0.0512,0.048
5.180000e-07,0.384,0.264,0.0512,0.048
5.184000e-07,0.392,0.268,0.0512,0.0488
5.188000e-07,0.384,0.264,0.052,0.0488
5.192000e-07,0.38,0.268,0.052,0.0488
5.196000e-07,0.388,0.272,0.0504,0.0504
5.200000e-07,0.384,0.272,0.0504,0.0496
5.204000e-07,0.388,0.268,0.0504,0.0488
5.208000e-07,0.388,0.272,0.0504,0.048
5.212000e-07,0.384,0.272,0.0496,0.048
5.216000e-07,0.384,0.268,0.0512,0.0488
5.220000e-07,0.388,0.272,0.0504,0.0472
5.224000e-07,0.384,0.276,0.0496,0.0464
5.228000e-07,0.392,0.276,0.0512,0.0456
5.232000e-07,0.392,0.272,0.0504,0.0472
5.236000e-07,0.396,0.268,0.0512,0.0472
5.240000e-07,0.396,0.268,0.0512,0.0464
5.244000e-07,0.4,0.268,0.0504,0.0464
5.248000e-07,0.388,0.26,0.0512,0.0464
5.252000e-07,0.388,0.256,0.0504,0.0472
5.256000e-07,0.388,0.268,0.0512,0.0464
5.260000e-07,0.388,0.272,0.0504,0.0464
5.264000e-07,0.388,0.264,0.0488,0.0472
5.268000e-07,0.392,0.268,0.0496,0.0472
5.272000e-07,0.392,0.26,0.0512,0.048
5.276000e-07,0.392,0.264,0.0512,0.0488
5.280000e-07,0.388,0.268,0.0512,0.048
5.284000e-07,0.384,0.264,0.0512,0.0464
5.288000e-07,0.384,0.264,0.0512,0.0488
5.292000e-07,0.384,0.264,0.052,0.0488
5.296000e-07,0.388,0.268,0.052,0.0488
5.300000e-07,0.384,0.268,0.0512,0.0496
5.304000e-07,0.38,0.28,0.0512,0.0488
5.308000e-07,0.384,0.272,0.0504,0.0504
5.312000e-07,0.384,0.276,0.0504,0.0504
5.316000e-07,0.388,0.276,0.0512,0.0504
5.320000e-07,0.388,0.272,0.0544,0.0504
5.324000e-07,0.388,0.272,0.0528,0.0504
5.328000e-07,0.388,0.28,0.052,0.0496
5.332000e-07,0.384,0.28,0.052,0.0496
5.336000e-07,0.392,0.276,0.0544,0.0488
5.340000e-07,0.392,0.276,0.0536,0.0496
5.344000e-07,0.392,0.28,0.0536,0.048
5.348000e-07,0.392,0.272,0.0536,0.048
5.352000e-07,0.392,0.268,0.052,0.0488
5.356000e-07,0.396,0.268,0.052,0.0496
5.360000e-07,0.4,0.264,0.0528,0.0488
5.364000e-07,0.4,0.264,0.052,0.0496
5.368000e-07,0.396,0.26,0.052,0.0504
5.372000e-07,0.396,0.26,0.0528,0.0496
5.376000e-07,0.4,0.264,0.052,0.0488
5.380000e-07,0.388,0.26,0.052,0.0496
5.384000e-07,0.396,0.264,0.052,0.0496
5.388000e-07,0.396,0.264,0.052,0.0496
5.392000e-07,0.392,0.264,0.0528,0.0504
5.396000e-07,0.4,0.264,0.052,0.0504
5.400000e-07,0.392,0.264,0.0512,0.052
5.404000e-07,0.388,0.264,0.052,0.0528
5.408000e-07,0.392,0.276,0.0544,0.0528
5.412000e-07,0.388,0.272,0.0536,0.0528
5.416000e-07,0.392,0.28,0.0544,0.052
5.420000e-07,0.388,0.28,0.0528,0.052
5.424000e-07,0.396,0.28,0.0544,0.0512
5.428000e-07,0.388,0.28,0.0552,0.0496
5.432000e-07,0.384,0.276,0.0528,0.0512
5.436000e-07,0.388,0.272,0.052,0.0512
5.440000e-07,0.392,0.268,0.052,0.0512
5.444000e-07,0.392,0.272,0.052,0.0512
5.448000e-07,0.396,0.272,0.0512,0.0512
5.452000e-07,0.388,0.268,0.052,0.052
5.456000e-07,0.392,0.264,0.052,0.0512
5.460000e-07,0.392,0.26,0.052,0.0496
5.464000e-07,0.392,0.26,0.052,0.0504
5.468000e-07,0.396,0.268,0.0536,0.0496
5.472000e-07,0.392,0.264,0.052,0.0488
5.476000e-07,0.388,0.26,0.0536,0.048
5.480000e-07,0.388,0.26,0.052,0.0488
5.484000e-07,0.392,0.256,0.0504,0.0488
5.488000e-07,0.384,0.256,0.0512,0.0496
5.492000e-07,0.392,0.252,0.052,0.0488
5.496000e-07,0.388,0.256,0.052,0.0488
5.500000e-07,0.396,0.264,0.052,0.0504
5.504000e-07,0.392,0.264,0.0528,0.0504
5.508000e-07,0.388,0.268,0.052,0.0512
5.512000e-07,0.388,0.276,0.0528,0.052
5.516000e-07,0.388,0.276,0.0528,0.0504
5.520000e-07,0.384,0.276,0.0536,0.0504
5.524000e-07,0.388,0.28,0.0544,0.0512
5.528000e-07,0.392,0.276,0.0528,0.0504
5.532000e-07,0.388,0.276,0.0536,0.0512
5.536000e-07,0.384,0.272,0.052,0.0512
5.540000e-07,0.38,0.272,0.052,0.0512
5.544000e-07,0.388,0.272,0.0528,0.0512
5.548000e-07,0.392,0.268,0.0512,0.0504
5.552000e-07,0.392,0.268,0.0512,0.0504
5.556000e-07,0.388,0.268,0.0536,0.0512
5.560000e-07,0.392,0.264,0.0536,0.0512
5.564000e-07,0.388,0.26,0.0536,0.0496
5.568000e-07,0.392,0.256,0.052,0.0496
5.572000e-07,0.396,0.264,0.0528,0.0496
5.576000e-07,0.396,0.256,0.0528,0.0496
5.580000e-07,0.396,0.256,0.0512,0.048
5.584000e-07,0.396,0.256,0.0512,0.0488
5.588000e-07,0.396,0.26,0.0512,0.048
5.592000e-07,0.396,0.264,0.0504,0.048
5.596000e-07,0.392,0.256,0.0504,0.048
5.600000e-07,0.396,0.248,0.0512,0.048
5.604000e-07,0.396,0.256,0.0504,0.0488
5.608000e-07,0.388,0.26,0.0504,0.048
5.612000e-07,0.388,0.264,0.052,0.0472
5.616000e-07,0.388,0.272,0.0512,0.0464
5.620000e-07,0.388,0.268,0.052,0.048
5.624000e-07,0.388,0.272,0.0528,0.048
5.628000e-07,0.388,0.264,0.0512,0.048
5.632000e-07,0.388,0.272,0.0512,0.0496
5.636000e-07,0.388,0.276,0.0512,0.0488
5.640000e-07,0.388,0.272,0.0496,0.0496
5.644000e-07,0.392,0.268,0.0496,0.0488
5.648000e-07,0.392,0.276,0.052,0.0504
5.652000e-07,0.392,0.272,0.052,0.0496
5.656000e-07,0.392,0.276,0.052,0.0496
5.660000e-07,0.396,0.268,0.052,0.0488
5.664000e-07,0.396,0.26,0.052,0.0488
5.668000e-07,0.392,0.264,0.0504,0.0496
5.672000e-07,0.396,0.264,0.0504,0.0488
5.676000e-07,0.396,0.26,0.0512,0.048
5.680000e-07,0.4,0.256,0.0504,0.048
5.684000e-07,0.396,0.26,0.052,0.048
5.688000e-07,0.388,0.26,0.0512,0.0472
5.692000e-07,0.384,0.252,0.0512,0.048
5.696000e-07,0.392,0.256,0.0504,0.0496
5.700000e-07,0.388,0.26,0.052,0.0496
5.704000e-07,0.38,0.26,0.052,0.0488
5.708000e-07,0.388,0.256,0.052,0.048
5.712000e-07,0.384,0.268,0.052,0.048
5.716000e-07,0.396,0.26,0.0512,0.0472
5.720000e-07,0.392,0.268,0.0512,0.0472
5.724000e-07,0.388,0.264,0.0512,0.0464
5.728000e-07,0.388,0.26,0.0496,0.0472
5.732000e-07,0.388,0.264,0.0496,0.0472
5.736000e-07,0.38,0.264,0.0496,0.0464
5.740000e-07,0.384,0.264,0.0496,0.0472
5.744000e-07,0.388,0.26,0.0496,0.048
5.748000e-07,0.388,0.26,0.0496,0.0488
5.752000e-07,0.392,0.264,0.0512,0.0496
5.756000e-07,0.392,0.264,0.0512,0.0488
5.760000e-07,0.396,0.264,0.0512,0.0488
5.764000e-07,0.396,0.264,0.0512,0.0488
5.768000e-07,0.388,0.272,0.0504,0.0496
5.772000e-07,0.388,0.26,0.0496,0.0496
5.776000e-07,0.392,0.26,0.0496,0.0512
5.780000e-07,0.392,0.26,0.0496,0.0496
5.784000e-07,0.396,0.264,0.0512,0.0488
5.788000e-07,0.392,0.252,0.0512,0.0504
5.792000e-07,0.396,0.26,0.052,0.0504
5.796000e-07,0.392,0.26,0.0528,0.0504
5.800000e-07,0.396,0.256,0.0536,0.0496
5.804000e-07,0.392,0.26,0.0528,0.0504
5.808000e-07,0.388,0.252,0.0528,0.0504
5.812000e-07,0.384,0.256,0.0528,0.0488
5.816000e-07,0.388,0.256,0.052,0.0472
5.820000e-07,0.384,0.26,0.052,0.0472
5.824000e-07,0.388,0.268,0.0504,0.0472
5.828000e-07,0.384,0.26,0.0496,0.0464
5.832000e-07,0.388,0.264,0.0504,0.0456
5.836000e-07,0.388,0.26,0.0504,0.048
5.840000e-07,0.384,0.264,0.0504,0.048
5.844000e-07,0.388,0.26,0.0512,0.048
5.848000e-07,0.384,0.264,0.052,0.0472
5.852000e-07,0.384,0.264,0.0512,0.048
5.856000e-07,0.392,0.26,0.052,0.0472
5.860000e-07,0.388,0.264,0.052,0.0472
5.864000e-07,0.388,0.264,0.0496,0.048
5.868000e-07,0.388,0.26,0.0496,0.048
5.872000e-07,0.388,0.268,0.0496,0.0488
5.876000e-07,0.396,0.264,0.0512,0.0496
5.880000e-07,0.392,0.268,0.0512,0.0488
5.884000e-07,0.392,0.252,0.0512,0.0504
5.888000e-07,0.396,0.256,0.052,0.0512
5.892000e-07,0.396,0.256,0.0536,0.0504
5.896000e-07,0.388,0.264,0.0536,0.0496
5.900000e-07,0.396,0.264,0.0536,0.0504
5.904000e-07,0.392,0.272,0.052,0.048
5.908000e-07,0.392,0.264,0.052,0.0496
5.912000e-07,0.388,0.268,0.0528,0.0496
5.916000e-07,0.388,0.268,0.052,0.0504
5.920000e-07,0.384,0.268,0.0512,0.0504
5.924000e-07,0.384,0.264,0.0512,0.0496
5.928000e-07,0.384,0.264,0.052,0.0496
5.932000e-07,0.388,0.264,0.052,0.0496
5.936000e-07,0.388,0.264,0.0496,0.048
5.940000e-07,0.388,0.264,0.052,0.0472
5.944000e-07,0.384,0.26,0.0512,0.0464
5.948000e-07,0.388,0.264,0.052,0.048
5.952000e-07,0.388,0.256,0.0504,0.048
5.956000e-07,0.388,0.264,0.0512,0.0472
5.960000e-07,0.396,0.256,0.0512,0.0472
5.964000e-07,0.4,0.26,0.0504,0.048
5.968000e-07,0.4,0.252,0.0496,0.0488
5.972000e-07,0.396,0.264,0.0512,0.048
5.976000e-07,0.392,0.268,0.0512,0.0488
5.980000e-07,0.392,0.268,0.052,0.0496
5.984000e-07,0.396,0.264,0.0528,0.0504
5.988000e-07,0.396,0.264,0.0536,0.0512
5.992000e-07,0.4,0.268,0.0528,0.0512
5.996000e-07,0.396,0.276,0.0544,0.0504
6.000000e-07,0.396,0.276,0.0536,0.0496
6.004000e-07,0.4,0.272,0.052,0.0512
6.008000e-07,0.4,0.268,0.052,0.0504
6.012000e-07,0.392,0.272,0.0528,0.0504
6.016000e-07,0.384,0.276,0.052,0.0504
6.020000e-07,0.384,0.264,0.0528,0.0504
6.024000e-07,0.388,0.264,0.0528,0.0496
6.028000e-07,0.384,0.268,0.0528,0.0488
6.032000e-07,0.388,0.268,0.0528,0.0488
6.036000e-07,0.388,0.268,0.052,0.0488
6.040000e-07,0.388,0.26,0.052,0.0472
6.044000e-07,0.392,0.268,0.0512,0.0456
6.048000e-07,0.388,0.268,0.0504,0.044
6.052000e-07,0.388,0.264,0.0496,0.0464
6.056000e-07,0.392,0.264,0.0496,0.0456
6.060000e-07,0.396,0.264,0.0496,0.0456
6.064000e-07,0.392,0.264,0.0496,0.0464
6.068000e-07,0.396,0.264,0.0504,0.048
6.072000e-07,0.392,0.264,0.0504,0.0488
6.076000e-07,0.392,0.264,0.0512,0.0496
6.080000e-07,0.392,0.28,0.0512,0.0496
6.084000e-07,0.396,0.272,0.0512,0.048
6.088000e-07,0.4,0.268,0.052,0.0496
6.092000e-07,0.4,0.268,0.0512,0.048
6.096000e-07,0.396,0.272,0.052,0.0488
6.100000e-07,0.388,0.264,0.052,0.0488
6.104000e-07,0.384,0.272,0.052,0.0488
6.108000e-07,0.384,0.272,0.0512,0.0496
6.112000e-07,0.384,0.268,0.052,0.0488
6.116000e-07,0.384,0.268,0.0512,0.0496
6.120000e-07,0.392,0.272,0.0512,0.0504
6.124000e-07,0.388,0.268,0.0512,0.0504
6.128000e-07,0.384,0.268,0.0528,0.0496
6.132000e-07,0.384,0.264,0.0528,0.048
6.136000e-07,0.384,0.264,0.052,0.048
6.140000e-07,0.388,0.264,0.0512,0.048
6.144000e-07,0.396,0.264,0.0496,0.048
6.148000e-07,0.388,0.264,0.0504,0.048
6.152000e-07,0.392,0.26,0.0512,0.0456
6.156000e-07,0.392,0.26,0.0512,0.0456
6.160000e-07,0.392,0.264,0.0512,0.0472
6.164000e-07,0.392,0.264,0.0496,0.048
6.168000e-07,0.396,0.268,0.0504,0.0488
6.172000e-07,0.392,0.272,0.052,0.048
6.176000e-07,0.396,0.268,0.0528,0.048
6.180000e-07,0.396,0.268,0.0536,0.048
6.184000e-07,0.396,0.264,0.0536,0.048
6.188000e-07,0.392,0.276,0.052,0.0488
6.192000e-07,0.396,0.276,0.052,0.048
6.196000e-07,0.388,0.268,0.052,0.0496
6.200000e-07,0.4,0.264,0.052,0.0496
6.204000e-07,0.404,0.272,0.0512,0.0504
6.208000e-07,0.392,0.276,0.0512,0.0488
6.212000e-07,0.388,0.268,0.052,0.0488
6.216000e-07,0.392,0.272,0.0536,0.0496
6.220000e-07,0.392,0.272,0.0528,0.0504
6.224000e-07,0.388,0.272,0.052,0.0496
6.228000e-07,0.392,0.272,0.0512,0.0488
6.232000e-07,0.392,0.272,0.0512,0.0472
6.236000e-07,0.388,0.268,0.0504,0.048
6.240000e-07,0.384,0.26,0.0504,0.0472
6.244000e-07,0.384,0.252,0.0512,0.048
6.248000e-07,0.392,0.252,0.0512,0.0504
6.252000e-07,0.396,0.26,0.0512,0.0488
6.256000e-07,0.396,0.252,0.0512,0.0472
6.260000e-07,0.396,0.248,0.0504,0.0488
6.264000e-07,0.396,0.26,0.052,0.0496
6.268000e-07,0.392,0.256,0.0528,0.048
6.272000e-07,0.396,0.264,0.0536,0.0488
6.276000e-07,0.392,0.264,0.0528,0.0488
6.280000e-07,0.388,0.272,0.052,0.048
6.284000e-07,0.392,0.268,0.0528,0.0472
6.288000e-07,0.396,0.276,0.052,0.0472
6.292000e-07,0.396,0.272,0.0512,0.048
6.296000e-07,0.396,0.268,0.0512,0.048
6.300000e-07,0.392,0.276,0.0512,0.0488
6.304000e-07,0.392,0.28,0.052,0.0488
6.308000e-07,0.4,0.272,0.052,0.0488
6.312000e-07,0.396,0.272,0.052,0.0504
6.316000e-07,0.388,0.272,0.052,0.0496
6.320000e-07,0.396,0.272,0.0512,0.0488
6.324000e-07,0.396,0.28,0.052,0.0488
6.328000e-07,0.404,0.276,0.052,0.0488
6.332000e-07,0.4,0.264,0.052,0.048
6.336000e-07,0.384,0.268,0.0512,0.0488
6.340000e-07,0.388,0.268,0.0504,0.0488
6.344000e-07,0.396,0.264,0.0512,0.0496
6.348000e-07,0.392,0.256,0.0512,0.0496
6.352000e-07,0.388,0.252,0.052,0.0488
6.356000e-07,0.388,0.26,0.0528,0.0504
6.360000e-07,0.388,0.264,0.0544,0.052
6.364000e-07,0.392,0.268,0.0552,0.0504
6.368000e-07,0.4,0.276,0.056,0.0512
6.372000e-07,0.396,0.268,0.0544,0.0504
6.376000e-07,0.396,0.26,0.0552,0.0504
6.380000e-07,0.396,0.268,0.0544,0.0512
6.384000e-07,0.396,0.268,0.0536,0.0504
6.388000e-07,0.392,0.268,0.0536,0.0496
6.392000e-07,0.392,0.268,0.0544,0.0488
6.396000e-07,0.388,0.268,0.0536,0.0504
6.400000e-07,0.396,0.272,0.0536,0.0496
6.404000e-07,0.388,0.276,0.0528,0.0488
6.408000e-07,0.384,0.272,0.0536,0.0472
6.412000e-07,0.392,0.276,0.0536,0.048
6.416000e-07,0.4,0.276,0.0504,0.0472
6.420000e-07,0.396,0.268,0.0512,0.0472
6.424000e-07,0.388,0.276,0.0512,0.048
6.428000e-07,0.384,0.272,0.0496,0.048
6.432000e-07,0.388,0.272,0.0512,0.0464
6.436000e-07,0.384,0.268,0.0512,0.0488
6.440000e-07,0.388,0.264,0.0504,0.048
6.444000e-07,0.392,0.26,0.0504,0.048
6.448000e-07,0.392,0.256,0.0512,0.0488
6.452000e-07,0.396,0.26,0.052,0.0512
6.456000e-07,0.396,0.26,0.0536,0.0528
6.460000e-07,0.392,0.256,0.0536,0.0512
6.464000e-07,0.392,0.264,0.0528,0.0512
6.468000e-07,0.396,0.268,0.0544,0.0512
6.472000e-07,0.396,0.268,0.0544,0.0512
6.476000e-07,0.396,0.268,0.0528,0.052
6.480000e-07,0.392,0.268,0.0536,0.0512
6.484000e-07,0.388,0.272,0.0536,0.0504
6.488000e-07,0.392,0.272,0.0536,0.0504
6.492000e-07,0.396,0.28,0.0536,0.0512
6.496000e-07,0.392,0.284,0.0536,0.0496
6.500000e-07,0.388,0.28,0.0536,0.0488
6.504000e-07,0.392,0.276,0.0536,0.0472
6.508000e-07,0.388,0.276,0.052,0.0472
6.512000e-07,0.392,0.276,0.0496,0.0464
6.516000e-07,0.388,0.268,0.0512,0.0472
6.520000e-07,0.388,0.272,0.0504,0.0448
6.524000e-07,0.392,0.268,0.0504,0.0456
6.528000e-07,0.392,0.268,0.0496,0.044
6.532000e-07,0.396,0.264,0.048,0.0432
6.536000e-07,0.392,0.264,0.0472,0.044
6.540000e-07,0.4,0.264,0.0472,0.0448
6.544000e-07,0.396,0.256,0.048,0.0448
6.548000e-07,0.396,0.264,0.0488,0.0456
6.552000e-07,0.396,0.264,0.0512,0.0472
6.556000e-07,0.392,0.252,0.0512,0.0488
6.560000e-07,0.392,0.264,0.0512,0.048
6.564000e-07,0.392,0.26,0.052,0.0496
6.568000e-07,0.388,0.264,0.052,0.0496
6.572000e-07,0.388,0.268,0.0528,0.0496
6.576000e-07,0.388,0.268,0.052,0.0496
6.580000e-07,0.388,0.268,0.052,0.0504
6.584000e-07,0.392,0.272,0.0544,0.0504
6.588000e-07,0.388,0.276,0.0528,0.0496
6.592000e-07,0.388,0.276,0.0536,0.0496
6.596000e-07,0.392,0.276,0.0536,0.048
6.600000e-07,0.396,0.276,0.0528,0.0472
6.604000e-07,0.396,0.28,0.052,0.0464
6.608000e-07,0.392,0.28,0.052,0.0456
6.612000e-07,0.388,0.272,0.052,0.0456
6.616000e-07,0.392,0.276,0.0504,0.0448
6.620000e-07,0.396,0.276,0.0488,0.044
6.624000e-07,0.4,0.276,0.0488,0.0424
6.628000e-07,0.392,0.268,0.0488,0.0416
6.632000e-07,0.392,0.264,0.048,0.044
6.636000e-07,0.392,0.268,0.0472,0.0448
6.640000e-07,0.388,0.26,0.0472,0.0448
6.644000e-07,0.392,0.26,0.0488,0.044
6.648000e-07,0.392,0.264,0.0488,0.044
6.652000e-07,0.392,0.264,0.0488,0.044
6.656000e-07,0.404,0.264,0.0488,0.0456
6.660000e-07,0.396,0.26,0.0496,0.0472
6.664000e-07,0.396,0.264,0.0512,0.048
6.668000e-07,0.396,0.26,0.0512,0.0488
6.672000e-07,0.392,0.264,0.0512,0.048
6.676000e-07,0.392,0.264,0.052,0.0488
6.680000e-07,0.396,0.272,0.052,0.0504
6.684000e-07,0.396,0.272,0.052,0.0504
6.688000e-07,0.392,0.272,0.0536,0.0488
6.692000e-07,0.392,0.276,0.0528,0.0504
6.696000e-07,0.392,0.272,0.0528,0.0496
6.700000e-07,0.388,0.272,0.0528,0.048
6.704000e-07,0.38,0.28,0.0528,0.0464
6.708000e-07,0.388,0.272,0.0504,0.0456
6.712000e-07,0.392,0.28,0.0512,0.0472
6.716000e-07,0.392,0.28,0.0496,0.0456
6.720000e-07,0.392,0.272,0.0488,0.0448
6.724000e-07,0.392,0.264,0.0496,0.044
6.728000e-07,0.392,0.26,0.0488,0.044
6.732000e-07,0.388,0.26,0.048,0.044
6.736000e-07,0.392,0.264,0.0488,0.044
6.740000e-07,0.396,0.256,0.048,0.044
6.744000e-07,0.396,0.26,0.0496,0.0448
6.748000e-07,0.392,0.256,0.0496,0.044
6.752000e-07,0.4,0.256,0.0488,0.044
6.756000e-07,0.396,0.252,0.0496,0.0448
6.760000e-07,0.392,0.252,0.0504,0.0464
6.764000e-07,0.392,0.252,0.0504,0.0472
6.768000e-07,0.388,0.26,0.0512,0.0488
6.772000e-07,0.388,0.26,0.052,0.0504
6.776000e-07,0.392,0.264,0.0528,0.0504
6.780000e-07,0.392,0.268,0.0536,0.052
6.784000e-07,0.388,0.272,0.0536,0.0512
6.788000e-07,0.388,0.276,0.0544,0.0512
6.792000e-07,0.392,0.272,0.0552,0.052
6.796000e-07,0.388,0.272,0.056,0.0496
6.800000e-07,0.384,0.272,0.0544,0.0504
6.804000e-07,0.392,0.284,0.052,0.0496
6.808000e-07,0.396,0.276,0.0528,0.0496
6.812000e-07,0.388,0.276,0.052,0.0496
6.816000e-07,0.388,0.276,0.052,0.048
6.820000e-07,0.392,0.268,0.052,0.0472
6.824000e-07,0.396,0.268,0.0512,0.0464
6.828000e-07,0.396,0.264,0.0504,0.0456
6.832000e-07,0.392,0.268,0.0504,0.0432
6.836000e-07,0.392,0.26,0.0504,0.0448
6.840000e-07,0.396,0.252,0.0512,0.0464
6.844000e-07,0.392,0.252,0.0504,0.0456
6.848000e-07,0.388,0.252,0.0488,0.044
6.852000e-07,0.396,0.248,0.048,0.044
6.856000e-07,0.396,0.248,0.0488,0.044
6.860000e-07,0.396,0.248,0.0512,0.0448
6.864000e-07,0.392,0.244,0.052,0.0472
6.868000e-07,0.392,0.252,0.052,0.048
6.872000e-07,0.396,0.26,0.0512,0.0504
6.876000e-07,0.388,0.26,0.0512,0.0504
6.880000e-07,0.388,0.264,0.052,0.0504
6.884000e-07,0.392,0.272,0.0536,0.0496
6.888000e-07,0.392,0.272,0.052,0.0512
6.892000e-07,0.392,0.28,0.0536,0.052
6.896000e-07,0.392,0.28,0.0544,0.0496
6.900000e-07,0.392,0.28,0.0528,0.0504
6.904000e-07,0.388,0.284,0.0536,0.0504
6.908000e-07,0.388,0.28,0.0528,0.0504
6.912000e-07,0.388,0.28,0.0544,0.0504
6.916000e-07,0.396,0.28,0.0528,0.0504
6.920000e-07,0.396,0.272,0.052,0.0496
6.924000e-07,0.396,0.268,0.052,0.0488
6.928000e-07,0.388,0.264,0.0512,0.0488
6.932000e-07,0.392,0.268,0.052,0.0472
6.936000e-07,0.392,0.264,0.052,0.048
6.940000e-07,0.392,0.256,0.0512,0.048
6.944000e-07,0.396,0.248,0.052,0.0464
6.948000e-07,0.396,0.244,0.0512,0.0472
6.952000e-07,0.396,0.252,0.0496,0.048
6.956000e-07,0.396,0.252,0.0496,0.048
6.960000e-07,0.392,0.248,0.0512,0.048
6.964000e-07,0.4,0.248,0.0512,0.0488
6.968000e-07,0.4,0.256,0.0512,0.0504
6.972000e-07,0.392,0.26,0.052,0.0496
6.976000e-07,0.396,0.26,0.0528,0.0504
6.980000e-07,0.396,0.26,0.052,0.0504
6.984000e-07,0.396,0.272,0.0536,0.0504
6.988000e-07,0.392,0.268,0.0528,0.0512
6.992000e-07,0.4,0.276,0.0536,0.0504
6.996000e-07,0.4,0.276,0.0536,0.0504
7.000000e-07,0.392,0.28,0.052,0.0504
7.004000e-07,0.392,0.28,0.0528,0.0496
7.008000e-07,0.392,0.288,0.0536,0.0512
7.012000e-07,0.38,0.28,0.0528,0.0512
7.016000e-07,0.392,0.28,0.0536,0.0512
7.020000e-07,0.384,0.28,0.0528,0.0504
7.024000e-07,0.388,0.28,0.0528,0.0504
7.028000e-07,0.392,0.264,0.052,0.0504
7.032000e-07,0.392,0.26,0.0528,0.0504
7.036000e-07,0.392,0.26,0.0512,0.0496
7.040000e-07,0.396,0.252,0.0528,0.0496
7.044000e-07,0.4,0.248,0.052,0.0496
7.048000e-07,0.4,0.248,0.0512,0.0496
7.052000e-07,0.4,0.248,0.052,0.0496
7.056000e-07,0.392,0.252,0.052,0.0496
7.060000e-07,0.384,0.248,0.052,0.0504
7.064000e-07,0.392,0.24,0.0536,0.0488
7.068000e-07,0.392,0.248,0.0536,0.0512
7.072000e-07,0.388,0.256,0.0536,0.0504
7.076000e-07,0.388,0.264,0.0544,0.0512
7.080000e-07,0.388,0.264,0.0552,0.0504
7.084000e-07,0.388,0.268,0.0544,0.0488
7.088000e-07,0.392,0.268,0.0544,0.0504
7.092000e-07,0.388,0.28,0.0552,0.0504
7.096000e-07,0.388,0.284,0.0544,0.0504
7.100000e-07,0.392,0.288,0.0528,0.0496
7.104000e-07,0.392,0.288,0.0536,0.0504
7.108000e-07,0.388,0.288,0.0536,0.0504
7.112000e-07,0.388,0.288,0.0528,0.0512
7.116000e-07,0.388,0.28,0.0528,0.0496
