Frecuencia (Hz),Mean A,SD A,Mean B,SD B,Amplitud (V)
25.000000E+0,670.363250E-3,2.361075E-3,-14.475005E-3,3.946919E-3,200.000000E+0
30.000000E+0,719.039500E-3,9.762445E-3,-10.261813E-3,5.270850E-3,200.000000E+0
40.000000E+0,762.511000E-3,5.109781E-3,-9.941833E-3,1.960045E-3,200.000000E+0
50.000000E+0,788.310250E-3,10.554729E-3,38.680880E-3,21.385513E-3,200.000000E+0
60.000000E+0,867.680250E-3,8.126124E-3,-14.999425E-3,612.957920E-6,200.000000E+0
75.000000E+0,924.549750E-3,23.329260E-3,1.244253E-3,3.579372E-3,200.000000E+0
100.000000E+0,1.106057E+0,29.054369E-3,9.143075E-3,37.122680E-3,200.000000E+0
120.000000E+0,1.187170E+0,33.552312E-3,3.258550E-3,19.048693E-3,200.000000E+0
150.000000E+0,1.287177E+0,27.715437E-3,-32.471475E-3,13.468490E-3,200.000000E+0
200.000000E+0,1.515975E+0,13.883430E-3,47.440300E-3,547.125027E-6,200.000000E+0
250.000000E+0,1.457885E+0,435.344691E-6,-182.951250E-3,1.451196E-3,200.000000E+0
300.000000E+0,1.544485E+0,9.346487E-3,91.597775E-3,1.109055E-3,200.000000E+0
400.000000E+0,1.808810E+0,6.124378E-3,131.830000E-3,7.172848E-3,200.000000E+0
500.000000E+0,1.678583E+0,6.462447E-3,-64.391825E-3,11.319315E-3,200.000000E+0
600.000000E+0,1.594997E+0,2.551033E-3,133.382500E-3,2.793669E-3,200.000000E+0
750.000000E+0,1.526055E+0,2.386603E-3,40.137425E-3,518.365447E-6,200.000000E+0
1.000000E+3,1.821845E+0,28.430431E-3,-121.371525E-3,37.615780E-3,200.000000E+0
1.200000E+3,2.052387E+0,12.791447E-3,-1.147050E-3,3.458875E-3,200.000000E+0
1.500000E+3,1.945920E+0,2.941088E-3,2.179430E-3,1.016871E-3,200.000000E+0
2.000000E+3,2.065362E+0,13.226227E-3,-7.164640E-3,4.580872E-3,200.000000E+0
2.500000E+3,2.074718E+0,140.245315E-6,-6.587030E-3,293.121760E-6,200.000000E+0
3.000000E+3,2.074850E+0,249.899980E-6,-8.751782E-3,99.122899E-6,200.000000E+0
4.000000E+3,2.068712E+0,203.393095E-6,-9.044060E-3,156.899824E-6,200.000000E+0
5.000000E+3,2.073285E+0,139.373593E-6,-15.685800E-3,122.735753E-6,200.000000E+0
6.000000E+3,2.073787E+0,386.223705E-6,-18.470475E-3,1.659710E-3,200.000000E+0
7.500000E+3,2.073917E+0,300.364363E-6,-24.061025E-3,302.805023E-6,200.000000E+0
10.000000E+3,2.076077E+0,132.169402E-6,-29.084525E-3,107.446763E-6,200.000000E+0
12.000000E+3,2.070845E+0,259.374245E-6,-35.619175E-3,297.245701E-6,200.000000E+0
15.000000E+3,2.069045E+0,183.371210E-6,-42.104850E-3,165.272722E-6,200.000000E+0
20.000000E+3,2.076122E+0,144.113671E-6,-54.522350E-3,80.576625E-6,200.000000E+0
25.000000E+3,2.062378E+0,240.767003E-6,-59.286300E-3,129.734903E-6,200.000000E+0
30.000000E+3,2.061572E+0,352.304913E-6,-67.419000E-3,34.422159E-6,200.000000E+0
40.000000E+3,2.079815E+0,401.528330E-6,-106.095500E-3,188.072459E-6,200.000000E+0
50.000000E+3,2.065070E+0,122.474485E-6,-103.072750E-3,139.508736E-6,200.000000E+0
60.000000E+3,2.068495E+0,168.151718E-6,-123.997750E-3,179.191762E-6,200.000000E+0
75.000000E+3,2.072398E+0,181.021406E-6,-158.221000E-3,351.562939E-6,200.000000E+0
100.000000E+3,2.074698E+0,106.624338E-6,-220.821250E-3,373.339239E-6,200.000000E+0
120.000000E+3,2.072942E+0,174.409719E-6,-272.290500E-3,125.492032E-6,200.000000E+0
150.000000E+3,2.063965E+0,95.524868E-6,-349.809500E-3,404.976851E-6,200.000000E+0
200.000000E+3,2.040258E+0,160.214699E-6,-622.442500E-3,250.880948E-6,200.000000E+0
