# t,T,Ts,p,r1,r2
7.236942887306213379e+02,2.999900000000000091e+02,2.999900000000000091e+02,2.000000000000000000e+00,1.755440333333333269e+00,1.755440333333333269e+00
7.318673326969146729e+02,2.999900000000000091e+02,2.998199999999999932e+02,2.000000000000000000e+00,1.756810166666666673e+00,1.756810166666666673e+00
7.400007276535034180e+02,2.999900000000000091e+02,2.996600000000000250e+02,2.000000000000000000e+00,1.758318333333333428e+00,1.758318333333333428e+00
7.480512568950653076e+02,2.999900000000000091e+02,2.994900000000000091e+02,1.000000000000000000e+00,1.759715999999999614e+00,1.759715999999999614e+00
7.561626939773559570e+02,2.999900000000000091e+02,2.993199999999999932e+02,0.000000000000000000e+00,1.761082333333333416e+00,1.761082333333333416e+00
7.642541019916534424e+02,2.998799999999999955e+02,2.991600000000000250e+02,0.000000000000000000e+00,1.762428000000000106e+00,1.762428000000000106e+00
7.723850011825561523e+02,2.998799999999999955e+02,2.989900000000000091e+02,0.000000000000000000e+00,1.763779333333333366e+00,1.763779333333333366e+00
7.805068202018737793e+02,2.998799999999999955e+02,2.988199999999999932e+02,0.000000000000000000e+00,1.765058499999999864e+00,1.765058499999999864e+00
7.886562750339508057e+02,2.997599999999999909e+02,2.986600000000000250e+02,0.000000000000000000e+00,1.766354833333333207e+00,1.766354833333333207e+00
7.967665314674377441e+02,2.997599999999999909e+02,2.984900000000000091e+02,0.000000000000000000e+00,1.767525166666666481e+00,1.767525166666666481e+00
8.049551980495452881e+02,2.996399999999999864e+02,2.983199999999999932e+02,0.000000000000000000e+00,1.768776833333333132e+00,1.768776833333333132e+00
8.130436987876892090e+02,2.996399999999999864e+02,2.981600000000000250e+02,0.000000000000000000e+00,1.769834666666666889e+00,1.769834666666666889e+00
8.211835806369781494e+02,2.995299999999999727e+02,2.979900000000000091e+02,0.000000000000000000e+00,1.770944333333333010e+00,1.770944333333333010e+00
8.293184161186218262e+02,2.995299999999999727e+02,2.978199999999999932e+02,0.000000000000000000e+00,1.772151666666666792e+00,1.772151666666666792e+00
8.375117046833038330e+02,2.993899999999999864e+02,2.976600000000000250e+02,0.000000000000000000e+00,1.773144666666666369e+00,1.773144666666666369e+00
8.456930372714996338e+02,2.992799999999999727e+02,2.974900000000000091e+02,0.000000000000000000e+00,1.774115999999999804e+00,1.774115999999999804e+00
8.539030973911285400e+02,2.992799999999999727e+02,2.973199999999999932e+02,0.000000000000000000e+00,1.775114999999999998e+00,1.775114999999999998e+00
8.621279623508453369e+02,2.991600000000000250e+02,2.971600000000000250e+02,0.000000000000000000e+00,1.776111833333333445e+00,1.776111833333333445e+00
8.702708847522735596e+02,2.990500000000000114e+02,2.969900000000000091e+02,0.000000000000000000e+00,1.777140166666666410e+00,1.777140166666666410e+00
8.784378938674926758e+02,2.990500000000000114e+02,2.968199999999999932e+02,0.000000000000000000e+00,1.778124166666666506e+00,1.778124166666666506e+00
